policy,seed,prepared_context_hash,kernel_run_hash,selected_set_hash,fills_economic_hash,trades_economic_hash,selected_count,selected_overlap_with_ranked,total_return,cagr,max_drawdown,sharpe,calmar,profit_factor,win_rate,payoff_ratio,trade_count,fill_count,turnover,exposure,avg_exposure,max_exposure,elapsed_seconds
RANDOM,20,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,9de3714a60f09f1d821a808675474f95e1ca29e9dd7ba0c2e8cc31ac318eba21,f0b995423d103385c157820deba3bcc97162ce411486346e17c3594ba6f5c334,6173d461eadf9fa351756bc80f05413a23f85c2308ba4b421b24481a842fb756,1d2b612084bfcd6df8633dc5c0407cd8ef97947c32e239ea7c648e93c15c3ffc,117,0.43119266055,0.0827713108969,0.170002328951,-0.133027686838,0.960776874207,1.27794696722,1.1826549237,0.390909090909,1.84274139274,110,229,25.77678316,0.369131558994,0.369131558994,0.675051192463,0.4972293
RANDOM,21,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,85cedd678469f8255b944c307d752fc56477cc3a4f9b527d7f4e0f567ddd2143,f4298f731d71dc92cd2f0710855e7045e5f0e100e8cc1875730a4eff3a4c056e,8a1a34fbc4ecb230f6767fa0bb7ad991286c7a7d9b4643407aeff449ff63bed8,a08fca882733c36b7c91e743d597ecec8e2c398d7e647c2dfe4bd042f9a10089,110,0.412844036697,0.263933965261,0.587950377973,-0.0940201964765,2.6022259305,6.25344766345,1.68168942974,0.452830188679,2.03204139427,106,223,24.41895321,0.370472104268,0.370472104268,0.671463815205,0.4853062
RANDOM,22,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,b39f51d213a0accad2826b8ada1f76d0ff8879dbafd26d6a98b81e96ee88f488,aec467b059a34eabf72a926b7276d854c0c9ca32852c06c99e21081efeadd768,dd31eb6d152441eaf3743fde6cd44bbcf485f5d185acf2d24f23e7abac1f6a2c,e34eceb9bd74ee292dea0df6070117c77303465cd5db9f15c73632a86b754975,121,0.403669724771,0.0312748791245,0.0626872744846,-0.152889117317,0.431549570071,0.410017897838,1.0582776835,0.302752293578,2.43724557411,109,224,25.70396906,0.342650820375,0.342650820375,0.667874222976,0.5332723
RANDOM,23,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,fc0d83f2a42ca36103a8c8c938c8edc87754f16a12c7b69585f16a19f88a84c1,f4bd2ec73ef9f97f2ce8e90aae6b6a699499a9d77750235a5d64e3685c2fe0da,fdcce7ef5c38418b606013f3c5b5b4569341eec8a870289494ebb6f0635c2910,272d92080c195f0f9eedf4a7f9eb06d12e3d307738aa3b1e5d4abe4520354e64,115,0.376146788991,0.136709090204,0.287863491224,-0.105221889971,1.43790029424,2.73577571457,1.32072714558,0.375,2.2012119093,104,218,24.802266825,0.370812428809,0.370812428809,0.697750716399,0.5035578
RANDOM,24,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,9dc0a6c03a03ed844c05ae2d2fee1c43a80eb82540399b4cbf8cb18ed74eb114,330866055bebf1174b1448d54dd2cb66fe83ccff5a200e55c98a166fa4e1988a,895c93450745c09af406f09de5cdab29f35d66d287df7f5f3af0eb3b6540fef8,150c4b65ae68fc33f513d5a4e4617be7e9afc24ab0f833b15dc2b1b4984f0701,112,0.394495412844,0.202286078896,0.438670644877,-0.0681493872245,1.96001083051,6.43689786134,1.48256971175,0.407766990291,2.15325600992,103,220,27.370412985,0.39156198523,0.39156198523,0.79643908659,0.4781643
RANDOM,25,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,bdb6bb4f2d7def3debfde89bd96b8eff098df6b7353a67ff09ab671c89381243,11e88f28f9048eace9991ec798fdd8d3f3f0ed411ece0f4f7b19da4f3851e9b9,155f19f89789ec67818431ccab72f5f0ab621a6c70825bae8a0c53c8259a1992,96f08a8c69353c0ba9eb4e39453988303eefac2a64f50e5c244ed28e7b32197e,107,0.422018348624,0.0143249909787,0.0284795238523,-0.133570910185,0.248874940243,0.213216514081,1.03477903704,0.372549019608,1.74278574659,102,215,22.64711892,0.379570122523,0.379570122523,0.693677862611,0.385956
RANDOM,26,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,82bfb2ee50516834713050b298610812f80196891cedba55ee1d9bd861eb17f5,5483fd3e13174dbb86ce1b36193a9a15002b0d229b7dbf852b6d7e4f33cb838a,780ea13dff7480558174b394318c53bd80bf9998b23be44a292b46394e04421b,8322faa0f41681eccc1b20b8ab0a0c0a3c4b0c294b56230d93e8bf751e3e0e24,114,0.43119266055,0.31446137432,0.715721236735,-0.0737090583707,3.11232363322,9.71008519924,1.75653824171,0.444444444444,2.19567280214,108,226,27.14148683,0.37973333073,0.37973333073,0.71160036952,0.3982518
RANDOM,27,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,76841adb0c430486044f49f24d9f2937f557f6375bfb71fddb98940990eb4f45,6b72eb5b81edfc522b507e29574fe3f454ed62fd4d1ae4454c6712b4cfc68bf9,d7059990f97b2bdf06c6e4af1a6dd789d6f59b09fd87bbaf3876ab455cdbbf57,5b063e795419606d271e8e57715ae91d399c4a4e048214cf3c828ab6092eda6a,109,0.385321100917,0.148975192192,0.315445279828,-0.0858926714997,1.48025670853,3.67255173602,1.33016842541,0.408163265306,1.92874421685,98,211,25.1962907,0.393562079629,0.393562079629,0.714838678913,0.3856562
RANDOM,28,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,52ddeab7eca7a3bc21eab5792867d71c631e7434054963d0b59088466703d3b1,0e4d443500ef535d0355d32597e732eb7454e1cde21f80b25cb56d0314fdb625,dddfd5eebbc6fda813011e9aa31549ac9fbc332258a682b437bcfa5be20a2646,e04e345ba7ba89ac0e30ef1ebbb7a3eb9bd646416101da8b45ee7c7bcde6fc25,112,0.422018348624,0.219950952967,0.480702612044,-0.123144605318,2.07000100148,3.903562083,1.53726637871,0.384615384615,2.45962620594,104,220,26.07617466,0.377853495052,0.377853495052,0.714966133409,0.4230818
RANDOM,29,ace066960d482e7963b6be31f2aa23d3f4555fb3cfdeda451cf3e7fbfb0b4fba,71f77bc39766917ec46ee8f04b918e86773b0fe71b06387e7b826a89d4278480,dea14c6e1878019465918ed114f22ed7de7183326b802a8b01df10f26f213c2d,e43b1354230f0faa0aeb06a4019b7b0f51f63252b8d7d489a820dfcbadfe7701,b5fb6e3abc6a5b37a57c78f19ceaffffa2dff9c1d210b32494dd622d4542d1b1,117,0.467889908257,0.224664686502,0.49201946538,-0.10253389617,2.13446659107,4.79860303529,1.46206966259,0.390476190476,2.28225508307,105,222,27.827821575,0.362940966607,0.362940966607,0.748918961206,0.4221974
