date,code,side,price,shares,fee,reason,signal_date,stop,target
2025-10-28,600288,buy,15.46773,900,5.13920957,standard_520_discipline,2025-10-27,14.5726,17.15214285714286
2025-11-07,600288,sell,16.37181,900,12.51466079,three_bars_no_high,2025-11-06,15.82,17.15214285714286
