window,date,quantile_count,quantile,candidate_count,average_future_return,average_excess_return,mfe,mae,target_hit_rate,stop_hit_rate
10,2026-05-11,5,1,3,0.073877,0.082622,0.186322,-0.069686,0.666667,0.666667
10,2026-05-11,5,2,3,-0.046339,-0.037593,0.049107,-0.110619,0.000000,1.000000
10,2026-05-11,5,3,3,0.056367,0.065112,0.173994,-0.084243,0.333333,1.000000
10,2026-05-11,5,4,2,0.281224,0.289970,0.338145,-0.071163,1.000000,0.500000
10,2026-06-17,5,1,2,0.022171,0.043275,0.202059,-0.036391,0.500000,0.500000
10,2026-06-17,5,2,2,-0.153460,-0.132356,0.079133,-0.201466,0.000000,1.000000
10,2026-06-17,5,3,2,-0.090399,-0.069295,0.102517,-0.115855,0.000000,1.000000
10,2026-06-17,5,4,2,0.375670,0.396774,0.490214,-0.080735,0.500000,1.000000
10,2026-06-17,5,5,2,-0.059156,-0.038052,0.149991,-0.127088,0.500000,1.000000
10,2026-06-18,5,1,3,-0.112291,-0.090637,0.126167,-0.146834,0.333333,0.666667
10,2026-06-18,5,2,3,-0.095654,-0.074001,0.128827,-0.169754,0.000000,1.000000
10,2026-06-18,5,3,3,0.013883,0.035537,0.215545,-0.100350,0.666667,1.000000
10,2026-06-18,5,4,2,-0.137948,-0.116295,0.050687,-0.235971,0.000000,1.000000
10,2026-06-22,5,1,3,-0.076373,-0.035560,0.136615,-0.144453,0.333333,0.666667
10,2026-06-22,5,2,3,-0.057963,-0.017150,0.206938,-0.119521,0.666667,0.666667
10,2026-06-22,5,3,3,0.002196,0.043009,0.297566,-0.070355,1.000000,0.666667
10,2026-06-22,5,4,3,-0.022554,0.018260,0.186917,-0.093101,0.666667,0.666667
10,2026-06-22,5,5,2,-0.056353,-0.015539,0.124289,-0.104031,0.000000,1.000000
20,2026-01-09,5,1,3,-0.079090,-0.052662,0.078394,-0.095029,0.333333,1.000000
20,2026-01-09,5,2,3,-0.038667,-0.012239,0.103700,-0.111501,0.333333,0.666667
20,2026-01-09,5,3,3,0.069112,0.095540,0.269132,-0.126376,0.333333,0.666667
20,2026-01-09,5,4,3,-0.174533,-0.148104,0.105761,-0.196335,0.333333,1.000000
20,2026-01-09,5,5,1,-0.067216,-0.040788,0.140825,-0.091959,0.000000,0.000000
20,2026-02-10,5,1,2,0.025770,0.037929,0.239549,-0.035544,1.000000,0.500000
20,2026-02-10,5,2,2,0.027088,0.039247,0.184985,-0.049116,1.000000,0.500000
20,2026-02-10,5,3,2,0.102678,0.114836,0.176276,-0.083904,0.500000,0.500000
20,2026-02-10,5,4,2,-0.018170,-0.006011,0.214624,-0.139111,0.500000,1.000000
20,2026-02-10,5,5,2,0.007671,0.019829,0.155611,-0.089949,0.500000,0.500000
20,2026-02-24,5,1,3,-0.147803,-0.097130,0.095183,-0.172979,0.333333,1.000000
20,2026-02-24,5,2,3,-0.091965,-0.041292,0.110294,-0.132995,0.333333,1.000000
20,2026-02-24,5,3,3,-0.092500,-0.041827,0.106684,-0.185725,0.333333,1.000000
20,2026-02-24,5,4,3,-0.020002,0.030671,0.152806,-0.123193,0.333333,1.000000
20,2026-02-25,10,1,3,-0.216734,-0.173725,0.050986,-0.260304,0.000000,1.000000
20,2026-02-25,10,2,3,-0.022358,0.020651,0.162276,-0.088989,0.333333,0.666667
20,2026-02-25,10,3,3,-0.077035,-0.034026,0.112632,-0.143624,0.000000,1.000000
20,2026-02-25,10,4,3,-0.114211,-0.071202,0.071255,-0.190394,0.000000,1.000000
20,2026-02-25,10,5,3,-0.040624,0.002385,0.184686,-0.126097,0.333333,0.666667
20,2026-02-25,10,6,3,-0.039105,0.003904,0.102154,-0.165352,0.666667,1.000000
20,2026-02-25,10,7,3,-0.067143,-0.024134,0.183640,-0.127478,0.666667,1.000000
20,2026-02-25,10,8,1,-0.054507,-0.011498,0.206499,-0.119497,1.000000,1.000000
20,2026-02-26,5,1,4,-0.203602,-0.156613,0.035111,-0.239579,0.000000,1.000000
20,2026-02-26,5,2,4,-0.067773,-0.020785,0.089100,-0.154630,0.000000,1.000000
20,2026-02-26,5,3,4,-0.187386,-0.140398,0.101166,-0.221534,0.000000,1.000000
20,2026-02-26,5,4,4,-0.064162,-0.017173,0.291314,-0.146675,0.750000,1.000000
20,2026-02-26,5,5,3,-0.206310,-0.159322,0.039023,-0.239391,0.000000,1.000000
20,2026-04-09,5,1,2,-0.137730,-0.214575,0.031852,-0.172628,0.000000,1.000000
20,2026-04-09,5,2,2,0.040496,-0.036349,0.192497,-0.063941,0.000000,0.500000
20,2026-04-09,5,3,2,0.659700,0.582855,0.689231,-0.043499,1.000000,0.000000
20,2026-04-09,5,4,2,0.767669,0.690823,0.879628,-0.091983,1.000000,0.500000
20,2026-04-09,5,5,2,0.753841,0.676996,0.825937,-0.030940,1.000000,0.000000
20,2026-04-10,5,1,2,0.094470,0.011437,0.248708,-0.039971,0.500000,0.500000
20,2026-04-10,5,2,2,0.157801,0.074767,0.233953,-0.055500,0.500000,0.500000
20,2026-04-10,5,3,2,-0.079911,-0.162944,0.070988,-0.119294,0.000000,0.500000
20,2026-04-10,5,4,2,0.627700,0.544667,0.733709,-0.030863,1.000000,0.000000
20,2026-04-10,5,5,2,0.226599,0.143566,0.282657,-0.072276,0.500000,0.500000
20,2026-05-06,5,1,3,-0.147016,-0.155801,0.027463,-0.185652,0.000000,1.000000
20,2026-05-06,5,2,3,-0.021060,-0.029845,0.159317,-0.124211,0.333333,0.666667
20,2026-05-06,5,3,3,-0.047020,-0.055804,0.316962,-0.170172,1.000000,0.333333
20,2026-05-06,5,4,3,-0.028743,-0.037528,0.139457,-0.103689,0.333333,0.333333
20,2026-05-06,5,5,2,-0.029829,-0.038613,0.193386,-0.161717,0.500000,1.000000
20,2026-05-11,5,1,3,-0.134397,-0.083766,0.244276,-0.190839,0.666667,0.666667
20,2026-05-11,5,2,3,-0.082539,-0.031909,0.060873,-0.186418,0.000000,1.000000
20,2026-05-11,5,3,3,-0.036050,0.014580,0.173994,-0.121028,0.333333,1.000000
20,2026-05-11,5,4,2,-0.003202,0.047429,0.352542,-0.071163,1.000000,0.500000
