code,name,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,holding_days,entry_reason,exit_reason,entry_costs,exit_costs,entry_count,trade_id,position_id,entry_fill_id,exit_fill_id,candidate_id,order_intent_id,pending_order_id,signal_date,signal_close,next_open,opening_gap,planned_stop,planned_target,ex_ante_rr,initial_risk_cash,realized_r_multiple
600487,亨通光电,2026-01-20,2026-01-27,27.4137,30.68465,100,327.09500000000025,11.59233085,315.50266915000026,7,strategy_v5_alpha_ranked_entry,target_close_confirmed,5.0274137,6.56491715,1,trade_888145d16ff5d8b6,pos_a315a500fccf3dcf,fill_8e7bd0cbc32196bd,fill_409d1e93d2670e87,cand_a72535d507262df6,intent_34580949fcddf879,pend_a3e16024ae51708e,2026-01-19,27.08,27.4,0.012322747415066448,26.3718,30.035000000000004,4.172550127082765,104.18999999999983,3.0281473188405874
002080,中材科技,2026-01-23,2026-01-28,41.350665,38.9805,200,-474.033,13.89805,-487.93105,5,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.0,8.89805,1,trade_4154e5f88fee5402,pos_2453df1576b2712c,fill_93d99f0743fd0f06,fill_d6353e29c0ee1d56,cand_60247cc3ece7e7cb,intent_4445a9feff8df63b,pend_530d192c0fc13ec3,2026-01-22,41.14,41.33,0.005120685464268249,38.416000000000004,46.7,2.0411160058737186,586.9329999999991,-0.8313232515466004
300739,明阳电路,2026-01-23,2026-01-29,20.009999999999998,19.240375,700,-538.7374999999985,16.73413125,-555.4716312499985,6,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.0,11.73413125,1,trade_efa5f6624cd578db,pos_36826ff595463745,fill_29e864f946bdb444,fill_e52b079a98b96cd2,cand_37738499082f6485,intent_9b13edd2442e3f38,pend_2ec38b15f46414b8,2026-01-22,20.01,20.0,-2.220446049250313e-16,18.963,22.240000000000002,2.1298949379178596,732.8999999999979,-0.7579091707599946
002585,双星新材,2026-01-26,2026-01-29,7.8739349999999995,7.286355,200,-117.51599999999982,10.7286355,-128.24463549999982,3,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.0,5.7286355,1,trade_d16dda0a1b3637b5,pos_daa77141a3bdb6e9,fill_44139a2462a526cd,fill_dda0abf5834f1a4f,cand_0c02e42f10a599b5,intent_646aceeb4bfb4d3a,pend_3176d2aa5df0db8d,2026-01-23,7.99,7.87,-0.014526282853567052,7.408799999999999,9.19,2.06469373709566,93.02700000000002,-1.3785743440076514
688601,力芯微,2026-01-29,2026-02-02,56.258115,50.57470000000001,200,-1136.682999999998,15.271135630000003,-1151.9541356299978,4,strategy_v5_alpha_ranked_entry,close_stop,5.11251623,10.158619400000003,1,trade_bde98ededde7b817,pos_ae6e197ee7a6b08a,fill_00065775f59b7321,fill_6e4d02e9f82df300,cand_d9c1cec06fc40e26,intent_0b6449b257bb868d,pend_6d1d1f149782443e,2026-01-28,56.54,56.23,-0.004985585426246941,52.8024,65.15642857142856,2.305337267612522,691.1429999999996,-1.6667377599570545
300863,卡倍亿,2026-01-30,2026-02-02,55.097535,60.41977500000001,200,1064.4480000000017,16.0419775,1048.4060225000017,3,strategy_v5_alpha_ranked_entry,target_close_confirmed,5.0,11.041977500000002,1,trade_1965e75f746eee80,pos_99ab2cb2294a1e37,fill_a19f4e4c96f34ce3,fill_01519250d2d5026a,cand_26d34deafb8c80f6,intent_b18aa654f8c79478,pend_1fb0daa56318282a,2026-01-29,55.0,55.07,0.0017733636363637117,53.76279999999999,58.47,2.8047203362431095,266.9470000000018,3.9273939115254883
300708,聚灿光电,2026-01-29,2026-02-03,10.38519,10.044975,1300,-442.27949999999845,16.52923375,-458.80873374999845,5,strategy_v5_alpha_ranked_entry,close_stop,5.0,11.52923375,1,trade_b48286960a221249,pos_9a99c4617b538339,fill_ce3309eb15eaec42,fill_8fc7c317b0a061f8,cand_581e18fb6938cb4d,intent_1a43dc3f1aa67584,pend_0f5c0206ea51ea1e,2026-01-28,10.51,10.38,-0.011875356803044745,9.9274,11.8,2.2142121524201896,595.126999999999,-0.770942561419662
601857,中国石油,2026-01-29,2026-02-05,10.90545,10.604695,1300,-390.9815000000007,17.172683635,-408.1541836350007,7,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.14177085,12.030912785,1,trade_8171f8ae4cc82ca7,pos_46689c25554d783a,fill_eb995b2797042992,fill_3cb5eba4fdb1ca86,cand_d779e30efdc34a5d,intent_29f1fae98aa5815a,pend_a110c18a16c21627,2026-01-28,10.77,10.9,0.01257660167130914,10.3194,11.815714285714286,2.3207152368270907,761.8650000000002,-0.5357303244472453
000415,渤海租赁,2026-02-03,2026-02-05,4.36218,4.587705,2500,563.8124999999983,15.73463125,548.0778687499983,2,strategy_v5_alpha_ranked_entry,target_close_confirmed,5.0,10.73463125,1,trade_68c23e2ecd9fcb2c,pos_260ab71a4807adbd,fill_022db3d841e7b52d,fill_c6a62d6e8bc62fb5,cand_2696e5d1b52bfb37,intent_7ede09b417116cf3,pend_c409017205090fdf,2026-02-02,4.33,4.36,0.0074318706697460435,4.2238,4.55,2.071563088512233,345.9500000000015,1.5842690237028354
002970,锐明技术,2026-02-02,2026-02-06,61.49073,72.28384,200,2158.622,17.228384,2141.393616,4,strategy_v5_alpha_ranked_entry,target_close_confirmed,5.0,12.228384,1,trade_abfc7a684458f2e4,pos_f086038254550180,fill_60e907a13ac9baba,fill_79851cc23246ef14,cand_1ff9618e6e6f76cc,intent_83b2d95106d892ae,pend_2adb2a06707464ea,2026-01-30,61.51,61.46,-0.0003132823931067952,58.2904,69.96357142857143,2.62565891060114,640.0660000000003,3.3455825118034688
300398,飞凯材料,2026-02-04,2026-02-06,27.83391,25.757115000000002,500,-1038.3974999999984,16.43927875,-1054.8367787499985,2,strategy_v5_alpha_ranked_entry,close_stop,5.0,11.43927875,1,trade_881ab7f3edbc8cc2,pos_21aaac152dddffd5,fill_f4c08ae9723bdd8c,fill_0f3e0a39413c58a0,cand_707c5b49dfa1527f,intent_6aec17891f31706d,pend_0780efd3d85cea73,2026-02-03,28.23,27.82,-0.014030818278427226,26.509,32.42,2.434631028471819,662.4549999999996,-1.5923146157097452
688155,先惠技术,2026-02-04,2026-02-10,97.51873499999999,92.9535,100,-456.5234999999987,14.838147235000001,-471.3616472349987,6,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.097518735,9.7406285,1,trade_1fa29297585765f3,pos_8c5f32eb38b82a82,fill_acaf3ce1a30a5ef2,fill_d91264058202ab13,cand_8548b3fbdecebfc0,intent_e885a92f1d94b4df,pend_a1ff7d981c688b03,2026-02-03,97.98,97.47,-0.004707746478873398,90.16,119.61642857142859,2.7668067226890742,735.8734999999996,-0.640547114735072
600233,圆通速递,2026-02-06,2026-02-11,17.908949999999997,17.901045,800,-6.323999999997909,17.44689796,-23.77089795999791,5,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.1432716,12.303626359999999,1,trade_04a0921077523c14,pos_e073e0dea53039e3,fill_c03ec6044519f302,fill_3af37f8e7908f593,cand_605e77e38be63654,intent_c75b9b0171e3983c,pend_6f9ff936de3f03f3,2026-02-05,18.13,17.9,-0.012192498621070191,17.346,19.70285714285714,2.0061953352769697,450.35999999999774,-0.05278199209520834
001896,豫能控股,2026-02-10,2026-02-12,6.803399999999999,8.285855,2200,3261.4010000000017,19.1144405,3242.2865595000017,2,strategy_v5_alpha_ranked_entry,target_close_confirmed,5.0,14.1144405,1,trade_4640ec92f5092768,pos_7c797d9b09c53e51,fill_cc60071011694330,fill_672ae626fd72863f,cand_1c83a73d5dfe7b57,intent_5096165b10e40413,pend_4efa872e24447861,2026-02-09,6.77,6.8,0.0049335302806499115,6.4386,7.524285714285714,2.2760582808862875,802.5599999999976,4.039930422024536
300739,明阳电路,2026-02-10,2026-02-25,20.43021,24.287850000000002,700,2700.3480000000027,18.500747500000003,2681.8472525000025,15,strategy_v5_alpha_ranked_entry,target_close_confirmed,5.0,13.500747500000001,1,trade_5fac608cdea53498,pos_05b8e80c62318870,fill_1807366d3d266d16,fill_602c9086e642a120,cand_69e00d7dd88d239b,intent_6fbafeb829367332,pend_10b777c5c8d0c777,2026-02-09,20.71,20.42,-0.013509898599710413,19.5412,23.3,2.2159479808350424,622.3069999999993,4.309524483092758
300408,三环集团,2026-02-11,2026-02-25,56.058015,67.96600000000001,100,1190.798500000001,13.3983,1177.400200000001,14,strategy_v5_alpha_ranked_entry,target_close_confirmed,5.0,8.3983,1,trade_b9d3f1a42d79f311,pos_02e35ccfaf6fcd50,fill_cb6be1e015610adb,fill_6c0dc3d5dcb36a87,cand_e1233d32cdafcfb8,intent_6da22227eb6b082f,pend_c97daf03aa4d408d,2026-02-10,56.75,56.03,-0.012193568281938405,53.70399999999999,64.11500000000001,2.417925147734732,235.4015000000004,5.0016682136689825
300738,奥飞数据,2026-02-12,2026-02-25,25.798607142857144,24.237875000000003,700,-1092.5124999999987,23.48325625,-1115.9957562499987,13,strategy_v5_alpha_ranked_entry,close_stop,10.0,13.48325625,2,trade_7697669c0ab1531a,pos_93799f2bd6724110,fill_66f53629001ee403,fill_f5f455bd7d6d58c6,cand_29debcf2b6bc58c2,intent_4befd1f8e998b36b,pend_684aacc00782e571,2026-02-11,25.28,25.78,0.020288370253164434,23.7944,29.69,2.968497576736669,999.2450000000001,-1.116838969672101
603876,鼎胜新材,2026-02-10,2026-03-04,18.357174,18.200895000000003,1000,-156.27899999999784,24.466028190000003,-180.74502818999784,22,strategy_v5_alpha_ranked_entry,close_stop,10.18357174,14.282456450000002,2,trade_8f42d32bbeadb19a,pos_b397ae1e166373c9,fill_47a3c3187871c3fb,fill_a5394a96aa683a3c,cand_e87ae7d2ea64838f,intent_349f4d2fd5e13361,pend_f330ecb1216a1d4a,2026-02-09,18.35,18.26,-0.00440708446866489,17.659599999999998,21.32,4.301853997682477,487.6240000000024,-0.37066475027889717
002297,博云新材,2026-02-26,2026-03-04,13.776884999999998,11.65417,600,-1273.6289999999985,13.496251,-1287.1252509999986,6,strategy_v5_alpha_ranked_entry,close_stop,5.0,8.496251,1,trade_37352eae1740e418,pos_976b2d7832cf9863,fill_06f2c16ecdf8ef07,fill_ded16b67fe699011,cand_bb7b342f9082c168,intent_52d8a1edb4d822fe,pend_f8d2605cac5f106e,2026-02-25,13.63,13.77,0.010776595744680595,12.9458,15.470714285714287,2.6903161147534123,498.6509999999988,-2.581214619042179
600388,龙净环保,2026-02-13,2026-03-05,18.959474999999998,19.620185,100,66.07100000000017,11.01958891,55.05141109000017,20,strategy_v5_alpha_ranked_entry,close_stop,5.018959475,6.000629435,1,trade_46acaafda26061d9,pos_27ba2325a7b2e4e5,fill_8f4af2e5e03c0fc5,fill_5113ceaf42628a65,cand_2be882fe46977565,intent_00b1d62912cd678d,pend_22f7d7df0f720d06,2026-02-12,19.01,18.95,-0.002657811678064337,18.1986,21.11642857142857,2.596042114158939,76.08749999999986,0.7235276634138363
603612,索通发展,2026-02-26,2026-03-05,33.4167,33.992995,400,230.5180000000007,17.06823778,213.4497622200007,7,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.1336668,11.93457098,1,trade_bac782169d9f0241,pos_5c40c386758e9992,fill_423f7c9cebf5bf76,fill_b334a1c41ae3f2b8,cand_8bbde6c8324f7ab8,intent_2b01aa146ea88989,pend_d029a37b785f852e,2026-02-25,33.42,33.4,-9.874326750458629e-05,30.8994,38.950714285714284,2.1942054612847253,1006.9199999999995,0.21198284096055378
300215,电科院,2026-03-06,2026-03-11,10.535264999999999,10.604695,1300,90.25900000000071,16.893051749999998,73.36594825000071,5,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.0,11.89305175,1,trade_c25c05b7479d8025,pos_9970521fdbc76115,fill_8284b520ec60e3e8,fill_420738b722897dfe,cand_90f6178a6e25c342,intent_36882b51fad25ed0,pend_5b67e011f2df96cf,2026-03-05,10.72,10.53,-0.01723274253731355,9.9274,12.822142857142858,2.6522115280631544,790.2244999999981,0.09284190536993081
002270,华明装备,2026-03-06,2026-03-12,36.03801,36.081950000000006,400,17.576000000002523,17.21639,0.3596100000025224,6,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.0,12.21639,1,trade_aa84f5a24d05fe9f,pos_ef69b6bc872e8eb1,fill_f9c7108994afdc4e,fill_6e9e9185d507d791,cand_56f0c153daf8fbe3,intent_1cec853bb2ae1d6c,pend_7fae5d79bbf00af9,2026-03-05,36.3,36.02,-0.007217355371900713,34.593999999999994,42.25714285714285,3.4918774074694285,577.6040000000023,0.000622589178749664
000875,电投绿能,2026-02-26,2026-03-16,7.546271249999998,8.07596,2800,1483.128500000005,26.959516,1456.1689840000051,18,strategy_v5_alpha_ranked_entry,three_bars_no_high,10.0,16.959516,2,trade_176cd6f5f93dfaab,pos_24df102e56202f49,fill_a44fb04e3b424220,fill_e0f0c19247187301,cand_b81067ed34d167bd,intent_d015c296bf6a19b0,pend_7c81f3ee63cb101f,2026-02-25,7.51,7.5,-0.000832223701731083,7.1442,8.577142857142857,2.9172850113254682,755.0549999999992,1.9285601499228622
000591,太阳能,2026-03-06,2026-03-17,6.153075,6.006995,2600,-379.80800000000113,17.8090935,-397.61709350000115,11,strategy_v5_alpha_ranked_entry,close_stop,5.0,12.8090935,1,trade_aea3c6bdcb4d20b9,pos_975375f228d13e06,fill_a6c50fd17c5d95e2,fill_4d01cc75bc135b5c,cand_b6cf0a9327b857a3,intent_29f38259d5413d51,pend_d1934310ba66712f,2026-03-05,6.07,6.15,0.013686161449752987,5.8114,6.792142857142857,2.792509115014911,888.355000000001,-0.44758806276770063
600863,华能蒙电,2026-03-06,2026-03-17,5.28264,5.187405000000001,900,-85.71149999999896,12.428562655,-98.14006265499896,11,strategy_v5_alpha_ranked_entry,time_stop,5.04754376,7.381018895000001,1,trade_9f3c36afca5ea678,pos_420fb5a6f81bd619,fill_b4d0f8c433936065,fill_a51cee9dd41b5017,cand_4a4608029807c99a,intent_c449725ec7b6c04f,pend_457f2f901cdcfb57,2026-03-05,5.29,5.28,-0.0013913043478260834,5.1156,5.7335714285714285,2.5434141546526816,150.33600000000007,-0.6528048016110507
002056,横店东磁,2026-03-12,2026-03-17,23.0965425,23.72813,400,252.63499999999937,19.745626,232.88937399999935,5,strategy_v5_alpha_ranked_entry,close_stop,10.0,9.745626000000001,2,trade_8f9139caafacfd77,pos_bcfc7227f9f09cc5,fill_09ffa0a84ae88ec2,fill_d0f6d9517318b135,cand_48f006dfe8be48ee,intent_35c9fe714f184810,pend_3ad59f4222136584,2026-03-11,22.83,22.85,0.001376478318002805,21.9128,25.44214285714286,2.847953398542158,284.5875,0.8183401379189155
600666,奥瑞德,2026-03-13,2026-03-18,4.342169999999999,4.107945000000001,1800,-421.6049999999974,13.84925257,-435.4542525699974,5,strategy_v5_alpha_ranked_entry,close_stop,5.07815906,8.771093510000002,1,trade_d556c11c4c8112ab,pos_06554781c91cfa1e,fill_d5a83f36af052f97,fill_07fed9d01ea62e16,cand_f3ea3de5a3e613b8,intent_908e521d4a40c792,pend_0b9af60a10bb0efa,2026-03-12,4.41,4.34,-0.015380952380952495,4.1552,5.035714285714286,2.4557075577483696,336.54599999999937,-1.2938922244507385
600667,太极实业,2026-03-18,2026-03-23,11.705849999999998,10.09495,1300,-2094.1699999999964,16.8451279,-2111.0151278999965,5,strategy_v5_alpha_ranked_entry,close_stop,5.15217605,11.69295185,1,trade_cf35719e42813999,pos_4d8fa4795a1ac5aa,fill_5b1a9c31b4a6e5fe,fill_7e407b4a159e009d,cand_acb8afc3598dc537,intent_01c119f3b122e6d7,pend_45ba559da677d35b,2026-03-17,11.59,11.7,0.009995685936151633,10.9956,13.687857142857142,3.5293693520476808,923.324999999998,-2.2863186070993433
300279,和晶科技,2026-03-17,2026-03-24,11.30565,9.685155,1000,-1620.4950000000001,14.8425775,-1635.3375775000002,7,strategy_v5_alpha_ranked_entry,close_stop,5.0,9.8425775,1,trade_7262d464e0450e60,pos_6cef4fb2a0e54ed6,fill_2d69e2b2da897970,fill_e2e8df4c0a64a95a,cand_f229a9662f6ae995,intent_e7381b48fe1e6dec,pend_2e7c8568d6ce5fc0,2026-03-16,11.22,11.3,0.007633689839572133,10.3194,13.20857142857143,2.2080517750071373,986.2500000000001,-1.6581369607097591
601991,大唐发电,2026-03-20,2026-03-24,4.152075,4.09795,3600,-194.8499999999999,17.6733109,-212.5233108999999,4,strategy_v5_alpha_ranked_entry,close_stop,5.1494747,12.5238362,1,trade_d365fd0db25d7730,pos_2de254ef44b1bbb2,fill_e90ab617b45bb460,fill_90c2bf912c71fb69,cand_1baa10b65075d8dd,intent_2a4f60223a561fec,pend_ca3872de27a31753,2026-03-19,4.18,4.15,-0.006680622009569315,4.0572,4.44,2.1172638436482174,341.5500000000002,-0.6222319159713067
601225,陕西煤业,2026-03-23,2026-03-27,27.513749999999998,25.987000000000002,400,-610.6999999999985,15.411403000000004,-626.1114029999984,4,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.110055,10.301348000000003,1,trade_6525dbd286bea2b5,pos_c520d340cd107c7d,fill_8f4f1bbfe35556d1,fill_dfe08ec838d6025e,cand_652506f880cb9e61,intent_b14a3f5284063e18,pend_093d9cf2c1e4676c,2026-03-20,27.16,27.5,0.013024668630338576,25.676,30.41071428571428,2.1905082787832058,735.0999999999999,-0.8517363664807489
300231,银信科技,2026-03-26,2026-03-30,12.50625,11.764115,1100,-816.3484999999993,16.470263250000002,-832.8187632499993,4,strategy_v5_alpha_ranked_entry,close_stop,5.0,11.47026325,1,trade_227cf3be845c5366,pos_2ae489403d6df5e6,fill_29ba9090851a20c3,fill_a844c36bf6eddf10,cand_e78444eaabf3e66f,intent_17635da8d4bee5d3,pend_01ac904b8d85fdc4,2026-03-25,12.85,12.5,-0.02675097276264593,12.0736,14.414285714285713,2.014793552660633,475.91499999999877,-1.74993173833563
000509,华塑控股,2026-03-26,2026-03-30,4.5822899999999995,4.11794,3200,-1485.9199999999987,16.588704,-1502.5087039999987,4,strategy_v5_alpha_ranked_entry,close_stop,5.0,11.588704,1,trade_800b5fc21f7a1b69,pos_c9a9fd48ea620da1,fill_465badcd04671ee7,fill_20419a9935964514,cand_b41f1033773f66aa,intent_202de8b27d42fc35,pend_ee603780f787d7cf,2026-03-25,4.59,4.58,-0.0016797385620915817,4.3218,5.498571428571428,3.3876637903483506,833.5679999999996,-1.8025028599946247
000968,蓝焰控股,2026-03-30,2026-04-01,11.915955,10.144925,100,-177.10299999999995,10.50724625,-187.61024624999996,2,strategy_v5_alpha_ranked_entry,close_stop,5.0,5.50724625,1,trade_60f81a55094e64d4,pos_913604931d03ed10,fill_1475a4ccf73bed25,fill_e09f9135a52e7d90,cand_ca18d018a3df3402,intent_756c8a42554a9f4b,pend_8e9abe43f95fe644,2026-03-27,11.57,11.91,0.02990103716508208,10.7898,13.925,3.018456805947191,112.61550000000007,-1.665936272093982
603977,国泰集团,2026-03-30,2026-04-02,16.638315,16.761615,600,73.98000000000025,15.22888408,58.751115920000245,3,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.09982989,10.12905419,1,trade_ecb07a271f5daf07,pos_ea67d8cb3c48f070,fill_54f4206597aa5df2,fill_55bd43a8f9ca88e6,cand_026b4bb3716791e3,intent_688b6eecb9c43b0f,pend_0ad4ee801bbaeded,2026-03-27,17.0,16.63,-0.021275588235294185,15.758399999999998,19.880000000000003,2.3195876288659782,527.9490000000003,0.11128180168917871
603738,泰晶科技,2026-03-31,2026-04-03,26.35317,25.417285,500,-467.9424999999995,16.613173525,-484.55567352499946,3,strategy_v5_alpha_ranked_entry,close_stop,5.13176585,11.481407675,1,trade_33e9f061cd7cb352,pos_0a589a244bd2c3ca,fill_7e913907fd84d2cd,fill_122ac90af9d7a538,cand_3cd61b91ebd2a62d,intent_8f032b6935293db4,pend_0b270af3f87515af,2026-03-30,26.85,26.34,-0.018503910614525276,25.0978,32.63142857142857,3.2995254944804038,627.6849999999996,-0.771972682993858
603876,鼎胜新材,2026-03-31,2026-04-03,22.73136,22.22888,100,-50.24799999999985,11.15640424,-61.40440423999985,3,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.02273136,6.13367288,1,trade_48280a57ea63fc7b,pos_3b88fbbb04ea4243,fill_f706cd18ae386bb7,fill_c421e5b8717df17e,cand_c7eaafbda6ff80a0,intent_7644270830d6dba5,pend_fcbf1959c22503e0,2026-03-30,23.28,22.72,-0.023567010309278436,21.756,27.73071428571428,2.9204161979752477,97.53599999999985,-0.6295563098753275
002980,华盛昌,2026-03-26,2026-04-08,40.250114999999994,54.972500000000004,300,4416.715500000003,18.245874999999998,4398.469625000003,13,strategy_v5_alpha_ranked_entry,target_close_confirmed,5.0,13.245875,1,trade_321f8cadf8fe1d31,pos_4b8cbec8a22d8f42,fill_79508907406e4fe9,fill_68ea86a3e1a76e50,cand_e90bbb40deb4c576,intent_5c8f13edcad31df8,pend_5d2014c5a32e6d0c,2026-03-25,40.51,40.23,-0.0064153295482597406,37.886799999999994,49.13285714285714,3.2871520062736845,708.9945,6.203813463997257
301312,智立方,2026-04-03,2026-04-13,105.862905,116.02196,100,1015.905500000001,15.801098,1000.104402000001,10,strategy_v5_alpha_ranked_entry,three_bars_no_high,5.0,10.801098,1,trade_a5750a70656a7408,pos_a54811c77833abda,fill_0adc105a61aaef40,fill_ebec2d32dd662028,cand_39bf731eeb7dcbe0,intent_ec9c3ddbb9032ad4,pend_b7f62430a22b14a8,2026-04-02,103.31,105.81,0.024711112186622808,97.66680000000001,127.68928571428572,4.320117258698211,819.6104999999989,1.2202191187155391
