code,entry_date,exit_date,net_pnl,exit_reason,signal_date,rank,ranking_score,entry_score,relative_strength_score,reasons
600888,2026-06-09,2026-06-15,256.728435,close_stop,2026-06-08,2,70.000000,80.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=25.81|rs60=13.41|pullback_volume_control|high_atr|trend_ma20_gt_ma60|near_ma20|pullback_reclaimed_ma20|volume_confirmed|rsi_entry_zone
300398,2026-06-10,2026-06-15,-200.536925,close_stop,2026-06-09,1,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=17.12|rs60=53.07|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300400,2026-06-10,2026-06-16,1799.016650,target_close_confirmed,2026-06-09,2,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=15.42|rs60=53.61|up_volume_confirm|volume_not_exhausted|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
600906,2026-06-16,2026-06-22,-138.064085,three_bars_no_high,2026-06-15,1,72.435419,60.000000,20.000000,MA20>MA60|close>MA20|trend_persistence|rs20=14.59|rs60=3.27|up_volume_confirm|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002815,2026-06-17,2026-06-24,-190.704564,close_stop,2026-06-16,4,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=22.45|rs60=15.41|up_volume_confirm|volume_not_exhausted|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300568,2026-06-17,2026-06-25,-539.032704,close_stop,2026-06-16,2,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=16.64|rs60=29.58|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300679,2026-06-17,2026-06-25,1110.041422,three_bars_no_high,2026-06-16,3,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=12.67|rs60=70.05|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
003022,2026-06-17,2026-06-26,-482.431299,three_bars_no_high,2026-06-16,1,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=17.24|rs60=38.56|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002536,2026-06-26,2026-06-29,-1216.986434,close_stop,2026-06-25,2,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=24.40|rs60=65.59|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300252,2026-06-23,2026-06-30,-337.149168,close_stop,2026-06-22,1,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=12.82|rs60=36.81|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002056,2026-06-29,2026-06-30,-440.179838,close_stop,2026-06-26,1,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=14.10|rs60=34.30|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
300382,2026-06-26,2026-07-01,1529.020293,target_close_confirmed,2026-06-25,3,75.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=8.67|rs60=65.75|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
600246,2026-06-26,2026-07-02,-1946.999385,close_stop,2026-06-25,1,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|rs20=26.71|rs60=86.37|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
688216,2026-07-02,2026-07-06,-475.797797,close_stop,2026-07-01,2,80.000000,60.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=32.03|rs60=45.38|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
002824,2026-07-03,2026-07-06,-69.843197,close_stop,2026-07-02,1,70.000000,70.000000,20.000000,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=34.65|rs60=60.56|pullback_volume_control|high_atr|trend_ma20_gt_ma60|near_ma20|pullback_reclaimed_ma20|rsi_entry_zone
600030,2026-07-02,2026-07-07,-147.201408,three_bars_no_high,2026-07-01,1,80.612930,60.000000,20.000000,MA20>MA60|close>MA20|rs20=14.30|rs60=10.67|up_volume_confirm|volume_not_exhausted|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
000970,2026-07-02,2026-07-09,-916.995740,end_of_backtest,2026-07-01,4,75.000000,60.000000,20.000000,MA20>MA60|close>MA20|trend_persistence|rs20=39.66|rs60=22.38|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
