decision_date,code,side,reason,candidate_id,order_intent_id,pending_order_id,requested_shares,shares,signal_date,signal_regime,signal_close,planned_stop,planned_target,rr,initial_risk_cash
2026-03-11,002270,sell,three_bars_no_high,cand_56f0c153daf8fbe3,intent_4b1d95429b33f508,pend_4b1d95429b33f508,400,400,2026-03-11,BULL,36.520000,35.498000,42.257143,0.000000,577.604000
2026-03-11,002056,buy,strategy_v5_alpha_ranked_entry,cand_48f006dfe8be48ee,intent_35c9fe714f184810,pend_3ad59f4222136584,300,300,2026-03-11,BULL,22.830000,21.912800,25.442143,2.847953,275.160000
2026-03-12,002056,add,pyramid_add,cand_48f006dfe8be48ee,intent_38ae1ffe305be981,pend_9d85781d6c3f9a75,100,100,2026-03-12,BULL,23.490000,22.344000,26.136429,2.309274,114.600000
2026-03-12,600666,buy,strategy_v5_alpha_ranked_entry,cand_f3ea3de5a3e613b8,intent_908e521d4a40c792,pend_0b9af60a10bb0efa,1800,1800,2026-03-12,BULL,4.410000,4.155200,5.035714,2.455708,458.640000
2026-03-13,000875,sell,three_bars_no_high,cand_b81067ed34d167bd,intent_47181254552e8df4,pend_47181254552e8df4,2800,2800,2026-03-13,BULL,8.010000,7.918000,8.701429,0.000000,755.055000
2026-03-16,000591,sell,close_stop,cand_b6cf0a9327b857a3,intent_a7c16515fe272d5f,pend_a7c16515fe272d5f,2600,2600,2026-03-16,BULL,5.990000,6.141000,6.792143,0.000000,888.355000
2026-03-16,600863,sell,time_stop,cand_4a4608029807c99a,intent_860eab3a2ca11e62,pend_860eab3a2ca11e62,900,900,2026-03-16,BULL,5.180000,5.115600,5.733571,0.000000,150.336000
2026-03-16,002056,sell,close_stop,cand_48f006dfe8be48ee,intent_322e0c3b04241e33,pend_322e0c3b04241e33,400,400,2026-03-16,BULL,23.690000,23.820000,26.136429,0.000000,284.587500
2026-03-16,300279,buy,strategy_v5_alpha_ranked_entry,cand_f229a9662f6ae995,intent_e7381b48fe1e6dec,pend_2e7c8568d6ce5fc0,1100,1100,2026-03-16,BULL,11.220000,10.319400,13.208571,2.208052,990.660000
2026-03-17,600666,sell,close_stop,cand_f3ea3de5a3e613b8,intent_b0bbc70f19023be7,pend_b0bbc70f19023be7,1800,1800,2026-03-17,NORMAL,4.040000,4.155200,5.035714,0.000000,336.546000
2026-03-17,600667,buy,strategy_v5_alpha_ranked_entry,cand_acb8afc3598dc537,intent_01c119f3b122e6d7,pend_45ba559da677d35b,1300,1300,2026-03-17,NORMAL,11.590000,10.995600,13.687857,3.529369,772.720000
2026-03-19,603803,buy,strategy_v5_alpha_ranked_entry,cand_02a6bbb73130273d,intent_7b4148adfeb8ec4f,pend_af21ff9d1ee84972,900,900,2026-03-19,NORMAL,13.900000,12.789000,16.711429,2.530539,999.900000
2026-03-19,601991,buy,strategy_v5_alpha_ranked_entry,cand_1baa10b65075d8dd,intent_2a4f60223a561fec,pend_ca3872de27a31753,3600,3600,2026-03-19,NORMAL,4.180000,4.057200,4.440000,2.117264,442.080000
2026-03-20,600667,sell,close_stop,cand_acb8afc3598dc537,intent_57a5eb92f082c168,pend_57a5eb92f082c168,1300,1300,2026-03-20,NORMAL,10.680000,10.995600,13.687857,0.000000,923.325000
2026-03-20,601225,buy,strategy_v5_alpha_ranked_entry,cand_652506f880cb9e61,intent_b14a3f5284063e18,pend_093d9cf2c1e4676c,400,400,2026-03-20,NORMAL,27.160000,25.676000,30.410714,2.190508,593.600000
2026-03-23,300279,sell,close_stop,cand_f229a9662f6ae995,intent_d65fd2cd8388d1ed,pend_d65fd2cd8388d1ed,1000,1000,2026-03-23,BEAR,9.410000,10.319400,13.208571,0.000000,986.250000
2026-03-23,601991,sell,close_stop,cand_1baa10b65075d8dd,intent_86280c01e386c764,pend_86280c01e386c764,3600,3600,2026-03-23,BEAR,4.030000,4.057200,4.440000,0.000000,341.550000
2026-03-25,300231,buy,strategy_v5_alpha_ranked_entry,cand_e78444eaabf3e66f,intent_17635da8d4bee5d3,pend_01ac904b8d85fdc4,1100,1100,2026-03-25,NORMAL,12.850000,12.073600,14.414286,2.014794,854.040000
2026-03-25,002980,buy,strategy_v5_alpha_ranked_entry,cand_e90bbb40deb4c576,intent_5c8f13edcad31df8,pend_5d2014c5a32e6d0c,300,300,2026-03-25,NORMAL,40.510000,37.886800,49.132857,3.287152,786.960000
2026-03-25,000509,buy,strategy_v5_alpha_ranked_entry,cand_b41f1033773f66aa,intent_202de8b27d42fc35,pend_ee603780f787d7cf,3200,3200,2026-03-25,NORMAL,4.590000,4.321800,5.498571,3.387664,858.240000
2026-03-26,601225,sell,three_bars_no_high,cand_652506f880cb9e61,intent_72c3adab550cb754,pend_72c3adab550cb754,400,400,2026-03-26,NORMAL,26.240000,25.676000,30.410714,0.000000,735.100000
2026-03-27,300231,sell,close_stop,cand_e78444eaabf3e66f,intent_3b17b825d86e73f8,pend_3b17b825d86e73f8,1100,1100,2026-03-27,NORMAL,12.030000,12.073600,14.414286,0.000000,475.915000
2026-03-27,000509,sell,close_stop,cand_b41f1033773f66aa,intent_e939985b111a2358,pend_e939985b111a2358,3200,3200,2026-03-27,NORMAL,4.280000,4.321800,5.498571,0.000000,833.568000
2026-03-27,603977,buy,strategy_v5_alpha_ranked_entry,cand_026b4bb3716791e3,intent_688b6eecb9c43b0f,pend_0ad4ee801bbaeded,600,600,2026-03-27,NORMAL,17.000000,15.758400,19.880000,2.319588,744.960000
2026-03-27,000968,buy,strategy_v5_alpha_ranked_entry,cand_ca18d018a3df3402,intent_756c8a42554a9f4b,pend_8e9abe43f95fe644,100,100,2026-03-27,NORMAL,11.570000,10.789800,13.925000,3.018457,78.020000
2026-03-30,603738,buy,strategy_v5_alpha_ranked_entry,cand_3cd61b91ebd2a62d,intent_8f032b6935293db4,pend_0b270af3f87515af,500,500,2026-03-30,NORMAL,26.850000,25.097800,32.631429,3.299525,876.100000
2026-03-30,603876,buy,strategy_v5_alpha_ranked_entry,cand_c7eaafbda6ff80a0,intent_7644270830d6dba5,pend_fcbf1959c22503e0,100,100,2026-03-30,NORMAL,23.280000,21.756000,27.730714,2.920416,152.400000
2026-03-31,000968,sell,close_stop,cand_ca18d018a3df3402,intent_0771eaa2f01c1a2f,pend_0771eaa2f01c1a2f,100,100,2026-03-31,NORMAL,10.280000,10.789800,13.925000,0.000000,112.615500
2026-04-01,603977,sell,three_bars_no_high,cand_026b4bb3716791e3,intent_f8f30cded0d2cb46,pend_f8f30cded0d2cb46,600,600,2026-04-01,NORMAL,16.440000,15.758400,19.880000,0.000000,527.949000
2026-04-02,603738,sell,close_stop,cand_3cd61b91ebd2a62d,intent_0ca4a05fd588da17,pend_0ca4a05fd588da17,500,500,2026-04-02,NORMAL,24.810000,25.097800,32.631429,0.000000,627.685000
2026-04-02,603876,sell,three_bars_no_high,cand_c7eaafbda6ff80a0,intent_da11f0462291d2d5,pend_da11f0462291d2d5,100,100,2026-04-02,NORMAL,22.480000,21.756000,27.730714,0.000000,97.536000
2026-04-02,301312,buy,strategy_v5_alpha_ranked_entry,cand_39bf731eeb7dcbe0,intent_ec9c3ddbb9032ad4,pend_b7f62430a22b14a8,100,100,2026-04-02,NORMAL,103.310000,97.666800,127.689286,4.320117,564.320000
2026-04-02,002840,buy,strategy_v5_alpha_ranked_entry,cand_1945fc7e9ee56ea5,intent_5c17cef10d43f13f,pend_89ff58222cc30141,200,200,2026-04-02,NORMAL,11.540000,10.887800,13.290714,2.684321,130.440000
2026-04-07,002980,sell,target_close_confirmed,cand_e90bbb40deb4c576,intent_62e2b968b736febd,pend_62e2b968b736febd,300,300,2026-04-07,BEAR,50.700000,43.227143,49.132857,0.000000,708.994500
2026-04-08,002840,add,pyramid_add,cand_1945fc7e9ee56ea5,intent_cc0ae11daf240831,pend_fe96c3922e283a1f,400,400,2026-04-08,NORMAL,13.050000,12.201000,15.214286,2.549218,339.600000
2026-04-08,300531,buy,strategy_v5_alpha_ranked_entry,cand_80c6db01f912345d,intent_51e343af313ed9b6,pend_b8ec9e716db54463,700,700,2026-04-08,NORMAL,20.840000,19.511800,24.187143,2.520059,929.740000
2026-04-08,600602,buy,strategy_v5_alpha_ranked_entry,cand_3ae80a28564b45de,intent_38f0caf5f5f36a0d,pend_840c4eeede1fe4db,600,600,2026-04-08,NORMAL,25.050000,23.941400,29.217857,3.759568,665.160000
2026-04-08,603118,buy,strategy_v5_alpha_ranked_entry,cand_7d864c0fcbf662ac,intent_70120d647bfc5f7c,pend_11b7b1b01ea86036,200,200,2026-04-08,NORMAL,13.960000,13.279000,15.935714,2.901196,136.200000
2026-04-09,603118,add,pyramid_add,cand_7d864c0fcbf662ac,intent_58695f06ffc66865,pend_59d440ae7a040c32,100,100,2026-04-09,NORMAL,14.410000,13.417000,16.505714,2.110488,99.300000
2026-04-10,301312,sell,three_bars_no_high,cand_39bf731eeb7dcbe0,intent_8af4f60a935ceff7,pend_8af4f60a935ceff7,100,100,2026-04-10,NORMAL,114.020000,106.336000,127.689286,0.000000,819.610500
2026-04-13,002840,sell,three_bars_no_high,cand_1945fc7e9ee56ea5,intent_58f3873f4f4d9c57,pend_58f3873f4f4d9c57,600,600,2026-04-13,NORMAL,12.760000,12.201000,15.214286,0.000000,127.592000
2026-04-13,300531,sell,three_bars_no_high,cand_80c6db01f912345d,intent_d9f66973d131c71b,pend_d9f66973d131c71b,700,700,2026-04-13,NORMAL,19.740000,19.511800,24.187143,0.000000,628.880000
2026-04-13,603876,buy,strategy_v5_alpha_ranked_entry,cand_b646ddef6a012dad,intent_33564f6392d0a728,pend_132099afb9571f19,400,400,2026-04-13,NORMAL,24.400000,22.863400,28.655714,2.769565,614.640000
2026-04-14,603118,sell,three_bars_no_high,cand_7d864c0fcbf662ac,intent_cc72430e92f3cba8,pend_cc72430e92f3cba8,300,300,2026-04-14,NORMAL,13.920000,13.417000,16.505714,0.000000,79.567000
2026-04-14,603876,add,pyramid_add,cand_b646ddef6a012dad,intent_bdeb818a2e798163,pend_0bcee7e0604428bc,200,200,2026-04-14,NORMAL,24.900000,23.647400,28.950000,3.233275,250.520000
2026-04-14,603158,buy,strategy_v5_alpha_ranked_entry,cand_1fbc42cac20a6cfa,intent_4c30cccd3ad6512b,pend_a5c9f7874b9fb1f1,1000,1000,2026-04-14,NORMAL,13.460000,12.475400,15.707857,2.283016,984.600000
