decision_date,code,side,reason,candidate_id,order_intent_id,pending_order_id,requested_shares,shares,signal_date,signal_regime,signal_close,planned_stop,planned_target,rr,initial_risk_cash
2026-04-14,002638,buy,strategy_v5_alpha_ranked_entry,cand_def9b3d307c35e5e,intent_9c86a3ea3b6319f6,pend_38d8e7da9bcae815,1100,1100,2026-04-14,NORMAL,4.710000,4.439400,5.485714,2.866646,297.660000
2026-04-15,600602,sell,close_stop,cand_3ae80a28564b45de,intent_2b74be20d4b8ea0e,pend_2b74be20d4b8ea0e,600,600,2026-04-15,NORMAL,23.900000,23.941400,29.217857,0.000000,240.459000
2026-04-15,300201,buy,strategy_v5_alpha_ranked_entry,cand_78b5ca38edf44b79,intent_d311a5b5ec901ea9,pend_d8074241e7aa25d9,300,300,2026-04-15,NORMAL,12.220000,11.417000,13.994286,2.209571,240.900000
2026-04-16,300184,buy,strategy_v5_alpha_ranked_entry,cand_8736c81dc8b1fce6,intent_27ecd4d819fb11f7,pend_9e8d857952176d46,1200,1200,2026-04-16,NORMAL,11.930000,11.221000,13.543571,2.275841,850.800000
2026-04-17,002638,sell,three_bars_no_high,cand_def9b3d307c35e5e,intent_00031b1d8e36c375,pend_00031b1d8e36c375,1100,1100,2026-04-17,NORMAL,4.690000,4.439400,5.485714,0.000000,267.234000
2026-04-20,300184,add,pyramid_add,cand_8736c81dc8b1fce6,intent_bf299400cda2dd62,pend_3a1d4e84a9b13d82,400,400,2026-04-20,BULL,12.950000,12.583200,14.615000,4.539258,146.720000
2026-04-20,002246,buy,strategy_v5_alpha_ranked_entry,cand_22bb1c2861c6a33a,intent_63e50bcd211c7fd5,pend_b7a94b56e1bb370f,300,300,2026-04-20,BULL,27.050000,25.685800,31.029286,2.916937,409.260000
2026-04-22,603876,sell,time_stop,cand_b646ddef6a012dad,intent_31bf1eacd3c53ce4,pend_31bf1eacd3c53ce4,600,600,2026-04-22,BULL,25.050000,24.710000,28.950000,0.000000,611.516000
2026-04-22,300201,sell,three_bars_no_high,cand_78b5ca38edf44b79,intent_8462ab8aff97d5f1,pend_8462ab8aff97d5f1,300,300,2026-04-22,BULL,11.600000,11.417000,13.994286,0.000000,212.718000
2026-04-23,603158,sell,time_stop,cand_1fbc42cac20a6cfa,intent_9ac01e5ea7b97dcb,pend_9ac01e5ea7b97dcb,1000,1000,2026-04-23,BULL,13.100000,12.475400,15.707857,0.000000,991.330000
2026-04-23,002246,sell,three_bars_no_high,cand_22bb1c2861c6a33a,intent_6214ed93489e60c4,pend_6214ed93489e60c4,300,300,2026-04-23,BULL,25.910000,25.685800,31.029286,0.000000,413.317500
2026-04-23,300054,buy,strategy_v5_alpha_ranked_entry,cand_82134d364b3a8b38,intent_3fbf510a05016e15,pend_5b504930cf86d3ee,200,200,2026-04-23,BULL,55.950000,52.557400,63.250714,2.151953,678.520000
2026-04-23,003036,buy,strategy_v5_alpha_ranked_entry,cand_42b6f2ae247e208c,intent_83d8244959b0c87b,pend_008f8bb31fae1048,300,300,2026-04-23,BULL,30.540000,27.832000,36.231429,2.101709,812.400000
2026-04-27,002709,buy,strategy_v5_alpha_ranked_entry,cand_5b747a3b486db20d,intent_77bd4db3fc4f8146,pend_1721a060af062909,200,200,2026-04-27,BULL,55.260000,51.205000,63.857143,2.120134,811.000000
2026-04-27,301358,buy,strategy_v5_alpha_ranked_entry,cand_6f6cc980b8b9ab59,intent_65aff3b2ec3f18af,pend_922463cbfbaa4046,100,100,2026-04-27,BULL,89.870000,85.015000,103.029286,2.710460,485.500000
2026-04-27,603520,buy,strategy_v5_alpha_ranked_entry,cand_1348a25ee431b2a7,intent_a5a0b0f3a89b888b,pend_d65972ca7cd9e1a9,1300,1300,2026-04-27,BULL,11.750000,11.417000,13.044286,3.886744,432.900000
2026-04-27,600546,buy,strategy_v5_alpha_ranked_entry,cand_01aa65d4968ba638,intent_48d0df8cb8b9a9cc,pend_3082b29a0e7bc998,1200,1200,2026-04-27,BULL,12.890000,12.318600,14.147857,2.201360,685.680000
2026-04-29,300184,sell,three_bars_no_high,cand_8736c81dc8b1fce6,intent_7897a36769b3fe79,pend_7897a36769b3fe79,1600,1600,2026-04-29,BULL,13.180000,13.034000,14.615000,0.000000,857.958000
2026-04-29,301358,sell,target_close_confirmed,cand_6f6cc980b8b9ab59,intent_14a38a7f0d0fb549,pend_14a38a7f0d0fb549,100,100,2026-04-29,BULL,107.000000,95.255714,103.029286,0.000000,1011.254000
2026-04-29,600546,add,pyramid_add,cand_01aa65d4968ba638,intent_5795c677638f6652,pend_0597f339953f49d3,300,300,2026-04-29,BULL,13.730000,13.083000,15.185000,2.248841,194.100000
2026-04-30,300432,buy,strategy_v5_alpha_ranked_entry,cand_541b139be71e9b35,intent_25db74a26e29c2be,pend_ca7572257ee87da7,500,500,2026-04-30,BULL,28.120000,27.126400,32.519286,4.427622,496.800000
2026-04-30,600527,buy,strategy_v5_alpha_ranked_entry,cand_abb4c4e2aacc92e1,intent_fb3e5a906963bf6e,pend_b455af3d2fd7d3dd,2400,2400,2026-04-30,BULL,2.950000,2.793000,3.449286,3.180164,376.800000
2026-05-06,002709,sell,target_close_confirmed,cand_5b747a3b486db20d,intent_1fd2bd903b680c05,pend_1fd2bd903b680c05,100,100,2026-05-06,BULL,64.000000,57.037143,63.857143,0.000000,532.325000
2026-05-07,600527,add,pyramid_add,cand_abb4c4e2aacc92e1,intent_292d37dab184d9bf,pend_1bdd8626e3fc2ee2,1600,1600,2026-05-07,BULL,3.260000,3.106600,3.793571,3.478301,245.440000
2026-05-07,300166,buy,strategy_v5_alpha_ranked_entry,cand_e451e90a20762376,intent_959c843db4c33187,pend_c150658e5f6a0e65,800,800,2026-05-07,BULL,19.030000,18.032000,23.050000,4.028056,798.400000
2026-05-08,300432,sell,three_bars_no_high,cand_541b139be71e9b35,intent_d2a3eea725e6f03a,pend_d2a3eea725e6f03a,500,500,2026-05-08,BULL,27.170000,27.126400,32.519286,0.000000,553.855000
2026-05-11,600546,sell,three_bars_no_high,cand_01aa65d4968ba638,intent_f23bc047bb3be9e0,pend_f23bc047bb3be9e0,1500,1500,2026-05-11,BULL,13.740000,13.488000,15.185000,0.000000,645.390000
2026-05-11,002831,buy,strategy_v5_alpha_ranked_entry,cand_4a77be4555dbc5ec,intent_e5a5bad7067acbf7,pend_041efbc74918d742,300,300,2026-05-11,BULL,41.120000,39.092200,46.320000,2.564355,608.340000
2026-05-12,603520,sell,time_stop,cand_1348a25ee431b2a7,intent_91f135907b8c3294,pend_91f135907b8c3294,1300,1300,2026-05-12,BULL,11.900000,11.457000,13.044286,0.000000,375.505000
2026-05-12,600527,sell,close_stop,cand_abb4c4e2aacc92e1,intent_1dc8a5456690c89d,pend_1dc8a5456690c89d,4000,4000,2026-05-12,BULL,3.060000,3.106600,3.793571,0.000000,524.412000
2026-05-12,003816,buy,strategy_v5_alpha_ranked_entry,cand_45b2c7b7c30cb37d,intent_d287a003de266233,pend_f97b78d89254b87c,3300,3300,2026-05-12,BULL,4.770000,4.635400,5.145000,2.786033,444.180000
2026-05-13,003816,add,pyramid_add,cand_45b2c7b7c30cb37d,intent_de41b200adf7cfe9,pend_5eb9239f755dc30a,1100,1100,2026-05-13,BULL,4.830000,4.645200,5.200714,2.006030,203.280000
2026-05-13,688690,buy,strategy_v5_alpha_ranked_entry,cand_b4556f9aad4c508b,intent_7304e947200fc34c,pend_ae015b71f5370a77,400,400,2026-05-13,BULL,35.220000,33.045600,39.722143,2.070522,869.760000
2026-05-13,603912,buy,strategy_v5_alpha_ranked_entry,cand_e5ba0eb0cdba0270,intent_bf0eef37df9c3017,pend_de737f24cae97c76,1300,1300,2026-05-13,BULL,11.910000,11.132800,13.911429,2.575178,1010.360000
2026-05-15,002831,sell,three_bars_no_high,cand_4a77be4555dbc5ec,intent_54722ddd7b5851d9,pend_54722ddd7b5851d9,300,300,2026-05-15,BULL,41.470000,39.787143,46.320000,0.000000,611.506500
2026-05-18,300166,sell,three_bars_no_high,cand_e451e90a20762376,intent_e44d2e6f86dbc480,pend_e44d2e6f86dbc480,800,800,2026-05-18,BULL,19.500000,18.032000,23.050000,0.000000,854.036000
2026-05-18,603912,sell,three_bars_no_high,cand_e5ba0eb0cdba0270,intent_bf3ea62bf530bf0b,pend_bf3ea62bf530bf0b,1200,1200,2026-05-18,BULL,11.240000,11.132800,13.911429,0.000000,1035.834000
2026-05-19,000006,buy,strategy_v5_alpha_ranked_entry,cand_d3ae0c79f2fda17a,intent_bf197cfe555339de,pend_71856316b80ddc55,1400,1400,2026-05-19,BULL,11.140000,10.446800,12.745000,2.315349,970.480000
2026-05-19,300166,buy,strategy_v5_alpha_ranked_entry,cand_cff57e7a63989e74,intent_0736492416db2753,pend_510dee38b1692e32,400,400,2026-05-19,BULL,21.440000,19.266800,26.184286,2.183087,869.280000
2026-05-19,688191,buy,strategy_v5_alpha_ranked_entry,cand_9137e34e0acba842,intent_d5ead26f74b696f7,pend_ccb3e6b3bca01ff9,200,200,2026-05-19,BULL,57.200000,53.410000,68.872143,3.079721,758.000000
2026-05-20,003816,sell,close_stop,cand_45b2c7b7c30cb37d,intent_b89342b563303375,pend_b89342b563303375,4400,4400,2026-05-20,BULL,4.580000,4.645200,5.200714,0.000000,452.050500
2026-05-20,688690,add,pyramid_add,cand_b4556f9aad4c508b,intent_b6544b245898b53b,pend_62dde498930a39f4,100,100,2026-05-20,BULL,37.050000,35.047000,41.588571,2.265887,200.300000
2026-05-21,688690,sell,close_stop,cand_b4556f9aad4c508b,intent_8a1db38865f0dbe8,pend_8a1db38865f0dbe8,400,400,2026-05-21,BULL,34.680000,35.047000,39.722143,0.000000,880.806000
2026-05-21,300166,sell,close_stop,cand_cff57e7a63989e74,intent_f1faaa8ed683dc9e,pend_f1faaa8ed683dc9e,400,400,2026-05-21,BULL,18.620000,19.266800,26.184286,0.000000,989.626000
2026-05-21,688191,sell,close_stop,cand_9137e34e0acba842,intent_9a8e25a02071392c,pend_9a8e25a02071392c,200,200,2026-05-21,BULL,51.990000,53.410000,68.872143,0.000000,815.746000
2026-05-22,000006,sell,three_bars_no_high,cand_d3ae0c79f2fda17a,intent_d3ba5a1b70929370,pend_d3ba5a1b70929370,1300,1300,2026-05-22,BULL,10.880000,10.446800,12.745000,0.000000,999.446500
2026-05-25,300199,buy,strategy_v5_alpha_ranked_entry,cand_cf538031f3f8cacf,intent_a73fb758937cb19d,pend_6ef36694f35a3efb,600,600,2026-05-25,BULL,25.410000,24.362800,29.547857,3.951353,628.320000
2026-05-25,300221,buy,strategy_v5_alpha_ranked_entry,cand_bfaedb874f9cf04b,intent_f7d5af6085081eac,pend_987bc0a69c6c04b8,1100,1100,2026-05-25,BULL,13.420000,12.916400,15.449286,4.029559,553.960000
2026-05-25,301458,buy,strategy_v5_alpha_ranked_entry,cand_24e30cd57f038898,intent_89ad2fdcdce24517,pend_53e00146f237c013,200,200,2026-05-25,BULL,47.530000,44.305800,54.468571,2.152029,644.840000
2026-05-26,002815,buy,strategy_v5_alpha_ranked_entry,cand_90136b5b3d08c189,intent_6841b4e661c3ad30,pend_46035d71c4b398f8,100,100,2026-05-26,BULL,17.080000,16.268000,19.636429,3.148311,81.200000
2026-05-26,300536,buy,strategy_v5_alpha_ranked_entry,cand_921990cc36299bc0,intent_bf12c744d45d6c87,pend_b1350356ca360d77,1200,1200,2026-05-26,BULL,12.180000,11.789400,13.350000,2.995392,468.720000
2026-05-27,300536,sell,close_stop,cand_921990cc36299bc0,intent_007ac3d60a8813c4,pend_007ac3d60a8813c4,1200,1200,2026-05-27,NORMAL,11.380000,11.789400,13.350000,0.000000,536.058000
2026-05-28,300199,sell,close_stop,cand_cf538031f3f8cacf,intent_41c546c5b8488b56,pend_41c546c5b8488b56,600,600,2026-05-28,BULL,24.350000,24.362800,29.547857,0.000000,419.835000
2026-05-28,301458,sell,three_bars_no_high,cand_24e30cd57f038898,intent_09e4c875da25481d,pend_09e4c875da25481d,200,200,2026-05-28,BULL,47.630000,44.305800,54.468571,0.000000,433.485000
2026-05-29,002636,buy,strategy_v5_alpha_ranked_entry,cand_260f7c6000b7d89d,intent_85dac521ee003639,pend_a48ae89edf92bdcc,200,200,2026-05-29,NORMAL,53.510000,51.959600,63.939286,6.726835,310.080000
2026-05-29,601101,buy,strategy_v5_alpha_ranked_entry,cand_1e439c59315909ae,intent_a29e07427e968186,pend_87e4695075b83717,1200,1200,2026-05-29,NORMAL,12.060000,11.328800,14.040000,2.707877,877.440000
2026-06-01,300221,sell,three_bars_no_high,cand_bfaedb874f9cf04b,intent_849b8af105e56533,pend_849b8af105e56533,1100,1100,2026-06-01,NORMAL,13.380000,12.946000,15.449286,0.000000,495.308000
2026-06-01,002636,sell,close_stop,cand_260f7c6000b7d89d,intent_2dac171b53b3101f,pend_2dac171b53b3101f,200,200,2026-06-01,NORMAL,49.870000,51.959600,63.939286,0.000000,213.380000
2026-06-01,688478,buy,strategy_v5_alpha_ranked_entry,cand_294006741540fcb1,intent_8c827927a522fc7e,pend_593f18e4fe7f32c8,100,100,2026-06-01,NORMAL,62.560000,60.936400,67.700000,3.165804,162.360000
2026-06-02,601101,add,pyramid_add,cand_1e439c59315909ae,intent_b56dc727b18cbf08,pend_cc816b7fc7551287,300,300,2026-06-02,NORMAL,13.320000,12.769400,15.818571,4.537907,165.180000
2026-06-02,688478,sell,close_stop,cand_294006741540fcb1,intent_d59823172dd822b8,pend_d59823172dd822b8,100,100,2026-06-02,NORMAL,59.350000,60.936400,67.700000,0.000000,109.460000
2026-06-02,301228,buy,strategy_v5_alpha_ranked_entry,cand_9b5cccc1a2a43dd5,intent_ccdc8324b289f904,pend_453efb176635ca5f,200,200,2026-06-02,NORMAL,73.200000,69.452600,88.607143,4.111422,749.480000
2026-06-02,301458,buy,strategy_v5_alpha_ranked_entry,cand_3b91f963177266c8,intent_56fe20297b58cb67,pend_89ecb8c1b274f17a,100,100,2026-06-02,NORMAL,50.100000,46.158000,59.451429,2.372255,394.200000
2026-06-03,002815,sell,three_bars_no_high,cand_90136b5b3d08c189,intent_6d0b1b148460ba98,pend_6d0b1b148460ba98,100,100,2026-06-03,NORMAL,16.990000,16.268000,19.636429,0.000000,74.050000
2026-06-03,600483,buy,strategy_v5_alpha_ranked_entry,cand_53fb4d67833a28cd,intent_f1ae9e25966a8705,pend_b46a8003de3a070b,700,700,2026-06-03,NORMAL,11.680000,10.995600,13.120000,2.104033,479.080000
2026-06-04,600483,add,pyramid_add,cand_53fb4d67833a28cd,intent_61abbb2fefa6b514,pend_463bc5220c57d70f,200,200,2026-06-04,NORMAL,11.920000,11.201400,13.402857,2.063536,143.720000
2026-06-05,301458,sell,target_close_confirmed,cand_3b91f963177266c8,intent_44fbcdb04777ca61,pend_44fbcdb04777ca61,100,100,2026-06-05,NORMAL,63.520000,54.102857,59.451429,0.000000,346.680000
2026-06-08,601101,sell,three_bars_no_high,cand_1e439c59315909ae,intent_42fee7b150c3f2b1,pend_42fee7b150c3f2b1,1500,1500,2026-06-08,NORMAL,13.480000,12.769400,15.818571,0.000000,836.652000
2026-06-08,600888,buy,strategy_v5_alpha_ranked_entry,cand_71b9bc42ce65c773,intent_dafa11f9a7f4d134,pend_dfce0f3918e50dc4,500,500,2026-06-08,NORMAL,10.430000,10.045000,11.250000,2.129870,192.500000
2026-06-09,300398,buy,strategy_v5_alpha_ranked_entry,cand_08d7392e42ef8100,intent_5b0f773dbc650ce8,pend_384450bd4eded0a4,200,200,2026-06-09,NORMAL,44.340000,40.229000,54.400000,2.447093,822.200000
2026-06-09,300400,buy,strategy_v5_alpha_ranked_entry,cand_6418d510a6e449c0,intent_3650c7e117c910c3,pend_9b120febe0801213,300,300,2026-06-09,NORMAL,35.200000,32.536000,43.010000,2.931682,799.200000
2026-06-12,301228,sell,close_stop,cand_9b5cccc1a2a43dd5,intent_df1b93a14065048b,pend_df1b93a14065048b,200,200,2026-06-12,NORMAL,76.250000,76.418000,88.607143,0.000000,684.764000
2026-06-12,600483,sell,time_stop,cand_53fb4d67833a28cd,intent_ee6655a06f7629ef,pend_ee6655a06f7629ef,900,900,2026-06-12,NORMAL,11.610000,11.201400,13.402857,0.000000,364.108500
2026-06-12,600888,sell,close_stop,cand_71b9bc42ce65c773,intent_9ee51ed6250d2455,pend_9ee51ed6250d2455,500,500,2026-06-12,NORMAL,10.920000,11.128000,11.250000,0.000000,240.130000
2026-06-12,300398,sell,close_stop,cand_08d7392e42ef8100,intent_e183b81b518c3d51,pend_e183b81b518c3d51,200,200,2026-06-12,NORMAL,40.180000,40.229000,54.400000,0.000000,436.439000
2026-06-15,300400,sell,target_close_confirmed,cand_6418d510a6e449c0,intent_af91ce0b588f713e,pend_af91ce0b588f713e,300,300,2026-06-15,NORMAL,43.210000,37.282857,43.010000,0.000000,1017.586500
2026-06-15,600906,buy,strategy_v5_alpha_ranked_entry,cand_7eddcbb2834f5a28,intent_924b15a345dd9268,pend_f1ec5ea75f852fa7,2100,2100,2026-06-15,NORMAL,7.330000,7.007000,8.430000,3.405573,678.300000
2026-06-16,003022,buy,strategy_v5_alpha_ranked_entry,cand_f2effab23d9c0a95,intent_9b1dee50ae6364d9,pend_a4cbe7fc40d9a826,400,400,2026-06-16,NORMAL,28.280000,26.156200,33.902857,2.647546,849.520000
2026-06-16,300568,buy,strategy_v5_alpha_ranked_entry,cand_93d6536f8defd8e3,intent_0375a880804b44f6,pend_66f9fc3855ca3b77,500,500,2026-06-16,NORMAL,19.680000,17.836000,23.515714,2.080105,922.000000
2026-06-16,300679,buy,strategy_v5_alpha_ranked_entry,cand_6ee172f92de09486,intent_2340cd7d68ec47e9,pend_b405dddd3b406008,200,200,2026-06-16,NORMAL,63.890000,60.681600,76.980000,4.079915,641.680000
2026-06-16,002815,buy,strategy_v5_alpha_ranked_entry,cand_357a71a95eedfa7b,intent_088d86ef1ce0dd08,pend_2fdb116fc02a63b7,100,100,2026-06-16,NORMAL,19.350000,18.473000,23.254286,4.451865,87.700000
2026-06-18,600906,sell,three_bars_no_high,cand_7eddcbb2834f5a28,intent_d8caea0e9ef56340,pend_d8caea0e9ef56340,2100,2100,2026-06-18,NORMAL,7.270000,7.007000,8.430000,0.000000,538.923000
2026-06-22,300252,buy,strategy_v5_alpha_ranked_entry,cand_674e075cd0899aae,intent_c9731a3bac70d03b,pend_db8052f5613404aa,200,200,2026-06-22,NORMAL,18.690000,17.199000,22.367143,2.466226,298.200000
2026-06-23,002815,sell,close_stop,cand_357a71a95eedfa7b,intent_cd9b567700c049fe,pend_cd9b567700c049fe,100,100,2026-06-23,NORMAL,17.780000,18.473000,23.254286,0.000000,75.661000
2026-06-24,300568,sell,close_stop,cand_93d6536f8defd8e3,intent_b427bf7ed33dafd9,pend_b427bf7ed33dafd9,500,500,2026-06-24,NORMAL,18.300000,18.574000,23.515714,0.000000,786.850000
2026-06-24,300679,sell,three_bars_no_high,cand_6ee172f92de09486,intent_3302e2a3f2748057,pend_3302e2a3f2748057,200,200,2026-06-24,NORMAL,67.690000,63.395000,76.980000,0.000000,417.954000
2026-06-25,003022,sell,three_bars_no_high,cand_f2effab23d9c0a95,intent_2715b3f08f72bd0c,pend_2715b3f08f72bd0c,400,400,2026-06-25,NORMAL,27.350000,26.156200,33.902857,0.000000,803.150000
2026-06-25,600246,buy,strategy_v5_alpha_ranked_entry,cand_c8c6a1217c2bf1ef,intent_984e1c7f1d381241,pend_98e586f5dc8d723c,700,700,2026-06-25,NORMAL,19.710000,18.247600,24.420000,3.220733,1023.680000
2026-06-25,002536,buy,strategy_v5_alpha_ranked_entry,cand_db840d1fe5d612e8,intent_b8cf23e68e3bee75,pend_6c56ec210f876a01,300,300,2026-06-25,NORMAL,51.890000,50.136800,61.569286,5.520925,525.960000
2026-06-25,300382,buy,strategy_v5_alpha_ranked_entry,cand_ced7981f2758cc70,intent_cf558a05f2a55995,pend_5b1887d181e59185,400,400,2026-06-25,NORMAL,19.050000,18.237800,22.898571,4.738453,324.880000
2026-06-26,002536,sell,close_stop,cand_db840d1fe5d612e8,intent_2dd63c1690d1a9f6,pend_2dd63c1690d1a9f6,300,300,2026-06-26,NORMAL,48.120000,50.136800,61.569286,0.000000,416.685000
2026-06-26,002056,buy,strategy_v5_alpha_ranked_entry,cand_d593657b2194808b,intent_d47598c4ddc64787,pend_7393383604e5c9e8,300,300,2026-06-26,NORMAL,30.520000,29.213800,37.094286,5.033139,391.860000
2026-06-29,300252,sell,close_stop,cand_674e075cd0899aae,intent_42b861c961f7567c,pend_42b861c961f7567c,200,200,2026-06-29,NORMAL,16.450000,17.199000,22.367143,0.000000,210.024000
2026-06-29,002056,sell,close_stop,cand_d593657b2194808b,intent_f70b7028c4413f99,pend_f70b7028c4413f99,300,300,2026-06-29,NORMAL,28.830000,29.213800,37.094286,0.000000,306.393000
2026-06-29,002179,buy,strategy_v5_alpha_ranked_entry,cand_c59fd2ae36b15887,intent_2414b4b2f39f0241,pend_4da70bf82f4f4259,300,300,2026-06-29,NORMAL,44.100000,42.169400,50.410714,3.268784,579.180000
2026-06-30,300382,sell,target_close_confirmed,cand_ced7981f2758cc70,intent_5f1cf21bf7ac9aa4,pend_5f1cf21bf7ac9aa4,400,400,2026-06-30,NORMAL,23.110000,20.031429,22.898571,0.000000,328.690000
2026-07-01,600246,sell,close_stop,cand_c8c6a1217c2bf1ef,intent_813cbe9cd7ba45c8,pend_813cbe9cd7ba45c8,700,700,2026-07-01,NORMAL,17.810000,18.247600,24.420000,0.000000,1009.568000
2026-07-01,600030,buy,strategy_v5_alpha_ranked_entry,cand_5113c2a328328dcb,intent_76bb90a59c5fe0fa,pend_a595506c56abe5c5,500,500,2026-07-01,NORMAL,29.470000,27.939800,32.808571,2.181788,765.100000
2026-07-01,688216,buy,strategy_v5_alpha_ranked_entry,cand_e1f055dc8cdea450,intent_f978da0319431041,pend_73e4ddda8959bc34,300,300,2026-07-01,NORMAL,42.750000,40.385800,53.153571,4.400462,709.260000
2026-07-01,000970,buy,strategy_v5_alpha_ranked_entry,cand_265d372f21ed0785,intent_ac82285ed0a7331e,pend_28557789c956c552,700,700,2026-07-01,NORMAL,15.490000,15.003800,18.382857,5.949932,340.340000
2026-07-02,000970,add,pyramid_add,cand_265d372f21ed0785,intent_4d1f7fddbf10ff32,pend_4a5171fbd6cf91a1,300,300,2026-07-02,NORMAL,16.100000,15.190000,19.089286,3.284929,273.000000
2026-07-02,002824,buy,strategy_v5_alpha_ranked_entry,cand_7b9d889c8d92d57f,intent_8c9cb7f4278015d1,pend_7f3abbca9b30f1dc,100,100,2026-07-02,NORMAL,33.180000,32.340000,34.910000,2.059524,84.000000
2026-07-03,688216,sell,close_stop,cand_e1f055dc8cdea450,intent_a946a754855eaa8a,pend_a946a754855eaa8a,300,300,2026-07-03,NORMAL,41.040000,43.711429,53.153571,0.000000,556.593000
2026-07-03,002824,sell,close_stop,cand_7b9d889c8d92d57f,intent_4b5742399898dcb8,pend_4b5742399898dcb8,100,100,2026-07-03,NORMAL,32.080000,32.340000,34.910000,0.000000,33.633000
2026-07-03,600885,buy,strategy_v5_alpha_ranked_entry,cand_9f7b5a9d77356c75,intent_a3a10353ed383f5c,pend_06cee9c3f91b34c0,100,100,2026-07-03,NORMAL,38.090000,35.260400,43.805000,2.019720,282.960000
2026-07-06,600030,sell,three_bars_no_high,cand_5113c2a328328dcb,intent_5a4d0a8072d6804c,pend_5a4d0a8072d6804c,500,500,2026-07-06,NORMAL,29.230000,27.939800,32.808571,0.000000,722.442500
2026-07-09,000970,sell,close_stop,cand_265d372f21ed0785,intent_7b3df3f205e03dbd,pend_7b3df3f205e03dbd,1000,1000,2026-07-09,NORMAL,15.040000,15.190000,19.089286,0.000000,492.835000
2026-07-09,002077,buy,strategy_v5_alpha_ranked_entry,cand_7b0c915cacbe596f,intent_10ebf59bc1f56af8,pend_22de4daa3c2322fe,700,700,2026-07-09,NORMAL,20.130000,18.816000,23.412857,2.498369,919.800000
