code,name,industry
000939,凯迪退,UNMAPPED_000
000948,南天信息,信息传输、软件和信息技术服务业
000949,新乡化纤,制造业
000950,重药控股,批发和零售业
000951,中国重汽,制造业
000952,广济药业,制造业
000953,中哲精化,制造业
000955,欣龙控股,制造业
000957,中通客车,制造业
000958,电投产融,电力、热力、燃气及水生产和供应业
000959,首钢股份,制造业
000960,锡业股份,制造业
000961,ST中南,UNMAPPED_000
000962,东方钽业,制造业
000963,华东医药,批发和零售业
000965,天保基建,房地产业
000966,长源电力,电力、热力、燃气及水生产和供应业
000967,盈峰环境,制造业
000968,蓝焰控股,采矿业
000969,安泰科技,制造业
000970,中科三环,制造业
000971,*ST高升,UNMAPPED_000
000972,中基健康,制造业
000973,佛塑科技,制造业
000975,山金国际,采矿业
000976,*ST华铁,UNMAPPED_000
000977,浪潮信息,制造业
000978,桂林旅游,水利、环境和公共设施管理业
000979,中弘退,UNMAPPED_000
000980,众泰汽车,制造业
000981,山子高科,制造业
000982,中银绒业,UNMAPPED_000
000983,山西焦煤,采矿业
000985,大庆华科,制造业
000987,越秀资本,金融业
000988,华工科技,制造业
000989,九芝堂,制造业
000990,诚志股份,制造业
000993,闽东电力,电力、热力、燃气及水生产和供应业
000995,皇台酒业,制造业
000996,中期退,UNMAPPED_000
000997,新大陆,信息传输、软件和信息技术服务业
000998,隆平高科,农、林、牧、渔业
000999,华润三九,制造业
001201,东瑞股份,农、林、牧、渔业
001202,炬申股份,交通运输、仓储和邮政业
001203,大中矿业,采矿业
001205,盛航股份,交通运输、仓储和邮政业
001206,依依股份,制造业
001207,联科科技,制造业
001208,华菱线缆,制造业
001209,洪兴股份,制造业
001210,金房能源,电力、热力、燃气及水生产和供应业
001211,双枪科技,制造业
001212,中旗新材,制造业
001213,中铁特货,交通运输、仓储和邮政业
001215,千味央厨,制造业
001216,华瓷股份,制造业
001217,华尔泰,制造业
001218,丽臣实业,制造业
001219,青岛食品,制造业
001222,源飞宠物,制造业
001223,欧克科技,制造业
001225,和泰机电,制造业
001226,拓山重工,制造业
001227,兰州银行,金融业
001228,永泰运,租赁和商务服务业
001229,魅视科技,制造业
001230,劲旅环境,水利、环境和公共设施管理业
001231,农心科技,制造业
001234,泰慕士,制造业
001236,弘业期货,金融业
001238,浙江正特,制造业
001239,永达股份,制造业
001255,博菲电气,制造业
001256,炜冈科技,制造业
001258,立新能源,电力、热力、燃气及水生产和供应业
001259,利仁科技,制造业
001260,坤泰股份,制造业
001266,宏英智能,制造业
001267,汇绿生态,制造业
001268,联合精密,制造业
001269,欧晶科技,制造业
001270,铖昌科技,制造业
001277,速达股份,制造业
001278,一彬科技,制造业
001279,强邦新材,制造业
001282,三联锻造,制造业
001283,豪鹏科技,制造业
001286,陕西能源,电力、热力、燃气及水生产和供应业
001287,中电港,批发和零售业
001288,运机集团,制造业
001289,龙源电力,电力、热力、燃气及水生产和供应业
001296,长江材料,制造业
001298,好上好,批发和零售业
001299,美能能源,电力、热力、燃气及水生产和供应业
001300,三柏硕,制造业
001301,尚太科技,制造业
001306,夏厦精密,制造业
001308,康冠科技,制造业
001309,德明利,制造业
001311,多利科技,制造业
001313,粤海饲料,制造业
001314,亿道信息,制造业
001316,润贝航科,批发和零售业
001317,三羊马,交通运输、仓储和邮政业
001318,阳光乳业,制造业
001319,铭科精技,制造业
001322,箭牌家居,制造业
001323,慕思股份,制造业
001324,长青科技,制造业
001326,联域股份,制造业
001328,登康口腔,制造业
001330,博纳影业,文化、体育和娱乐业
001331,胜通能源,电力、热力、燃气及水生产和供应业
001332,锡装股份,制造业
001333,光华股份,制造业
001335,信凯科技,批发和零售业
001336,楚环科技,制造业
001337,四川黄金,采矿业
001338,永顺泰,制造业
001339,智微智能,制造业
001356,富岭股份,制造业
001358,兴欣新材,制造业
001359,平安电工,制造业
001360,南矿集团,制造业
001366,播恩集团,制造业
001367,海森药业,制造业
001368,通达创智,制造业
001373,翔腾新材,制造业
001376,百通能源,电力、热力、燃气及水生产和供应业
001378,德冠新材,制造业
001379,腾达科技,制造业
001380,华纬科技,制造业
001382,新亚电缆,制造业
001387,雪祺电气,制造业
001389,广合科技,制造业
001390,古麒绒材,制造业
001391,国货航,交通运输、仓储和邮政业
001395,亚联机械,制造业
001400,江顺科技,制造业
001696,宗申动力,制造业
001872,招商港口,交通运输、仓储和邮政业
001896,豫能控股,电力、热力、燃气及水生产和供应业
001914,招商积余,房地产业
001965,招商公路,交通运输、仓储和邮政业
001979,招商蛇口,房地产业
002001,新和成,制造业
002002,ST鸿达,UNMAPPED_002
002003,伟星股份,制造业
002004,华邦健康,制造业
002005,ST德豪,制造业
002006,精工科技,制造业
002007,华兰生物,制造业
002008,大族激光,制造业
002009,天奇股份,制造业
002010,传化智联,租赁和商务服务业
002011,盾安环境,制造业
002012,凯恩股份,制造业
002013,中航机电,UNMAPPED_002
002014,永新股份,制造业
002015,协鑫能科,电力、热力、燃气及水生产和供应业
002016,世荣兆业,房地产业
002017,东信和平,制造业
002018,华信退,UNMAPPED_002
002019,亿帆医药,制造业
002020,京新药业,制造业
002021,中捷资源,制造业
002022,科华生物,制造业
002023,海特高新,制造业
002024,ST易购,批发和零售业
002025,航天电器,制造业
002026,山东威达,制造业
002027,分众传媒,租赁和商务服务业
002028,思源电气,制造业
002029,七匹狼,制造业
002030,达安基因,制造业
002031,巨轮智能,制造业
002032,苏泊尔,制造业
002033,丽江股份,水利、环境和公共设施管理业
002034,旺能环境,电力、热力、燃气及水生产和供应业
002035,华帝股份,制造业
002036,联创电子,制造业
002037,保利联合,制造业
002038,双鹭药业,制造业
002039,黔源电力,电力、热力、燃气及水生产和供应业
002040,南京港,交通运输、仓储和邮政业
002041,登海种业,农、林、牧、渔业
002042,华孚时尚,制造业
002043,兔宝宝,制造业
002044,美年健康,卫生和社会工作
002045,国光电器,制造业
002046,国机精工,制造业
002047,宝鹰股份,建筑业
002048,宁波华翔,制造业
002049,紫光国微,制造业
002050,三花智控,制造业
002051,中工国际,建筑业
002052,同洲电子,制造业
002053,云南能投,电力、热力、燃气及水生产和供应业
002054,德美化工,制造业
002055,ST得润,制造业
002056,横店东磁,制造业
002057,中钢天源,制造业
002058,威尔泰,制造业
002059,云南旅游,水利、环境和公共设施管理业
002060,广东建工,建筑业
002061,浙江交科,建筑业
002062,宏润建设,建筑业
002063,远光软件,信息传输、软件和信息技术服务业
002064,华峰化学,制造业
002065,东华软件,信息传输、软件和信息技术服务业
002066,瑞泰科技,制造业
002067,景兴纸业,制造业
002068,黑猫股份,制造业
002069,獐子岛,农、林、牧、渔业
002070,众和退,UNMAPPED_002
002071,长城退,UNMAPPED_002
002072,凯瑞德,批发和零售业
002073,软控股份,制造业
002074,国轩高科,制造业
002075,沙钢股份,制造业
002076,星光股份,制造业
002077,大港股份,制造业
002078,太阳纸业,制造业
002079,苏州固锝,制造业
002080,中材科技,制造业
002081,金螳螂,建筑业
002082,ST万邦,制造业
002083,孚日股份,制造业
002084,海鸥住工,制造业
002085,万丰奥威,制造业
002086,东方海洋,农、林、牧、渔业
002087,新纺退,UNMAPPED_002
002088,鲁阳节能,制造业
002089,新海退,UNMAPPED_002
002090,金智科技,制造业
002091,江苏国泰,批发和零售业
002092,中泰化学,制造业
002093,国脉科技,信息传输、软件和信息技术服务业
002094,青岛金王,制造业
002095,生意宝,信息传输、软件和信息技术服务业
002096,易普力,制造业
002097,山河智能,制造业
002098,浔兴股份,制造业
002099,海翔药业,制造业
002100,天康生物,制造业
002101,广东鸿图,制造业
002102,ST能特,制造业
002103,广博股份,制造业
002104,恒宝股份,制造业
002105,信隆健康,制造业
002106,莱宝高科,制造业
002107,沃华医药,制造业
002108,沧州明珠,制造业
002109,ST兴化,制造业
002110,三钢闽光,制造业
002111,威海广泰,制造业
002112,三变科技,制造业
002113,*ST天润,UNMAPPED_002
002114,罗平锌电,制造业
002115,三维通信,租赁和商务服务业
002116,中国海诚,建筑业
002117,东港股份,制造业
002118,*ST紫鑫,UNMAPPED_002
002119,康强电子,制造业
002120,韵达股份,交通运输、仓储和邮政业
002121,科陆电子,制造业
002122,ST汇洲,制造业
002123,梦网科技,信息传输、软件和信息技术服务业
002124,天邦食品,农、林、牧、渔业
002125,湘潭电化,制造业
002126,银轮股份,制造业
002127,南极电商,租赁和商务服务业
002128,电投能源,采矿业
002129,TCL中环,制造业
002130,沃尔核材,制造业
002131,利欧股份,租赁和商务服务业
002132,恒星科技,制造业
002133,广宇集团,房地产业
002134,天津普林,制造业
002135,东南网架,制造业
002136,安纳达,制造业
002137,实益达,制造业
002138,顺络电子,制造业
002139,拓邦股份,制造业
002140,东华科技,建筑业
002141,贤丰控股,制造业
002142,宁波银行,金融业
002143,印纪退,UNMAPPED_002
002144,宏达高科,制造业
002145,钛能化学,制造业
002146,荣盛发展,房地产业
002147,新光退,UNMAPPED_002
002148,北纬科技,信息传输、软件和信息技术服务业
002149,西部材料,制造业
002150,正泰电源,制造业
002151,北斗星通,制造业
002152,广电运通,制造业
002153,石基信息,信息传输、软件和信息技术服务业
002154,报喜鸟,制造业
002155,湖南黄金,采矿业
002156,通富微电,制造业
002157,正邦科技,农、林、牧、渔业
002158,汉钟精机,制造业
002159,三特索道,水利、环境和公共设施管理业
002160,常铝股份,制造业
002161,远望谷,制造业
002162,悦心健康,制造业
002163,海南发展,建筑业
002164,宁波东力,制造业
002165,红宝丽,制造业
002166,莱茵生物,制造业
002167,东方锆业,制造业
002168,ST惠程,制造业
002169,智光电气,制造业
002170,芭田股份,制造业
002171,楚江新材,制造业
002172,澳洋健康,卫生和社会工作
002173,创新医疗,卫生和社会工作
002174,游族网络,信息传输、软件和信息技术服务业
002175,*ST东智,制造业
002176,江特电机,制造业
002177,御银股份,制造业
002178,延华智能,信息传输、软件和信息技术服务业
002179,中航光电,制造业
002180,奔图科技,制造业
002181,粤传媒,租赁和商务服务业
002182,宝武镁业,制造业
002183,怡亚通,租赁和商务服务业
002184,海得控制,制造业
002185,华天科技,制造业
002186,全聚德,住宿和餐饮业
002187,广百股份,批发和零售业
002188,中天服务,房地产业
002189,中光学,制造业
002190,成飞集成,制造业
002191,劲嘉股份,制造业
002192,融捷股份,采矿业
002193,ST如意,制造业
002194,武汉凡谷,制造业
002195,岩山科技,信息传输、软件和信息技术服务业
002196,方正电机,制造业
002197,证通电子,信息传输、软件和信息技术服务业
002198,ST嘉应,制造业
002199,*ST东晶,制造业
002200,交投生态,建筑业
002201,九鼎新材,制造业
002202,金风科技,制造业
002203,海亮股份,制造业
002204,大连重工,制造业
002205,国统股份,制造业
002206,海利得,制造业
002207,*ST准油,采矿业
002208,合肥城建,房地产业
002209,达意隆,制造业
002210,飞马国际,租赁和商务服务业
002211,ST宏达,制造业
002212,天融信,信息传输、软件和信息技术服务业
002213,大为股份,制造业
002214,*ST大立,制造业
002215,诺普信,制造业
002216,三全食品,制造业
002217,ST合力泰,制造业
002218,拓日新能,制造业
002219,新里程,卫生和社会工作
002220,天宝退,UNMAPPED_002
002221,东华能源,批发和零售业
002222,福晶科技,制造业
002223,鱼跃医疗,制造业
002224,三力士,制造业
002225,濮耐股份,制造业
002226,江南化工,制造业
002227,*ST特迅,制造业
002228,合兴包装,制造业
002229,鸿博股份,制造业
002230,科大讯飞,信息传输、软件和信息技术服务业
002231,*ST奥维,UNMAPPED_002
002232,启明信息,信息传输、软件和信息技术服务业
002233,塔牌集团,制造业
002234,民和股份,农、林、牧、渔业
002235,安妮股份,制造业
002236,大华股份,制造业
002237,恒邦股份,制造业
002238,天威视讯,信息传输、软件和信息技术服务业
002239,奥特佳,制造业
002240,盛新锂能,制造业
002241,歌尔股份,制造业
002242,九阳股份,制造业
002243,力合科创,制造业
002244,滨江集团,房地产业
002245,蔚蓝锂芯,制造业
002246,北化股份,制造业
002247,聚力文化,制造业
002248,华东数控,制造业
002249,大洋电机,制造业
002250,联化科技,制造业
002251,步步高,批发和零售业
002252,上海莱士,制造业
002253,川大智胜,信息传输、软件和信息技术服务业
002254,泰和新材,制造业
002255,海陆重工,制造业
002256,兆新股份,电力、热力、燃气及水生产和供应业
002258,利尔化学,制造业
002259,升达林业,电力、热力、燃气及水生产和供应业
002260,德奥退,UNMAPPED_002
002261,拓维信息,信息传输、软件和信息技术服务业
002262,恩华药业,制造业
002263,大东南,制造业
002264,新华都,信息传输、软件和信息技术服务业
002265,建设工业,制造业
002266,浙富控股,水利、环境和公共设施管理业
002267,陕天然气,电力、热力、燃气及水生产和供应业
002268,电科网安,信息传输、软件和信息技术服务业
002269,美邦服饰,制造业
002270,华明装备,制造业
002271,东方雨虹,制造业
002272,川润股份,制造业
002273,水晶光电,制造业
002274,华昌化工,制造业
002275,桂林三金,制造业
002276,万马股份,制造业
002277,友阿股份,批发和零售业
002278,神开股份,制造业
002279,久其软件,信息传输、软件和信息技术服务业
002280,ST联络,UNMAPPED_002
002281,光迅科技,制造业
002282,博深股份,制造业
002283,天润工业,制造业
002284,亚太股份,制造业
002285,世联行,房地产业
002286,保龄宝,制造业
002287,奇正藏药,制造业
002288,*ST超华,UNMAPPED_002
002289,宇顺电子,制造业
002290,禾盛新材,制造业
002291,遥望科技,信息传输、软件和信息技术服务业
002292,奥飞娱乐,制造业
002293,罗莱生活,制造业
002294,信立泰,制造业
002295,精艺股份,制造业
002296,辉煌科技,制造业
002297,博云新材,制造业
002298,中电鑫龙,制造业
002299,圣农发展,制造业
002300,太阳电缆,制造业
002301,齐心集团,制造业
002302,西部建设,制造业
002303,美盈森,制造业
002304,洋河股份,制造业
002305,*ST南置,房地产业
002306,ST云网,住宿和餐饮业
002307,北新路桥,建筑业
002308,*ST威创,UNMAPPED_002
002309,中利集团,制造业
002310,东方新能,电力、热力、燃气及水生产和供应业
002311,海大集团,制造业
002312,川发龙蟒,制造业
002313,日海智能,制造业
002314,南山控股,房地产业
002315,焦点科技,信息传输、软件和信息技术服务业
002316,亚联发展,信息传输、软件和信息技术服务业
002317,众生药业,制造业
002318,久立特材,制造业
002319,乐通股份,制造业
002320,海峡股份,交通运输、仓储和邮政业
002321,华英农业,农、林、牧、渔业
002322,理工能科,信息传输、软件和信息技术服务业
002323,*ST雅博,建筑业
002324,普利特,制造业
002325,*ST洪涛,UNMAPPED_002
002326,永太科技,制造业
002327,富安娜,制造业
002328,新朋股份,制造业
002329,皇氏集团,制造业
002330,得利斯,制造业
002331,皖通科技,信息传输、软件和信息技术服务业
002332,仙琚制药,制造业
002333,罗普斯金,制造业
