code,name,industry
002880,卫光生物,制造业
002881,美格智能,制造业
002882,金龙羽,制造业
002883,*ST中设,科学研究和技术服务业
002884,凌霄泵业,制造业
002885,京泉华,制造业
002886,沃特股份,制造业
002887,绿茵生态,水利、环境和公共设施管理业
002888,惠威科技,制造业
002889,东方嘉盛,租赁和商务服务业
002890,弘宇股份,制造业
002891,中宠股份,制造业
002892,科力尔,制造业
002893,京能热力,电力、热力、燃气及水生产和供应业
002895,川恒股份,制造业
002896,中大力德,制造业
002897,意华股份,制造业
002898,赛隆退,制造业
002899,英派斯,制造业
002900,哈三联,制造业
002901,大博医疗,制造业
002902,铭普光磁,制造业
002903,宇环数控,制造业
002905,金逸影视,文化、体育和娱乐业
002906,华阳集团,制造业
002907,华森制药,制造业
002908,德生科技,信息传输、软件和信息技术服务业
002909,集泰股份,制造业
002910,庄园牧场,制造业
002911,佛燃能源,电力、热力、燃气及水生产和供应业
002912,中新赛克,信息传输、软件和信息技术服务业
002913,奥士康,制造业
002915,中欣氟材,制造业
002916,深南电路,制造业
002917,金奥博,制造业
002918,蒙娜丽莎,制造业
002919,名臣健康,信息传输、软件和信息技术服务业
002920,德赛西威,制造业
002921,联诚精密,制造业
002922,伊戈尔,制造业
002923,润都股份,制造业
002925,盈趣科技,制造业
002926,华西证券,金融业
002927,泰永长征,制造业
002928,华夏航空,交通运输、仓储和邮政业
002929,润建股份,信息传输、软件和信息技术服务业
002930,宏川智慧,交通运输、仓储和邮政业
002931,锋龙股份,制造业
002932,*ST明德,制造业
002933,新兴装备,制造业
002935,天奥电子,制造业
002936,郑州银行,金融业
002937,兴瑞科技,制造业
002938,鹏鼎控股,制造业
002939,长城证券,金融业
002940,昂利康,制造业
002941,新疆交建,建筑业
002942,新农股份,制造业
002943,宇晶股份,制造业
002945,华林证券,金融业
002946,新乳业,制造业
002947,恒铭达,制造业
002948,青岛银行,金融业
002949,华阳国际,科学研究和技术服务业
002950,奥美医疗,制造业
002951,金时科技,制造业
002952,亚世光电,制造业
002953,日丰股份,制造业
002955,鸿合科技,制造业
002956,西麦食品,制造业
002957,科瑞技术,制造业
002958,青农商行,金融业
002959,小熊电器,制造业
002960,青鸟智控,制造业
002961,瑞达期货,金融业
002962,五方光电,制造业
002963,豪尔赛,建筑业
002965,祥鑫科技,制造业
002966,苏州银行,金融业
002967,广电计量,科学研究和技术服务业
002968,新大正,房地产业
002969,嘉美包装,制造业
002970,锐明技术,信息传输、软件和信息技术服务业
002971,和远气体,制造业
002972,科安达,制造业
002973,侨银股份,水利、环境和公共设施管理业
002975,博杰股份,制造业
002976,瑞玛精密,制造业
002977,*ST天箭,制造业
002978,安宁股份,采矿业
002979,雷赛智能,制造业
002980,华盛昌,制造业
002981,朝阳科技,制造业
002982,湘佳股份,农、林、牧、渔业
002983,芯瑞达,制造业
002984,森麒麟,制造业
002985,北摩高科,制造业
002986,宇新股份,制造业
002987,京北方,信息传输、软件和信息技术服务业
002988,豪美新材,制造业
002989,中天精装,建筑业
002990,盛视科技,信息传输、软件和信息技术服务业
002991,甘源食品,制造业
002992,宝明科技,制造业
002993,奥海科技,制造业
002995,天地在线,租赁和商务服务业
002996,顺博合金,制造业
002997,瑞鹄模具,制造业
002998,优彩资源,制造业
002999,天禾股份,批发和零售业
003000,劲仔食品,制造业
003001,中岩大地,建筑业
003002,壶化股份,制造业
003003,天元股份,制造业
003004,声迅股份,信息传输、软件和信息技术服务业
003005,竞业达,信息传输、软件和信息技术服务业
003006,百亚股份,制造业
003007,直真科技,信息传输、软件和信息技术服务业
003008,开普检测,科学研究和技术服务业
003009,中天火箭,制造业
003010,若羽臣,信息传输、软件和信息技术服务业
003011,海象新材,制造业
003012,东鹏控股,制造业
003013,地铁设计,科学研究和技术服务业
003015,日久光电,制造业
003016,欣贺股份,制造业
003017,大洋生物,制造业
003018,金富科技,制造业
003019,宸展光电,制造业
003020,立方制药,制造业
003021,兆威机电,制造业
003022,联泓新科,制造业
003023,彩虹集团,制造业
003025,思进智能,制造业
003026,中晶科技,制造业
003027,同兴科技,水利、环境和公共设施管理业
003028,振邦智能,制造业
003029,吉大正元,信息传输、软件和信息技术服务业
003030,祖名股份,制造业
003031,中瓷电子,制造业
003032,传智教育,教育
003033,征和工业,制造业
003035,南网能源,科学研究和技术服务业
003036,泰坦股份,制造业
003037,三和管桩,制造业
003038,鑫铂股份,制造业
003039,顺控发展,电力、热力、燃气及水生产和供应业
003040,楚天龙,制造业
003041,真爱美家,制造业
003042,中农联合,制造业
003043,华亚智能,制造业
003816,中国广核,电力、热力、燃气及水生产和供应业
200011,深物业B,房地产业
200012,南玻B,制造业
200016,*ST康佳B,制造业
200017,深中华B,制造业
200018,神城B退,UNMAPPED_200
200019,深粮B,批发和零售业
200020,深华发B,制造业
200022,深赤湾B,UNMAPPED_200
200025,特力B,批发和零售业
200026,飞亚达B,批发和零售业
200028,一致B,批发和零售业
200029,深深房B,房地产业
200030,富奥B,制造业
200037,深南电B,电力、热力、燃气及水生产和供应业
200045,深纺织B,制造业
200053,深基地B,UNMAPPED_200
200054,建车B,UNMAPPED_200
200055,方大B,制造业
200056,*ST皇庭B,租赁和商务服务业
200058,深赛格B,租赁和商务服务业
200152,山航B退,UNMAPPED_200
200160,东沣B退,UNMAPPED_200
200168,*ST舜喆B,UNMAPPED_200
200413,ST东旭B,UNMAPPED_200
200418,小天鹅B,UNMAPPED_200
200429,粤高速B,交通运输、仓储和邮政业
200468,宁通信B,制造业
200488,ST晨鸣B,制造业
200505,京粮B,制造业
200512,闽灿坤B,制造业
200521,虹美菱B,制造业
200530,冰山B,制造业
200539,粤电力B,电力、热力、燃气及水生产和供应业
200541,粤照明B,制造业
200550,江铃B,制造业
200553,安道麦B,制造业
200570,苏常柴B,制造业
200581,苏威孚B,制造业
200596,古井贡B,制造业
200613,东海B退,UNMAPPED_200
200625,长安B,制造业
200706,瓦轴B,制造业
200725,京东方B,制造业
200726,鲁泰B,制造业
200761,本钢板B,制造业
200771,杭汽轮B,UNMAPPED_200
200869,张裕B,制造业
200986,粤华包B,UNMAPPED_200
200992,中鲁B,农、林、牧、渔业
201872,招港B,交通运输、仓储和邮政业
300001,特锐德,制造业
300002,神州泰岳,信息传输、软件和信息技术服务业
300003,乐普医疗,制造业
300004,南风股份,制造业
300005,探路者,制造业
300006,莱美药业,制造业
300007,汉威科技,信息传输、软件和信息技术服务业
300008,天海防务,制造业
300009,安科生物,制造业
300010,ST豆神,信息传输、软件和信息技术服务业
300011,鼎汉技术,制造业
300012,华测检测,科学研究和技术服务业
300013,新宁物流,交通运输、仓储和邮政业
300014,亿纬锂能,制造业
300015,爱尔眼科,卫生和社会工作
300016,北陆药业,制造业
300017,网宿科技,信息传输、软件和信息技术服务业
300018,中元股份,制造业
300019,硅宝科技,制造业
300020,ST银江,信息传输、软件和信息技术服务业
300021,大禹节水,水利、环境和公共设施管理业
300022,吉峰科技,批发和零售业
300023,宝德退,UNMAPPED_300
300024,机器人,制造业
300025,华星创业,信息传输、软件和信息技术服务业
300026,红日药业,制造业
300027,ST华谊,文化、体育和娱乐业
300028,金亚退,UNMAPPED_300
300029,天龙退,建筑业
300030,阳普医疗,制造业
300031,宝通科技,信息传输、软件和信息技术服务业
300032,金龙机电,制造业
300033,同花顺,金融业
300034,钢研高纳,制造业
300035,中科电气,制造业
300036,超图软件,信息传输、软件和信息技术服务业
300037,新宙邦,制造业
300038,数知退,UNMAPPED_300
300039,上海凯宝,制造业
300040,九洲集团,电力、热力、燃气及水生产和供应业
300041,回天新材,制造业
300042,朗科科技,制造业
300043,星辉娱乐,信息传输、软件和信息技术服务业
300044,*ST赛为,信息传输、软件和信息技术服务业
300045,华力创通,制造业
300046,台基股份,制造业
300047,天源迪科,信息传输、软件和信息技术服务业
300048,合康新能,制造业
300049,福瑞医科,制造业
300050,世纪鼎利,信息传输、软件和信息技术服务业
300051,琏升科技,信息传输、软件和信息技术服务业
300052,中青宝,信息传输、软件和信息技术服务业
300053,航宇微,制造业
300054,鼎龙股份,制造业
300055,万邦达,制造业
300056,中创环保,制造业
300057,万顺新材,制造业
300058,蓝色光标,租赁和商务服务业
300059,东方财富,金融业
300061,旗天科技,租赁和商务服务业
300062,中能电气,制造业
300063,天龙集团,租赁和商务服务业
300064,金刚退,UNMAPPED_300
300065,海兰信,制造业
300066,三川智慧,制造业
300067,安诺其,制造业
300068,ST南都,制造业
300069,金利华电,制造业
300070,碧水源,水利、环境和公共设施管理业
300071,福石控股,租赁和商务服务业
300072,海新能科,制造业
300073,当升科技,制造业
300074,华平股份,信息传输、软件和信息技术服务业
300075,数字政通,信息传输、软件和信息技术服务业
300076,*ST宁视,制造业
300077,国民技术,制造业
300078,思创智联,制造业
300079,数码视讯,制造业
300080,易成新能,制造业
300081,ST恒信,信息传输、软件和信息技术服务业
300082,奥克股份,制造业
300083,创世纪,制造业
300084,海默科技,采矿业
300085,银之杰,信息传输、软件和信息技术服务业
300086,康芝药业,制造业
300087,ST荃银,农、林、牧、渔业
300088,长信科技,制造业
300089,文化退,UNMAPPED_300
300090,盛运退,UNMAPPED_300
300091,*ST金灵,制造业
300092,科新机电,制造业
300093,金刚光伏,制造业
300094,国联水产,制造业
300095,华伍股份,制造业
300096,ST易联众,信息传输、软件和信息技术服务业
300097,智云股份,制造业
300098,高新兴,信息传输、软件和信息技术服务业
300099,尤洛卡,制造业
300100,双林股份,制造业
300101,振芯科技,信息传输、软件和信息技术服务业
300102,乾照光电,制造业
300103,达刚控股,制造业
300104,乐视退,UNMAPPED_300
300105,龙源技术,制造业
300106,西部牧业,制造业
300107,建新股份,制造业
300108,*ST吉药,UNMAPPED_300
300109,新开源,制造业
300110,华仁药业,制造业
300111,向日葵,制造业
300112,万讯自控,制造业
300113,顺网科技,信息传输、软件和信息技术服务业
300114,中航电测,UNMAPPED_300
300115,长盈精密,制造业
300116,*ST保力,UNMAPPED_300
300117,*ST嘉寓,UNMAPPED_300
300118,东方日升,制造业
300119,瑞普生物,制造业
300120,经纬辉开,制造业
300121,阳谷华泰,制造业
300122,智飞生物,制造业
300123,ST亚光,制造业
300124,汇川技术,制造业
300125,*ST聆达,制造业
300126,锐奇股份,制造业
300127,银河磁体,制造业
300128,锦富技术,制造业
300129,泰胜风能,制造业
300130,新国都,制造业
300131,英唐智控,批发和零售业
300132,青松股份,制造业
300133,华策影视,文化、体育和娱乐业
300134,大富科技,制造业
300135,宝利国际,制造业
300136,信维通信,制造业
300137,先河环保,制造业
300138,晨光生物,制造业
300139,晓程科技,采矿业
300140,节能环境,水利、环境和公共设施管理业
300141,和顺电气,制造业
300142,沃森生物,制造业
300143,盈康生命,卫生和社会工作
300144,宋城演艺,文化、体育和娱乐业
300145,南方泵业,制造业
300146,汤臣倍健,制造业
300147,*ST香雪,制造业
300148,天舟文化,文化、体育和娱乐业
300149,睿智医药,科学研究和技术服务业
300150,世纪瑞尔,信息传输、软件和信息技术服务业
300151,昌红科技,制造业
300152,*ST动力,制造业
300153,科泰电源,制造业
300154,瑞凌股份,制造业
300155,安居宝,制造业
300156,神雾退,UNMAPPED_300
300157,新锦动力,制造业
300158,振东制药,制造业
300159,新研股份,制造业
300160,秀强股份,制造业
300161,华中数控,制造业
300162,雷曼光电,制造业
300163,先锋新材,制造业
300164,通源石油,采矿业
300165,天瑞仪器,制造业
300166,东方国信,信息传输、软件和信息技术服务业
300167,ST迪威迅,信息传输、软件和信息技术服务业
300168,万达信息,信息传输、软件和信息技术服务业
300169,天晟新材,制造业
300170,汉得信息,信息传输、软件和信息技术服务业
300171,东富龙,制造业
300172,中电环保,电力、热力、燃气及水生产和供应业
300173,ST福能,制造业
300174,元力股份,制造业
300175,朗源股份,制造业
300176,鸿特科技,制造业
300177,中海达,制造业
300178,腾邦退,UNMAPPED_300
300179,四方达,制造业
300180,华峰超纤,制造业
300181,佐力药业,制造业
300182,捷成股份,文化、体育和娱乐业
300183,东软载波,制造业
300184,力源信息,批发和零售业
300185,通裕重工,制造业
300187,永清环保,水利、环境和公共设施管理业
300188,国投智能,信息传输、软件和信息技术服务业
300189,神农种业,农、林、牧、渔业
300190,维尔利,水利、环境和公共设施管理业
300191,潜能恒信,采矿业
300192,科德教育,教育
300193,佳士科技,制造业
300194,福安药业,制造业
300195,长荣股份,制造业
300196,长海股份,制造业
300197,节能铁汉,水利、环境和公共设施管理业
300198,*ST纳川,制造业
300199,翰宇药业,制造业
300200,高盟新材,制造业
300201,海伦哲,制造业
300202,聚龙退,UNMAPPED_300
300203,聚光科技,制造业
300204,舒泰神,制造业
300205,*ST天喻,制造业
300206,理邦仪器,制造业
300207,欣旺达,制造业
300208,中程退,UNMAPPED_300
300209,行云科技,批发和零售业
300210,森远股份,制造业
300211,*ST亿通,制造业
300212,*ST易录,信息传输、软件和信息技术服务业
300213,佳讯飞鸿,制造业
300214,日科化学,制造业
300215,电科院,科学研究和技术服务业
300216,千山退,UNMAPPED_300
300217,东方电热,制造业
300218,安利股份,制造业
300219,鸿利智汇,制造业
300220,金运激光,制造业
300221,银禧科技,制造业
300222,科大智能,制造业
300223,北京君正,制造业
300224,正海磁材,制造业
300225,金力泰,制造业
300226,上海钢联,租赁和商务服务业
300227,光韵达,制造业
300228,富瑞特装,制造业
300229,拓尔思,信息传输、软件和信息技术服务业
300230,永利股份,制造业
300231,银信科技,信息传输、软件和信息技术服务业
300232,洲明科技,制造业
300233,金城医药,制造业
300234,开尔新材,制造业
300235,方直科技,信息传输、软件和信息技术服务业
300236,上海新阳,制造业
300237,ST美晨,制造业
300238,冠昊生物,制造业
300239,东宝生物,制造业
300240,飞力达,交通运输、仓储和邮政业
300241,瑞丰光电,制造业
300242,佳云科技,租赁和商务服务业
300243,瑞丰高材,制造业
300244,迪安诊断,卫生和社会工作
300245,ST天玑,信息传输、软件和信息技术服务业
300246,宝莱特,制造业
300247,融捷健康,制造业
300248,新开普,信息传输、软件和信息技术服务业
300249,依米康,信息传输、软件和信息技术服务业
300250,初灵信息,信息传输、软件和信息技术服务业
300251,光线传媒,文化、体育和娱乐业
300252,金信诺,制造业
300253,卫宁健康,信息传输、软件和信息技术服务业
300254,仟源医药,制造业
300255,常山药业,制造业
300256,星星科技,制造业
300257,开山股份,制造业
300258,精锻科技,制造业
300259,新天科技,制造业
300260,新莱应材,制造业
300261,雅本化学,制造业
300262,*ST巴安,UNMAPPED_300
300263,隆华科技,制造业
300264,佳创视讯,信息传输、软件和信息技术服务业
300265,通光线缆,制造业
300266,兴源环境,水利、环境和公共设施管理业
300267,尔康制药,制造业
300268,佳沃食品,制造业
300269,联建光电,制造业
300270,中威电子,制造业
300271,华宇软件,信息传输、软件和信息技术服务业
300272,开能健康,制造业
300273,和佳退,UNMAPPED_300
300274,阳光电源,制造业
300275,梅安森,信息传输、软件和信息技术服务业
300276,三丰智能,制造业
300277,汽轮科技,信息传输、软件和信息技术服务业
300278,华昌达,制造业
300279,和晶科技,制造业
300280,紫天退,UNMAPPED_300
300281,金明精机,制造业
300282,三盛退,UNMAPPED_300
300283,温州宏丰,制造业
300284,苏交科,科学研究和技术服务业
300285,国瓷材料,制造业
300286,安科瑞,制造业
300287,飞利信,信息传输、软件和信息技术服务业
300288,朗玛信息,信息传输、软件和信息技术服务业
300289,利德曼,制造业
300290,ST荣科,信息传输、软件和信息技术服务业
300291,百纳千成,文化、体育和娱乐业
300292,吴通控股,信息传输、软件和信息技术服务业
300293,蓝英装备,制造业
300294,博雅生物,制造业
300295,*ST三六五,信息传输、软件和信息技术服务业
300296,利亚德,制造业
300297,蓝盾退,UNMAPPED_300
300298,三诺生物,制造业
300299,富春股份,信息传输、软件和信息技术服务业
300300,海峡创新,信息传输、软件和信息技术服务业
300301,ST长方,制造业
300302,同有科技,信息传输、软件和信息技术服务业
300303,聚飞光电,制造业
300304,云意电气,制造业
300305,裕兴股份,制造业
300306,远方信息,制造业
300307,慈星股份,制造业
300308,中际旭创,制造业
300309,吉艾退,UNMAPPED_300
300310,宜通世纪,信息传输、软件和信息技术服务业
300311,ST任子行,信息传输、软件和信息技术服务业
300312,邦讯退,UNMAPPED_300
300313,天山生物,农、林、牧、渔业
300314,戴维医疗,制造业
300315,掌趣科技,信息传输、软件和信息技术服务业
300316,晶盛机电,制造业
300317,珈伟新能,制造业
300318,博晖创新,制造业
300319,麦捷科技,制造业
300320,海达股份,制造业
300321,同大股份,制造业
300322,硕贝德,制造业
300323,华灿光电,制造业
300324,旋极信息,信息传输、软件和信息技术服务业
300325,德威退,UNMAPPED_300
300326,ST凯利,制造业
300327,中颖电子,制造业
300328,宜安科技,制造业
300329,海伦钢琴,制造业
300330,计通退,UNMAPPED_300
300331,苏大维格,制造业
300332,天壕能源,电力、热力、燃气及水生产和供应业
300333,兆日科技,信息传输、软件和信息技术服务业
300334,津膜科技,制造业
300335,迪森股份,电力、热力、燃气及水生产和供应业
300336,新文退,UNMAPPED_300
300337,银邦股份,制造业
300338,*ST开元,教育
300339,润和软件,信息传输、软件和信息技术服务业
300340,科恒股份,制造业
300341,麦克奥迪,制造业
300342,天银机电,制造业
300343,联创股份,制造业
300344,立方退,UNMAPPED_300
300345,华民股份,制造业
300346,南大光电,制造业
300347,泰格医药,科学研究和技术服务业
300348,长亮科技,信息传输、软件和信息技术服务业
300349,金卡智能,信息传输、软件和信息技术服务业
300350,华鹏飞,交通运输、仓储和邮政业
300351,永贵电器,制造业
300352,ST信源,信息传输、软件和信息技术服务业
300353,东土科技,制造业
300354,东华测试,制造业
300355,蒙草生态,水利、环境和公共设施管理业
300356,光一退,UNMAPPED_300
300357,我武生物,制造业
300358,楚天科技,制造业
300359,全通教育,教育
300360,炬华科技,制造业
300362,天翔退,UNMAPPED_300
300363,博腾股份,制造业
300364,中文在线,文化、体育和娱乐业
300365,恒华科技,信息传输、软件和信息技术服务业
300366,ST创意,信息传输、软件和信息技术服务业
300367,网力退,UNMAPPED_300
300368,汇金股份,信息传输、软件和信息技术服务业
300369,绿盟科技,信息传输、软件和信息技术服务业
300370,安控科技,制造业
300371,汇中股份,制造业
300372,欣泰退,UNMAPPED_300
300373,扬杰科技,制造业
300374,中铁装配,制造业
300375,鹏翎股份,制造业
300376,易事特,制造业
300377,赢时胜,信息传输、软件和信息技术服务业
300378,鼎捷数智,信息传输、软件和信息技术服务业
300379,东通退,UNMAPPED_300
300380,安硕信息,信息传输、软件和信息技术服务业
300381,溢多利,制造业
300382,斯莱克,制造业
300383,光环新网,信息传输、软件和信息技术服务业
300384,三联虹普,科学研究和技术服务业
300385,ST雪浪,制造业
300386,飞天诚信,信息传输、软件和信息技术服务业
300387,富邦科技,制造业
300388,节能国祯,水利、环境和公共设施管理业
300389,艾比森,制造业
300390,天华新能,制造业
300391,长药退,UNMAPPED_300
300392,腾信退,UNMAPPED_300
300393,中来股份,制造业
300394,天孚通信,制造业
300395,菲利华,制造业
300396,ST迪瑞,制造业
300397,天和防务,制造业
300398,飞凯材料,制造业
300399,天利科技,信息传输、软件和信息技术服务业
300400,劲拓股份,制造业
300401,花园生物,制造业
300402,宝色股份,制造业
300403,汉宇集团,制造业
300404,博济医药,科学研究和技术服务业
300405,科隆股份,制造业
300406,九强生物,制造业
300407,凯发电气,制造业
300408,三环集团,制造业
300409,道氏技术,制造业
300410,正业科技,制造业
300411,金盾股份,制造业
300412,迦南科技,制造业
300413,芒果超媒,信息传输、软件和信息技术服务业
300414,中光防雷,制造业
300415,伊之密,制造业
300416,苏试试验,科学研究和技术服务业
300417,南华仪器,制造业
300418,昆仑万维,信息传输、软件和信息技术服务业
300419,ST浩丰,信息传输、软件和信息技术服务业
300420,五洋自控,制造业
300421,力星股份,制造业
300422,博世科,水利、环境和公共设施管理业
300423,昇辉科技,制造业
300424,航新科技,制造业
300425,中建环能,制造业
300426,华智数媒,文化、体育和娱乐业
300427,红相股份,制造业
300428,立中集团,制造业
300429,强力新材,制造业
300430,*ST益通,制造业
300431,暴风退,UNMAPPED_300
300432,富临精工,制造业
300433,蓝思科技,制造业
300434,金石亚药,制造业
300435,中泰股份,电力、热力、燃气及水生产和供应业
300436,广生堂,制造业
300437,清水源,制造业
300438,鹏辉能源,制造业
300439,美康生物,制造业
300440,运达科技,信息传输、软件和信息技术服务业
300441,鲍斯股份,制造业
300442,润泽科技,信息传输、软件和信息技术服务业
300443,金雷股份,制造业
300444,双杰电气,制造业
300445,康斯特,制造业
300446,航天智造,制造业
300447,全信股份,制造业
300448,浩云科技,信息传输、软件和信息技术服务业
300449,汉邦高科,制造业
300450,先导智能,制造业
300451,创业慧康,信息传输、软件和信息技术服务业
300452,山河药辅,制造业
300453,三鑫医疗,制造业
300454,深信服,信息传输、软件和信息技术服务业
300455,航天智装,制造业
300456,赛微电子,制造业
300457,赢合科技,制造业
300458,全志科技,制造业
300459,汤姆猫,信息传输、软件和信息技术服务业
300460,ST惠伦,制造业
300461,田中精机,制造业
300462,ST华铭,制造业
300463,迈克生物,制造业
300464,星徽股份,批发和零售业
300465,高伟达,信息传输、软件和信息技术服务业
300466,赛摩智能,制造业
300467,迅游科技,信息传输、软件和信息技术服务业
300468,四方精创,信息传输、软件和信息技术服务业
300469,信息发展,信息传输、软件和信息技术服务业
300470,中密控股,制造业
300471,厚普股份,制造业
300472,*ST新元,制造业
300473,德尔股份,制造业
300474,景嘉微,制造业
300475,香农芯创,批发和零售业
300476,胜宏科技,制造业
300477,ST合纵,制造业
300478,杭州高新,制造业
300479,神思电子,信息传输、软件和信息技术服务业
300480,光力科技,制造业
300481,濮阳惠成,制造业
300482,万孚生物,制造业
300483,首华燃气,采矿业
300484,蓝海华腾,制造业
300485,赛升药业,制造业
300486,东杰智能,制造业
300487,蓝晓科技,制造业
300488,恒锋工具,制造业
300489,光智科技,制造业
300490,华自科技,制造业
300491,通合科技,制造业
300492,华图山鼎,教育
300493,润欣科技,批发和零售业
300494,盛天网络,信息传输、软件和信息技术服务业
300495,*ST美尚,UNMAPPED_300
300496,中科创达,信息传输、软件和信息技术服务业
300497,富祥股份,制造业
300498,温氏股份,农、林、牧、渔业
300499,高澜股份,制造业
300500,启迪设计,科学研究和技术服务业
300501,海顺新材,制造业
300502,新易盛,制造业
300503,昊志机电,制造业
300504,天邑股份,制造业
300505,川金诺,制造业
300506,名家汇,建筑业
300507,苏奥传感,制造业
300508,维宏股份,制造业
300509,新美星,制造业
300510,金冠股份,制造业
300511,雪榕生物,农、林、牧、渔业
300512,中亚股份,制造业
300513,恒实科技,信息传输、软件和信息技术服务业
300514,友讯达,制造业
300515,三德科技,制造业
300516,久之洋,制造业
300517,海波重科,建筑业
300518,新迅达,信息传输、软件和信息技术服务业
300519,新光药业,制造业
300520,科大国创,信息传输、软件和信息技术服务业
300521,爱司凯,制造业
300522,世名科技,制造业
300523,辰安科技,信息传输、软件和信息技术服务业
300525,博思软件,信息传输、软件和信息技术服务业
300526,中潜退,UNMAPPED_300
300527,ST应急,制造业
300528,幸福蓝海,文化、体育和娱乐业
300529,健帆生物,制造业
300530,领湃科技,制造业
300531,优博讯,制造业
300532,今天国际,信息传输、软件和信息技术服务业
300533,冰川网络,信息传输、软件和信息技术服务业
300534,陇神戎发,制造业
300535,达威股份,制造业
300536,农尚环境,建筑业
300537,广信材料,制造业
300538,同益股份,批发和零售业
300539,横河精密,制造业
300540,蜀道装备,制造业
300541,先进数通,信息传输、软件和信息技术服务业
300542,新晨科技,信息传输、软件和信息技术服务业
300543,朗科智能,制造业
300545,联得装备,制造业
300546,雄帝科技,制造业
300547,川环科技,制造业
300548,长芯博创,制造业
300549,优德精密,制造业
300550,和仁科技,信息传输、软件和信息技术服务业
300551,古鳌科技,制造业
300552,万集科技,制造业
300553,集智股份,制造业
300554,三超新材,制造业
300555,ST路通,制造业
300556,丝路视觉,信息传输、软件和信息技术服务业
300557,理工光科,制造业
300558,贝达药业,制造业
300559,佳发教育,信息传输、软件和信息技术服务业
300560,中富通,信息传输、软件和信息技术服务业
300561,汇金科技,信息传输、软件和信息技术服务业
300562,乐心医疗,制造业
300563,神宇股份,制造业
300564,筑博设计,科学研究和技术服务业
300565,科信技术,制造业
300566,激智科技,制造业
300567,精测电子,制造业
300568,星源材质,制造业
300569,天能重工,制造业
300570,太辰光,制造业
300571,平治信息,制造业
300572,安车检测,制造业
300573,兴齐眼药,制造业
300575,中旗股份,制造业
300576,容大感光,制造业
300577,开润股份,制造业
300578,会畅科技,信息传输、软件和信息技术服务业
300579,数字认证,信息传输、软件和信息技术服务业
300580,贝斯特,制造业
300581,晨曦航空,制造业
300582,英飞特,制造业
300583,赛托生物,制造业
300584,海辰药业,制造业
300585,奥联电子,制造业
300586,美联新材,制造业
300587,天铁科技,制造业
300588,熙菱信息,信息传输、软件和信息技术服务业
300589,江龙船艇,制造业
300590,移为通信,制造业
300591,万里马,制造业
300592,华凯易佰,批发和零售业
300593,新雷能,制造业
300594,ST朗进,制造业
300595,欧普康视,制造业
300596,利安隆,制造业
300597,吉大通信,信息传输、软件和信息技术服务业
300598,诚迈科技,信息传输、软件和信息技术服务业
300599,雄塑科技,制造业
300600,国瑞科技,制造业
300601,康泰生物,制造业
300602,飞荣达,制造业
300603,立昂技术,信息传输、软件和信息技术服务业
300604,长川科技,制造业
300605,恒锋信息,信息传输、软件和信息技术服务业
300606,金太阳,制造业
300607,拓斯达,制造业
300608,思特奇,信息传输、软件和信息技术服务业
300609,汇纳科技,信息传输、软件和信息技术服务业
300610,晨化股份,制造业
300611,美力科技,制造业
300612,宣亚国际,租赁和商务服务业
300613,富瀚微,信息传输、软件和信息技术服务业
300614,百川畅银,水利、环境和公共设施管理业
300615,欣天科技,制造业
300616,尚品宅配,制造业
300617,安靠智电,制造业
300618,寒锐钴业,制造业
300619,金银河,制造业
300620,光库科技,制造业
300621,维业股份,建筑业
300622,博士眼镜,批发和零售业
300623,捷捷微电,制造业
300624,万兴科技,信息传输、软件和信息技术服务业
300625,三雄极光,制造业
300626,华瑞股份,制造业
300627,华测导航,制造业
300628,亿联网络,制造业
300629,新劲刚,制造业
300630,普利退,UNMAPPED_300
300631,久吾高科,制造业
300632,光莆股份,制造业
300633,开立医疗,制造业
300634,彩讯股份,信息传输、软件和信息技术服务业
300635,中达安,科学研究和技术服务业
300636,同和药业,制造业
300637,扬帆新材,制造业
300638,广和通,制造业
300639,凯普生物,制造业
300640,德艺文创,制造业
300641,正丹股份,制造业
300642,透景生命,制造业
300643,万通智控,制造业
300644,南京聚隆,制造业
300645,正元智慧,信息传输、软件和信息技术服务业
300647,超频三,制造业
300648,星云股份,制造业
300649,杭州园林,科学研究和技术服务业
300650,太龙股份,批发和零售业
300651,金陵体育,制造业
300652,雷迪克,制造业
300653,正海生物,制造业
300654,世纪天鸿,文化、体育和娱乐业
300655,晶瑞电材,制造业
300656,民德电子,制造业
300657,弘信电子,制造业
300658,延江股份,制造业
300659,中孚信息,信息传输、软件和信息技术服务业
300660,江苏雷利,制造业
300661,圣邦股份,制造业
300662,科锐国际,租赁和商务服务业
300663,科蓝软件,信息传输、软件和信息技术服务业
300664,鹏鹞环保,水利、环境和公共设施管理业
300665,飞鹿股份,制造业
300666,江丰电子,制造业
300667,必创科技,制造业
300668,杰恩股份,租赁和商务服务业
300669,沪宁股份,制造业
300670,大烨智能,制造业
300671,富满微,信息传输、软件和信息技术服务业
300672,国科微,制造业
300673,佩蒂股份,制造业
300674,宇信科技,信息传输、软件和信息技术服务业
300675,建科院,科学研究和技术服务业
300676,华大基因,科学研究和技术服务业
300677,英科医疗,制造业
300678,中科信息,信息传输、软件和信息技术服务业
300679,电连技术,制造业
300680,隆盛科技,制造业
300681,英搏尔,制造业
300682,朗新科技,信息传输、软件和信息技术服务业
300683,海特生物,制造业
300684,中石科技,制造业
300685,艾德生物,制造业
300686,智动力,制造业
