code,name,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,holding_days,entry_reason,exit_reason
603638,艾迪精密,2024-12-05,2024-12-13,79.10653349999998,79.95800100000001,100,85.14675000000267,9.077858051,76.06889194900268,8,standard_520_discipline,discipline_exit
601199,江南水务,2024-12-06,2024-12-16,27.199593,27.372307,100,17.271399999999915,6.395987657,10.875412342999915,10,standard_520_discipline,discipline_exit
688130,晶华微,2024-12-12,2024-12-16,37.562771999999995,36.8825495,100,-68.02224999999922,6.8810100245,-74.90326002449922,4,standard_520_discipline,discipline_exit
688106,金宏气体,2024-12-13,2024-12-16,19.8569235,19.517236500000003,100,-33.968699999999785,5.9953790614999996,-39.96407906149979,3,standard_520_discipline,discipline_exit
301282,金禄电子,2024-12-23,2024-12-24,24.161074499999998,23.137425500000003,100,-102.36489999999954,6.156871275,-108.52177127499954,1,standard_520_discipline,discipline_exit
688584,上海合晶,2025-02-13,2025-02-14,18.6783345,18.679655500000003,100,0.13210000000043465,5.9526624305,-5.820562430499566,1,standard_520_discipline,discipline_exit
688584,上海合晶,2025-02-24,2025-02-25,19.328659499999997,18.859565500000002,100,-46.90939999999948,5.961837840499999,-52.871237840499475,1,standard_520_discipline,discipline_exit
600288,大恒科技,2025-03-11,2025-03-17,44.360169,44.273852000000005,100,-8.631699999999398,7.257966452,-15.889666451999398,6,standard_520_discipline,discipline_exit
603893,瑞芯微,2025-06-26,2025-06-27,155.787855,153.70311,100,-208.4744999999998,12.83885861,-221.3133586099998,1,standard_520_discipline,discipline_exit
600203,福日电子,2025-07-02,2025-07-03,15.955974,15.479256500000002,100,-47.67174999999977,5.7894420815,-53.46119208149977,1,standard_520_discipline,discipline_exit
688106,金宏气体,2025-07-14,2025-07-15,18.845418,18.786602000000002,100,-5.881599999999665,5.958116702,-11.839716701999665,1,standard_520_discipline,discipline_exit
688106,金宏气体,2025-07-22,2025-07-31,19.015503,19.326332,100,31.08290000000018,5.985642932,25.09725706800018,9,standard_520_discipline,discipline_exit
002077,大港股份,2025-07-29,2025-07-31,20.522256,20.305842,100,-21.641400000000033,6.0152921,-27.656692100000033,2,standard_520_discipline,discipline_exit
300568,星源材质,2025-08-14,2025-08-15,90.589272,87.480238,100,-310.9033999999994,9.3740119,-320.2774118999994,1,standard_520_discipline,discipline_exit
002830,名雕股份,2025-09-11,2025-09-12,38.555268,38.416782000000005,100,-13.848599999999323,6.9208391,-20.769439099999325,1,standard_520_discipline,discipline_exit
002132,恒星科技,2025-09-29,2025-09-30,23.0385135,22.608690000000003,100,-42.98234999999977,6.1304345,-49.11278449999977,1,standard_520_discipline,discipline_exit
300568,星源材质,2025-11-05,2025-11-24,96.76835999999999,109.7720865,100,1300.3726500000014,10.488604325,1289.8840456750013,19,standard_520_discipline,discipline_exit
603638,艾迪精密,2026-01-09,2026-01-15,90.537246,89.869043,100,-66.82029999999912,9.583321193,-76.40362119299913,6,standard_520_discipline,discipline_exit
600203,福日电子,2026-02-26,2026-02-27,21.360675,21.208390500000004,100,-15.228449999999683,6.0816279155,-21.310077915499683,1,standard_520_discipline,discipline_exit
688584,上海合晶,2026-03-02,2026-03-03,24.511249499999998,23.847070500000005,100,-66.41789999999936,6.216200595499999,-72.63410059549936,1,standard_520_discipline,discipline_exit
002132,恒星科技,2026-03-03,2026-03-04,22.9804845,21.563213,100,-141.72714999999982,6.07816065,-147.80531064999983,1,standard_520_discipline,discipline_exit
688106,金宏气体,2026-02-27,2026-03-11,24.608297999999998,24.633677000000002,100,2.537900000000448,6.256317527,-3.718417526999552,12,standard_520_discipline,discipline_exit
600288,大恒科技,2026-03-12,2026-03-13,68.50723649999999,66.4177745,100,-208.94619999999975,8.3873064995,-217.33350649949975,1,standard_520_discipline,discipline_exit
300966,共同药业,2026-03-16,2026-03-18,21.392691,21.171409,100,-22.128199999999865,6.0585704499999995,-28.186770449999862,2,standard_520_discipline,discipline_exit
688130,晶华微,2026-06-22,2026-06-23,50.404189499999994,47.272352000000005,100,-313.1837499999989,7.410889952,-320.5946399519989,1,standard_520_discipline,discipline_exit
601199,江南水务,2026-06-23,2026-06-25,28.200093,28.011987,100,-18.810599999999766,6.428611337,-25.239211336999766,2,standard_520_discipline,discipline_exit
603893,瑞芯微,2026-06-24,2026-07-01,181.59074999999999,191.62414,100,1003.3390000000026,14.772831140000001,988.5661688600026,7,standard_520_discipline,discipline_exit
