code,name,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,net_pnl,holding_days,entry_reason,exit_reason,entry_costs,exit_costs,entry_count,trade_id,position_id,entry_fill_id,exit_fill_id,candidate_id,order_intent_id,pending_order_id,signal_date,signal_close,next_open,opening_gap,raw_opening_gap,execution_slippage,all_in_entry_move,planned_stop,planned_target,ex_ante_rr,initial_risk_cash,realized_r_multiple,total_committed_risk_cash,realized_r_on_initial_risk,realized_r_on_total_risk,add_count,all_fill_ids
002560,通达股份,2026-01-19,2026-01-28,10.855424999999999,10.83458,100,-2.084499999999778,10.541729,-12.626228999999778,9,strategy_v5_alpha_first_fit_frozen_entry,time_stop,5.0,5.541729,1,trade_2d410d26e7cd5cf0,pos_ca5c24e3bb8a541b,fill_db0f14a6b7e241ef,fill_35167c456ba6a890,cand_e03c76c3af51b7ed,intent_c0507feb39282ed0,pend_25ba707d0f3f531e,2026-01-16,11.03,10.85,-0.0158272892112421,-0.016319129646418795,0.0004999999999999449,-0.0158272892112421,10.3684,12.390714285714285,2.056702366557264,48.702499999999915,-0.2592521739130394,48.702499999999915,-0.2592521739130394,-0.2592521739130394,0,fill_db0f14a6b7e241ef|fill_35167c456ba6a890
002080,中材科技,2026-01-23,2026-01-28,41.350665,38.9805,300,-711.0495000000001,15.847075,-726.8965750000001,5,strategy_v5_alpha_first_fit_frozen_entry,three_bars_no_high,5.0,10.847075,1,trade_d97ad00a37c72c5d,pos_99a203c937171711,fill_32cde38d8fb1d5b7,fill_d28daff653e476a7,cand_60247cc3ece7e7cb,intent_4445a9feff8df63b,pend_cb87dceb06e23ae8,2026-01-22,41.14,41.33,0.005120685464268249,0.004618376276130265,0.0004999999999999449,0.005120685464268249,38.416000000000004,46.7,2.0411160058737186,880.3994999999986,-0.8256440116106395,880.3994999999986,-0.8256440116106395,-0.8256440116106395,0,fill_32cde38d8fb1d5b7|fill_d28daff653e476a7
688291,金橙子,2026-01-20,2026-01-29,51.28563,46.95651,200,-865.8239999999992,14.892135280000002,-880.7161352799992,9,strategy_v5_alpha_first_fit_frozen_entry,time_stop,5.10257126,9.78956402,1,trade_e70be69981c058ef,pos_db2206b84583a658,fill_7ab93b9a964b5b92,fill_db33d1b563586474,cand_3e44707f24f3c5ab,intent_05bd812f06e005b9,pend_54cb02557f55f770,2026-01-19,51.05,51.26,0.004615670910871783,0.004113614103819829,0.0004999999999999449,0.004615670910871783,46.55,63.78928571428571,2.8309523809523807,947.1260000000001,-0.9298827561274837,947.1260000000001,-0.9298827561274837,-0.9298827561274837,0,fill_7ab93b9a964b5b92|fill_db33d1b563586474
300242,佳云科技,2026-01-27,2026-01-29,6.48324,5.937030000000001,2100,-1147.0409999999988,16.233881500000003,-1163.2748814999989,2,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,11.233881500000003,1,trade_1befdce4fbf73fe0,pos_4a93d0aaac608b68,fill_be777530cbd736c3,fill_530ff0c4390a1abc,cand_ec2694e930fa356a,intent_d9d1f3607c27a866,pend_f28059cf0fb03f59,2026-01-26,6.68,6.48,-0.02945508982035916,-0.029940119760478945,0.0004999999999999449,-0.02945508982035916,6.1544,8.107142857142856,2.7152641878669264,690.564000000001,-1.6845287062459051,690.564000000001,-1.6845287062459051,-1.6845287062459051,0,fill_be777530cbd736c3|fill_530ff0c4390a1abc
300244,迪安诊断,2026-01-29,2026-01-30,24.03201,24.7876,600,453.35400000000095,17.43628,435.91772000000094,1,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,12.43628,1,trade_88cd95e4e4073290,pos_69053c3cf430bf72,fill_b54473d888bd63f8,fill_4d44370b889c911e,cand_4990f7c6fae0cd94,intent_230f2f78c03ef4aa,pend_fcc769916754395a,2026-01-28,24.32,24.02,-0.011841694078947418,-0.012335526315789491,0.0004999999999999449,-0.011841694078947418,23.666999999999998,26.06,2.6646248085757924,219.00600000000097,1.9904373396162618,219.00600000000097,1.9904373396162618,1.9904373396162618,0,fill_b54473d888bd63f8|fill_4d44370b889c911e
300863,卡倍亿,2026-01-30,2026-02-02,55.097535,60.41977500000001,200,1064.4480000000017,16.0419775,1048.4060225000017,3,strategy_v5_alpha_first_fit_frozen_entry,target_close_confirmed,5.0,11.041977500000002,1,trade_033e0c532daf3bf6,pos_c39724595aef9c5c,fill_ab217edca61845c3,fill_d8bcd17629346a39,cand_26d34deafb8c80f6,intent_b18aa654f8c79478,pend_0f6d47a0604caab1,2026-01-29,55.0,55.07,0.0017733636363637117,0.0012727272727273142,0.0004999999999999449,0.0017733636363637117,53.76279999999999,58.47,2.8047203362431095,266.9470000000018,3.9273939115254883,266.9470000000018,3.9273939115254883,3.9273939115254883,0,fill_ab217edca61845c3|fill_d8bcd17629346a39
600486,扬农化工,2026-01-21,2026-02-03,74.13704999999999,73.833065,200,-60.796999999996615,17.67924673,-78.47624672999662,13,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.1482741,12.530972629999999,1,trade_0eb1072719c0bb3a,pos_4a09a2767de3511e,fill_9a55a83f72f736b0,fill_df86d4230f95d351,cand_18a3224b5acff405,intent_6afa5e3438bd723b,pend_0dcefb53fba936bc,2026-01-20,74.15,74.1,-0.00017464598786265384,-0.0006743088334458802,0.0004999999999999449,-0.00017464598786265384,70.7364,81.86214285714287,2.2592403495262654,680.1299999999969,-0.11538418644964488,680.1299999999969,-0.11538418644964488,-0.11538418644964488,0,fill_9a55a83f72f736b0|fill_df86d4230f95d351
300708,聚灿光电,2026-01-29,2026-02-03,10.38519,10.044975,1600,-544.3439999999981,18.035980000000002,-562.3799799999981,5,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,13.03598,1,trade_b00880a7cb284975,pos_2e97ce04376ae060,fill_30e3aae074dd150c,fill_0e40e49c1dc2db3e,cand_581e18fb6938cb4d,intent_1a43dc3f1aa67584,pend_9db5727a7cc69896,2026-01-28,10.51,10.38,-0.011875356803044745,-0.01236917221693612,0.0004999999999999449,-0.011875356803044745,9.9274,11.8,2.2142121524201896,732.4639999999988,-0.7677919733939129,732.4639999999988,-0.7677919733939129,-0.7677919733939129,0,fill_30e3aae074dd150c|fill_0e40e49c1dc2db3e
000560,我爱我家,2026-02-02,2026-02-03,3.3216599999999996,3.27836,5000,-216.49999999999724,18.1959,-234.69589999999724,1,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,13.1959,1,trade_7eb5bf4e917bd392,pos_f4d499cb94c05f73,fill_bda6849ba4a1ce36,fill_809bed20cbe33b7b,cand_c69b999ceb4a0d55,intent_829d678ed75328c6,pend_3a035c24ff2f3540,2026-01-30,3.34,3.32,-0.00549101796407192,-0.005988023952095856,0.0004999999999999449,-0.00549101796407192,3.2144,3.7449999999999997,3.2245222929936306,536.2999999999985,-0.43762054820063007,536.2999999999985,-0.43762054820063007,-0.43762054820063007,0,fill_bda6849ba4a1ce36|fill_809bed20cbe33b7b
000863,三湘印象,2026-02-02,2026-02-03,6.713355,6.17691,2500,-1341.112499999999,17.7211375,-1358.833637499999,1,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,12.721137500000001,1,trade_e9c9cde4dbd0a567,pos_b0dbf52673145d4f,fill_77fb0d8f6dfd92d8,fill_cd07797a406427f0,cand_7af85296003afcee,intent_9b8ef327172a00ec,pend_cf0dfdb8f0f45a84,2026-01-30,6.71,6.71,0.0004999999999999449,0.0,0.0004999999999999449,0.0004999999999999449,6.3797999999999995,7.766428571428572,3.1993596954226855,833.8875000000012,-1.6295167363703102,833.8875000000012,-1.6295167363703102,-1.6295167363703102,0,fill_77fb0d8f6dfd92d8|fill_cd07797a406427f0
000962,东方钽业,2026-02-05,2026-02-06,44.92245,40.75961,300,-1248.8519999999987,16.1139415,-1264.9659414999987,1,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,11.1139415,1,trade_9af1980b67f0426f,pos_92baea781b5eeb30,fill_19a70b8d0772d522,fill_70fe7f06de29d415,cand_4b1468f6cb45ac5c,intent_51ed1767e67cc1f2,pend_485563b4d4375fa4,2026-02-04,44.9,44.9,0.0004999999999999449,0.0,0.0004999999999999449,0.0004999999999999449,43.365,53.816428571428574,5.808748255002342,467.23499999999876,-2.707344144809362,467.23499999999876,-2.707344144809362,-2.707344144809362,0,fill_19a70b8d0772d522|fill_70fe7f06de29d415
002922,伊戈尔,2026-02-05,2026-02-06,44.022,39.470255,300,-1365.523499999999,15.92053825,-1381.444038249999,1,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,10.92053825,1,trade_8f820f08c48dabe9,pos_d9b62c408b9b9144,fill_403d0d95f628c877,fill_7652627b568c3f92,cand_336226f28bfff9de,intent_f828e59cc3edeecf,pend_35bc2bbfb80f7716,2026-02-04,44.16,44.0,-0.0031249999999999334,-0.0036231884057970065,0.0004999999999999449,-0.0031249999999999334,41.9538,52.326428571428565,3.701581258013138,620.4599999999992,-2.226483638348968,620.4599999999992,-2.226483638348968,-2.226483638348968,0,fill_403d0d95f628c877|fill_7652627b568c3f92
000738,航发控制,2026-02-05,2026-02-11,26.763375,27.346320000000002,600,349.76700000000136,18.203896,331.5631040000014,6,strategy_v5_alpha_first_fit_frozen_entry,three_bars_no_high,5.0,13.203896,1,trade_628427db78769629,pos_6fa94fbf5eec721a,fill_0c2dd2d09c9e4999,fill_732fb2973be6fa3b,cand_5312f87f00126f17,intent_107fcf3cf1068559,pend_c13ae8029206cec7,2026-02-04,27.42,26.75,-0.02394693654266966,-0.024434719183078157,0.0004999999999999449,-0.02394693654266966,25.676,32.47714285714286,2.8997378768020914,652.4250000000009,0.5082011020423818,652.4250000000009,0.5082011020423818,0.5082011020423818,0,fill_0c2dd2d09c9e4999|fill_732fb2973be6fa3b
600763,通策医疗,2026-02-05,2026-02-11,48.524249999999995,48.625675,300,30.427500000001828,17.585301025,12.842198975001828,6,strategy_v5_alpha_first_fit_frozen_entry,three_bars_no_high,5.14557275,12.439728275,1,trade_bd216841ffffe25a,pos_2f4be94f0179063d,fill_d0d781865c59fe58,fill_00853c8f21990da4,cand_0ca6a109dcbbda4c,intent_c3cd87bfb572aec9,pend_c6b3f4fc604fd111,2026-02-04,48.84,48.5,-0.006464987714987935,-0.006961506961506991,0.0004999999999999449,-0.006464987714987935,46.8244,53.970000000000006,2.5451478467949924,509.95499999999936,0.02518300433371934,509.95499999999936,0.02518300433371934,0.02518300433371934,0,fill_d0d781865c59fe58|fill_00853c8f21990da4
002041,登海种业,2026-02-11,2026-02-13,10.4052,10.294850000000002,700,-77.24499999999904,13.6031975,-90.84819749999903,2,strategy_v5_alpha_first_fit_frozen_entry,ma20_break,5.0,8.6031975,1,trade_7b6c70ffb48752ef,pos_abf68363406fa274,fill_c0a105cfde9c42d9,fill_f9e4245309723b87,cand_8d2a26dc9b334d4d,intent_87d913208be3e47d,pend_3905d30c564995b4,2026-02-10,10.45,10.4,-0.004287081339712784,-0.004784688995215225,0.0004999999999999449,-0.004287081339712784,10.2214,10.97,2.274715660542437,128.66000000000105,-0.7061106598787369,128.66000000000105,-0.7061106598787369,-0.7061106598787369,0,fill_c0a105cfde9c42d9|fill_f9e4245309723b87
601872,招商轮船,2026-02-05,2026-02-24,12.006,13.403295000000002,1300,1816.4835000000019,19.042462585,1797.4410374150018,19,strategy_v5_alpha_first_fit_frozen_entry,time_stop,5.156078,13.886384585,1,trade_ef481dd2d8f00de3,pos_5b49e2824abb6d7b,fill_036e4ee847fe43d6,fill_e9075e8beb0c8bae,cand_e1f1adec60427a92,intent_54f7463bd169bf9c,pend_d98abb5671aaf615,2026-02-04,12.0,12.0,0.0004999999999999449,0.0,0.0004999999999999449,0.0004999999999999449,11.2602,13.669285714285714,2.256401343992582,969.5400000000012,1.853911171705138,969.5400000000012,1.853911171705138,1.853911171705138,0,fill_036e4ee847fe43d6|fill_e9075e8beb0c8bae
300738,奥飞数据,2026-02-12,2026-02-25,25.79956,24.237875000000003,300,-468.50549999999913,18.63568125,-487.14118124999914,13,strategy_v5_alpha_first_fit_frozen_entry,close_stop,10.0,8.635681250000001,2,trade_e9d640589c56e16c,pos_730cc05f364c6d37,fill_fbbb7c0f5bdbd2f0,fill_7ec802e8bb39c81d,cand_29debcf2b6bc58c2,intent_4befd1f8e998b36b,pend_09be869f9aaba146,2026-02-11,25.28,25.78,0.020288370253164434,0.019778481012658222,0.0007587276958882505,0.02055221518987338,23.7944,29.69,2.968497576736669,399.6980000000001,-1.2187731268357584,524.128,-1.2187731268357584,-0.9294317060908769,1,fill_fbbb7c0f5bdbd2f0|fill_798d892208892779|fill_7ec802e8bb39c81d
300739,明阳电路,2026-02-12,2026-02-25,21.140565,24.287850000000002,300,944.1855000000011,13.6431775,930.5423225000011,13,strategy_v5_alpha_first_fit_frozen_entry,target_close_confirmed,5.0,8.6431775,1,trade_7cf02d95906a5bb3,pos_70f66ab046d68959,fill_e6891457acba9b83,fill_91688d1ae3ebc953,cand_986df8405626637d,intent_6e490d37a31a2c42,pend_966027fdc402064e,2026-02-11,21.14,21.13,2.672658467361977e-05,-0.00047303689687805406,0.0004999999999999449,2.672658467361977e-05,19.991999999999997,24.032857142857143,2.519910403185657,344.5695000000004,2.700593994825427,344.5695000000004,2.700593994825427,2.700593994825427,0,fill_e6891457acba9b83|fill_91688d1ae3ebc953
000628,高新发展,2026-02-24,2026-02-25,56.878425,52.663655,100,-421.47700000000015,12.63318275,-434.11018275000015,1,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,7.63318275,1,trade_ec22a9690c1f32c3,pos_283eb9c45cb3b492,fill_6a657f51c704a67f,fill_f6440b3716ded0e6,cand_f1047f6376dc1416,intent_04388ba02accfb9e,pend_fbbc3f609a97d3aa,2026-02-13,56.1,56.85,0.013875668449197853,0.013368983957219305,0.0004999999999999449,0.013875668449197853,53.9196,62.61000000000001,2.985690698954324,295.8824999999997,-1.4671708625890365,295.8824999999997,-1.4671708625890365,-1.4671708625890365,0,fill_6a657f51c704a67f|fill_f6440b3716ded0e6
000338,潍柴动力,2026-02-11,2026-03-03,25.65282,27.616185,300,589.0095000000009,14.14242775,574.8670722500009,20,strategy_v5_alpha_first_fit_frozen_entry,three_bars_no_high,5.0,9.14242775,1,trade_2f85920810c8fb78,pos_8b1a8cd6609dd0b2,fill_df004a43382d2a1a,fill_bdef1b31a19680fe,cand_7a7308ccdd1d3c98,intent_48c64c24bdec1682,pend_a399bb25fbc99afb,2026-02-10,25.89,25.64,-0.00916106604866751,-0.009656237929702605,0.0004999999999999449,-0.00916106604866751,24.793999999999997,29.70214285714286,3.4782325338894586,257.6460000000004,2.2312283996258433,257.6460000000004,2.2312283996258433,2.2312283996258433,0,fill_df004a43382d2a1a|fill_bdef1b31a19680fe
000021,深科技,2026-02-25,2026-03-04,33.74486399999999,30.66466,500,-1540.1019999999955,22.666165,-1562.7681649999956,7,strategy_v5_alpha_first_fit_frozen_entry,close_stop,10.0,12.666165,2,trade_1d4f278180df4978,pos_27dd09e745d02865,fill_b7cec43e15034c05,fill_1f46df014a4c294d,cand_0b20e7b115f71409,intent_e8fe7d421c7dba54,pend_5062bfb608bbbe55,2026-02-24,33.77,33.66,-0.0027589576547233374,-0.0032573289902282365,0.0025212121212119243,-0.0007443292863491546,31.654,39.53428571428572,2.7241425870915457,809.1319999999982,-1.9314131254232918,1006.2319999999979,-1.9314131254232918,-1.5530893124050904,1,fill_b7cec43e15034c05|fill_3cec7a167f136dfd|fill_1f46df014a4c294d
000683,博源化工,2026-02-26,2026-03-09,9.196701315789472,9.985005000000001,1900,1497.7770000000053,24.485754749999998,1473.2912452500052,11,strategy_v5_alpha_first_fit_frozen_entry,three_bars_no_high,10.0,14.48575475,2,trade_49ba8d768b2c5ba3,pos_af4f917a695b4e31,fill_d23d66b11411ec63,fill_43367887c4857abf,cand_5bade2b312a31d67,intent_d4f2a636e5bbab96,pend_a0db7b04de16e87c,2026-02-25,9.06,9.17,0.012647350993377326,0.012141280353200834,0.0029118119726796454,0.015088445451376442,8.5162,10.392857142857144,2.451006147217987,1053.4159999999986,1.3985844578495175,1181.2324999999985,1.3985844578495175,1.2472491615748864,1,fill_d23d66b11411ec63|fill_2facfe43db096696|fill_43367887c4857abf
000688,国城矿业,2026-02-26,2026-03-09,38.019,33.453265,200,-913.1469999999993,13.3453265,-926.4923264999993,11,strategy_v5_alpha_first_fit_frozen_entry,time_stop,5.0,8.3453265,1,trade_404ba80f8198ae4c,pos_a611161211f88f4c,fill_886de4998d723d2c,fill_278aa53aee98eb2d,cand_4979642ae838faed,intent_6c57951ec2445e8d,pend_691fad77cd4cac49,2026-02-25,35.82,38.0,0.06139028475711883,0.06085985482970413,0.0004999999999999449,0.06139028475711883,32.6732,42.62357142857143,2.1620603243203993,1069.1599999999994,-0.8665609698267798,1069.1599999999994,-0.8665609698267798,-0.8665609698267798,0,fill_886de4998d723d2c|fill_278aa53aee98eb2d
002270,华明装备,2026-03-06,2026-03-12,35.99799,36.081950000000006,500,41.98000000000235,24.0204875,17.959512500002347,6,strategy_v5_alpha_first_fit_frozen_entry,three_bars_no_high,10.0,14.020487500000002,2,trade_5f1d8360e6e29ce9,pos_fa3c1f25824960cb,fill_d875acd522295dae,fill_69b48f638f9f047a,cand_56f0c153daf8fbe3,intent_1cec853bb2ae1d6c,pend_f9fa4df4d4b4cd7d,2026-03-05,36.3,36.02,-0.007217355371900713,-0.00771349862258941,-0.0006110494169906389,-0.008319834710743712,34.593999999999994,42.25714285714285,3.4918774074694285,577.6040000000023,0.031093123489453457,652.9950000000028,0.031093123489453457,0.02750329252138572,1,fill_d875acd522295dae|fill_914c748b5f054952|fill_69b48f638f9f047a
000875,电投绿能,2026-02-26,2026-03-16,7.546271249999998,8.07596,2800,1483.128500000005,26.959516,1456.1689840000051,18,strategy_v5_alpha_first_fit_frozen_entry,three_bars_no_high,10.0,16.959516,2,trade_176cd6f5f93dfaab,pos_24df102e56202f49,fill_4bc8a76fa201d1ef,fill_d9f350fe38b797cb,cand_b81067ed34d167bd,intent_d015c296bf6a19b0,pend_7c81f3ee63cb101f,2026-02-25,7.51,7.5,-0.000832223701731083,-0.0013315579227696217,0.006169499999999717,0.0048297270306256745,7.1442,8.577142857142857,2.9172850113254682,755.0549999999992,1.9285601499228622,1043.4794999999988,1.9285601499228622,1.3954936191846672,1,fill_4bc8a76fa201d1ef|fill_7310ddb54ca26cc1|fill_d9f350fe38b797cb
300185,通裕重工,2026-03-10,2026-03-16,3.311972619047619,4.107945000000001,6300,5014.626000000007,29.410040125000005,4985.215959875007,6,strategy_v5_alpha_first_fit_frozen_entry,target_close_confirmed,10.0,19.410040125000005,2,trade_cf1dc4cd1fe19480,pos_e5b87519cfdbb465,fill_c4968cc9142662ac,fill_b64324f41e649093,cand_2ddbb2219583f305,intent_39430e368f209395,pend_8db907a6abd8e16b,2026-03-09,3.3,3.29,-0.002531818181818135,-0.003030303030302939,0.006678607613257892,0.0036280663780663414,3.1752000000000002,3.5678571428571426,2.1462912087912156,547.2914999999986,9.108886141800156,798.9474999999984,9.108886141800156,6.2397290934323175,1,fill_c4968cc9142662ac|fill_3d4fe96c55fdd200|fill_b64324f41e649093
300005,探路者,2026-03-11,2026-03-16,15.097544999999998,14.492750000000001,300,-181.43849999999927,12.1739125,-193.61241249999927,5,strategy_v5_alpha_first_fit_frozen_entry,close_stop,5.0,7.1739125,1,trade_74310fb316e8978b,pos_701ab2a8ae3154d4,fill_423ddb0d7500fd24,fill_320f5c6eddbd42e4,cand_7d20c615ad194897,intent_3ccc2217d9b43993,pend_6b53bc1162e69d5a,2026-03-10,15.18,15.09,-0.00543181818181826,-0.005928853754940677,0.0004999999999999449,-0.00543181818181826,14.5628,17.07,3.0622164614387546,160.42349999999973,-1.206883109394818,160.42349999999973,-1.206883109394818,-1.206883109394818,0,fill_423ddb0d7500fd24|fill_320f5c6eddbd42e4
