candidate_id,date,code,name,industry,market_regime,eligible,market_ok,alpha_pass,entry_pass,regime_pass,sector_data_status,four_no_pass,stop_valid,rr_pass,position_neutral_sizing_feasible,alpha_total,sector_bonus,ranking_score,trend_score,relative_strength_score,volume_quality_score,risk_score,sector_heat_score,entry_score,hard_pass,rank,selected,reason_code,order_intent_id,pending_order_id,requested_shares,shares,signal_close,planned_stop,planned_target,ex_ante_rr,initial_risk_cash,stop,target,rr,reason_codes,reasons
cand_3e44707f24f3c5ab,2026-01-19,688291,金橙子,信息传输、软件和信息技术服务业,BULL,1,1,1,1,1,mapped,1,1,1,1,75.000000,1.002703,76.002703,35.000000,20.000000,20.000000,0.000000,86.711712,60.000000,1,4869,1,ok,intent_05bd812f06e005b9,pend_54cb02557f55f770,200,200,51.050000,46.550000,63.789286,2.830952,900.000000,46.550000,63.789286,2.830952,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=29.47|rs60=56.50|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_18a3224b5acff405,2026-01-20,600486,扬农化工,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,85.000000,0.000000,85.000000,25.000000,20.000000,20.000000,20.000000,0.000000,60.000000,1,3270,1,ok,intent_6afa5e3438bd723b,pend_0dcefb53fba936bc,200,200,74.150000,70.736400,81.862143,2.259240,682.720000,70.736400,81.862143,2.259240,ok,MA20>MA60|close>MA20|rs20=2.93|rs60=12.37|up_volume_confirm|volume_not_exhausted|pullback_volume_control|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_60247cc3ece7e7cb,2026-01-22,002080,中材科技,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,87.000000,0.000000,87.000000,35.000000,20.000000,20.000000,12.000000,0.000000,60.000000,1,597,1,ok,intent_4445a9feff8df63b,pend_cb87dceb06e23ae8,400,400,41.140000,38.416000,46.700000,2.041116,817.200000,38.416000,46.700000,2.041116,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=6.29|rs60=18.43|up_volume_confirm|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_d371c46c5bc35445,2026-01-22,300731,科创新源,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,80.000000,0.000000,80.000000,35.000000,20.000000,20.000000,5.000000,0.000000,60.000000,1,2219,1,ok,intent_5a53d11c89feb66d,pend_21ee74efa43a3163,100,100,64.500000,61.936000,76.500000,4.680187,512.800000,61.936000,76.500000,4.680187,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=14.11|rs60=45.15|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_ec2694e930fa356a,2026-01-26,300242,佳云科技,租赁和商务服务业,BULL,1,1,1,1,1,mapped,1,1,1,1,75.000000,0.800000,75.800000,35.000000,20.000000,20.000000,0.000000,83.333333,60.000000,1,1755,1,ok,intent_d9d1f3607c27a866,pend_f28059cf0fb03f59,2100,2100,6.680000,6.154400,8.107143,2.715264,998.640000,6.154400,8.107143,2.715264,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=28.83|rs60=48.18|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_4990f7c6fae0cd94,2026-01-28,300244,迪安诊断,卫生和社会工作,BULL,1,1,1,1,1,fallback,1,1,1,1,70.000000,0.000000,70.000000,40.000000,20.000000,5.000000,5.000000,0.000000,80.000000,1,1757,1,ok,intent_230f2f78c03ef4aa,pend_fcc769916754395a,600,600,24.320000,23.667000,26.060000,2.664625,391.800000,23.667000,26.060000,2.664625,ok,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=54.70|rs60=45.47|pullback_volume_control|high_atr|trend_ma20_gt_ma60|near_ma20|pullback_reclaimed_ma20|volume_confirmed|rsi_entry_zone
cand_581e18fb6938cb4d,2026-01-28,300708,聚灿光电,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,72.000000,0.000000,72.000000,25.000000,20.000000,15.000000,12.000000,0.000000,60.000000,1,2198,1,ok,intent_1a43dc3f1aa67584,pend_9db5727a7cc69896,1600,1600,10.510000,9.927400,11.800000,2.214212,815.640000,9.927400,11.800000,2.214212,ok,MA20>MA60|close>MA20|rs20=17.47|rs60=14.36|up_volume_confirm|volume_not_exhausted|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_26d34deafb8c80f6,2026-01-29,300863,卡倍亿,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,72.000000,0.000000,72.000000,35.000000,20.000000,5.000000,12.000000,0.000000,70.000000,1,2344,1,ok,intent_b18aa654f8c79478,pend_0f6d47a0604caab1,200,200,55.000000,53.762800,58.470000,2.804720,247.440000,53.762800,58.470000,2.804720,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=4.76|rs60=9.30|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|near_ma20|pullback_reclaimed_ma20|rsi_entry_zone
cand_c69b999ceb4a0d55,2026-01-30,000560,我爱我家,房地产业,BULL,1,1,1,1,1,fallback,1,1,1,1,77.000000,0.000000,77.000000,35.000000,20.000000,10.000000,12.000000,0.000000,60.000000,1,138,1,ok,intent_829d678ed75328c6,pend_3a035c24ff2f3540,5000,5000,3.340000,3.214400,3.745000,3.224522,552.640000,3.214400,3.745000,3.224522,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=12.73|rs60=14.26|up_volume_confirm|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_7af85296003afcee,2026-01-30,000863,三湘印象,房地产业,BULL,1,1,1,1,1,fallback,1,1,1,1,77.000000,0.000000,77.000000,35.000000,20.000000,10.000000,12.000000,0.000000,60.000000,1,328,1,ok,intent_9b8ef327172a00ec,pend_cf0dfdb8f0f45a84,2500,2500,6.710000,6.379800,7.766429,3.199360,726.440000,6.379800,7.766429,3.199360,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=6.05|rs60=62.75|up_volume_confirm|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_5312f87f00126f17,2026-02-04,000738,航发控制,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,70.000000,0.000000,70.000000,35.000000,20.000000,10.000000,5.000000,0.000000,60.000000,1,256,1,ok,intent_107fcf3cf1068559,pend_c13ae8029206cec7,600,600,27.420000,25.676000,32.477143,2.899738,872.000000,25.676000,32.477143,2.899738,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=25.82|rs60=44.47|up_volume_confirm|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_4b1468f6cb45ac5c,2026-02-04,000962,东方钽业,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,75.000000,0.000000,75.000000,35.000000,20.000000,20.000000,0.000000,0.000000,60.000000,1,394,1,ok,intent_51ed1767e67cc1f2,pend_485563b4d4375fa4,300,300,44.900000,43.365000,53.816429,5.808748,460.500000,43.365000,53.816429,5.808748,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=29.19|rs60=60.17|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_336226f28bfff9de,2026-02-04,002922,伊戈尔,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,80.000000,0.000000,80.000000,35.000000,20.000000,20.000000,5.000000,0.000000,60.000000,1,1376,1,ok,intent_f828e59cc3edeecf,pend_35bc2bbfb80f7716,300,300,44.160000,41.953800,52.326429,3.701581,661.860000,41.953800,52.326429,3.701581,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=25.61|rs60=39.85|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_0ca6a109dcbbda4c,2026-02-04,600763,通策医疗,卫生和社会工作,BULL,1,1,1,1,1,fallback,1,1,1,1,75.000000,0.000000,75.000000,25.000000,20.000000,10.000000,20.000000,0.000000,60.000000,1,3504,1,ok,intent_c3cd87bfb572aec9,pend_c6b3f4fc604fd111,300,300,48.840000,46.824400,53.970000,2.545148,604.680000,46.824400,53.970000,2.545148,ok,MA20>MA60|close>MA20|rs20=20.70|rs60=9.65|volume_not_exhausted|pullback_volume_control|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_e1f1adec60427a92,2026-02-04,601872,招商轮船,交通运输、仓储和邮政业,BULL,1,1,1,1,1,fallback,1,1,1,1,92.000000,0.000000,92.000000,40.000000,20.000000,20.000000,12.000000,0.000000,60.000000,1,3860,1,ok,intent_54f7463bd169bf9c,pend_d98abb5671aaf615,1300,1300,12.000000,11.260200,13.669286,2.256401,887.760000,11.260200,13.669286,2.256401,ok,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=34.82|rs60=40.77|up_volume_confirm|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_7a7308ccdd1d3c98,2026-02-10,000338,潍柴动力,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,82.000000,0.000000,82.000000,40.000000,20.000000,10.000000,12.000000,0.000000,60.000000,1,66,1,ok,intent_48c64c24bdec1682,pend_a399bb25fbc99afb,300,300,25.890000,24.794000,29.702143,3.478233,548.000000,24.794000,29.702143,3.478233,ok,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=37.03|rs60=49.95|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_8d2a26dc9b334d4d,2026-02-10,002041,登海种业,农、林、牧、渔业,BULL,1,1,1,1,1,fallback,1,1,1,1,72.000000,0.000000,72.000000,35.000000,20.000000,5.000000,12.000000,0.000000,70.000000,1,560,1,ok,intent_87d913208be3e47d,pend_3905d30c564995b4,700,700,10.450000,10.221400,10.970000,2.274716,320.040000,10.221400,10.970000,2.274716,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=8.17|rs60=6.21|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|near_ma20|pullback_reclaimed_ma20|rsi_entry_zone
cand_29debcf2b6bc58c2,2026-02-11,300738,奥飞数据,信息传输、软件和信息技术服务业,BULL,1,1,1,1,1,mapped,1,1,1,1,70.000000,0.000000,70.000000,25.000000,20.000000,20.000000,5.000000,56.588252,60.000000,1,2225,1,ok,intent_4befd1f8e998b36b,pend_09be869f9aaba146,300,300,25.280000,23.794400,29.690000,2.968498,742.800000,23.794400,29.690000,2.968498,ok,MA20>MA60|close>MA20|rs20=4.45|rs60=28.67|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_986df8405626637d,2026-02-11,300739,明阳电路,制造业,BULL,1,1,1,1,1,fallback,1,1,1,1,92.000000,0.000000,92.000000,40.000000,20.000000,20.000000,12.000000,0.000000,60.000000,1,2226,1,ok,intent_6e490d37a31a2c42,pend_966027fdc402064e,300,300,21.140000,19.992000,24.032857,2.519910,803.600000,19.992000,24.032857,2.519910,ok,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=13.94|rs60=27.26|up_volume_confirm|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_f1047f6376dc1416,2026-02-13,000628,高新发展,建筑业,BULL,1,1,1,1,1,fallback,1,1,1,1,75.000000,0.000000,75.000000,25.000000,20.000000,10.000000,20.000000,0.000000,60.000000,1,183,1,ok,intent_04388ba02accfb9e,pend_fbbc3f609a97d3aa,100,100,56.100000,53.919600,62.610000,2.985691,436.080000,53.919600,62.610000,2.985691,ok,MA20>MA60|close>MA20|rs20=12.60|rs60=24.21|up_volume_confirm|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_0b20e7b115f71409,2026-02-24,000021,深科技,制造业,BULL,1,1,1,1,1,mapped,1,1,1,1,77.000000,0.349376,77.349376,35.000000,20.000000,10.000000,12.000000,75.822934,60.000000,1,16,1,ok,intent_e8fe7d421c7dba54,pend_5062bfb608bbbe55,400,400,33.770000,31.654000,39.534286,2.724143,846.400000,31.654000,39.534286,2.724143,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=8.32|rs60=39.97|up_volume_confirm|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_5bade2b312a31d67,2026-02-25,000683,博源化工,制造业,BULL,1,1,1,1,1,mapped,1,1,1,1,82.000000,0.952679,82.952679,40.000000,20.000000,10.000000,12.000000,85.877983,80.000000,1,215,1,ok,intent_d4f2a636e5bbab96,pend_a0db7b04de16e87c,1800,1800,9.060000,8.516200,10.392857,2.451006,870.080000,8.516200,10.392857,2.451006,ok,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=5.11|rs60=21.63|up_volume_confirm|mid_atr|trend_ma20_gt_ma60|pullback_reclaimed_ma20|price_recovered|volume_confirmed|rsi_entry_zone
cand_4979642ae838faed,2026-02-25,000688,国城矿业,采矿业,BULL,1,1,1,1,1,mapped,1,1,1,1,75.000000,1.338095,76.338095,35.000000,20.000000,20.000000,0.000000,92.301587,60.000000,1,218,1,ok,intent_6c57951ec2445e8d,pend_691fad77cd4cac49,300,300,35.820000,32.673200,42.623571,2.162060,944.040000,32.673200,42.623571,2.162060,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=40.77|rs60=27.87|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_b81067ed34d167bd,2026-02-25,000875,电投绿能,电力、热力、燃气及水生产和供应业,BULL,1,1,1,1,1,mapped,1,1,1,1,87.000000,0.362326,87.362326,35.000000,20.000000,20.000000,12.000000,76.038775,60.000000,1,331,1,ok,intent_d015c296bf6a19b0,pend_7c81f3ee63cb101f,2200,2200,7.510000,7.144200,8.577143,2.917285,695.020000,7.144200,8.577143,2.917285,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=13.26|rs60=30.21|up_volume_confirm|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_c5c49fc348d1c981,2026-03-03,000338,潍柴动力,制造业,BULL,1,1,1,1,1,mapped,1,1,1,1,72.000000,0.000000,72.000000,35.000000,20.000000,5.000000,12.000000,65.316937,80.000000,1,66,1,ok,intent_05f28b8bd535436c,pend_87237a8de658a061,300,300,26.460000,25.872000,27.680000,2.074830,294.000000,25.872000,27.680000,2.074830,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=9.88|rs60=52.72|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|near_ma20|pullback_reclaimed_ma20|volume_confirmed|rsi_entry_zone
cand_b6cf0a9327b857a3,2026-03-05,000591,太阳能,电力、热力、燃气及水生产和供应业,BULL,1,1,1,1,1,mapped,1,1,1,1,85.000000,1.352000,86.352000,35.000000,20.000000,10.000000,20.000000,92.533333,60.000000,1,157,1,ok,intent_29f38259d5413d51,pend_d1934310ba66712f,2700,2700,6.070000,5.811400,6.792143,2.792509,620.640000,5.811400,6.792143,2.792509,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=9.50|rs60=33.03|up_volume_confirm|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_56f0c153daf8fbe3,2026-03-05,002270,华明装备,制造业,BULL,1,1,1,1,1,mapped,1,1,1,1,77.000000,0.105197,77.105197,35.000000,20.000000,10.000000,12.000000,71.753280,60.000000,1,778,1,ok,intent_1cec853bb2ae1d6c,pend_f9fa4df4d4b4cd7d,400,400,36.300000,34.594000,42.257143,3.491877,682.400000,34.594000,42.257143,3.491877,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=20.31|rs60=46.43|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_a3e3cd70ec9421a4,2026-03-09,000833,粤桂股份,综合,BULL,1,1,1,1,1,fallback,1,1,1,1,75.000000,0.000000,75.000000,35.000000,20.000000,20.000000,0.000000,0.000000,60.000000,1,315,1,ok,intent_34c05c8750092bf0,pend_079cc69ec037d93c,600,600,26.660000,25.970000,31.700000,7.304348,345.000000,25.970000,31.700000,7.304348,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=31.04|rs60=29.34|up_volume_confirm|volume_not_exhausted|pullback_volume_control|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_2ddbb2219583f305,2026-03-09,300185,通裕重工,制造业,BULL,1,1,1,1,1,mapped,1,1,1,1,85.000000,0.000000,85.000000,25.000000,20.000000,20.000000,20.000000,69.966900,60.000000,1,1701,1,ok,intent_39430e368f209395,pend_8db907a6abd8e16b,4700,4700,3.300000,3.175200,3.567857,2.146291,561.600000,3.175200,3.567857,2.146291,ok,MA20>MA60|close>MA20|rs20=12.30|rs60=12.72|up_volume_confirm|volume_not_exhausted|pullback_volume_control|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_7d20c615ad194897,2026-03-10,300005,探路者,制造业,BULL,1,1,1,1,1,mapped,1,1,1,1,77.000000,0.805067,77.805067,35.000000,20.000000,10.000000,12.000000,83.417778,60.000000,1,1532,1,ok,intent_3ccc2217d9b43993,pend_6b53bc1162e69d5a,300,300,15.180000,14.562800,17.070000,3.062216,555.480000,14.562800,17.070000,3.062216,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=7.87|rs60=49.44|volume_not_exhausted|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_8256ced6619e8dae,2026-03-12,000545,金浦钛业,制造业,BULL,1,1,1,1,1,mapped,1,1,1,1,70.000000,0.126735,70.126735,40.000000,20.000000,10.000000,0.000000,72.112257,60.000000,1,125,1,ok,intent_1887255c8c20aeb3,pend_530b245782f1f597,4200,4200,3.940000,3.831800,4.771429,7.684183,411.160000,3.831800,4.771429,7.684183,ok,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=33.80|rs60=24.05|up_volume_confirm|high_atr|extended_from_ma20|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_f229a9662f6ae995,2026-03-16,300279,和晶科技,制造业,BULL,1,1,1,1,1,mapped,1,1,1,1,87.000000,0.210543,87.210543,40.000000,20.000000,15.000000,12.000000,73.509047,60.000000,1,1790,1,ok,intent_e7381b48fe1e6dec,pend_37f539a75596e4a2,1200,1200,11.220000,10.319400,13.208571,2.208052,990.660000,10.319400,13.208571,2.208052,ok,MA20>MA60|MA60>MA120|close>MA20|trend_persistence|rs20=25.32|rs60=56.07|up_volume_confirm|volume_not_exhausted|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_acb8afc3598dc537,2026-03-17,600667,太极实业,建筑业,NORMAL,1,1,1,1,1,fallback,1,1,1,1,70.000000,0.000000,70.000000,35.000000,20.000000,10.000000,5.000000,0.000000,60.000000,1,3422,1,ok,intent_01c119f3b122e6d7,pend_27a60ac0c9766328,1400,1400,11.590000,10.995600,13.687857,3.529369,713.280000,10.995600,13.687857,3.529369,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=19.04|rs60=49.43|up_volume_confirm|high_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_54faf064a2eaf896,2026-03-19,300486,东杰智能,制造业,NORMAL,1,1,1,1,1,mapped,1,1,1,1,72.000000,0.000000,72.000000,25.000000,20.000000,15.000000,12.000000,53.925437,60.000000,1,1983,1,ok,intent_e541e3aad3d28744,pend_48f71f16ea8e15a5,600,600,26.690000,24.901800,30.988571,2.403854,894.100000,24.901800,30.988571,2.403854,ok,MA20>MA60|close>MA20|rs20=23.59|rs60=26.47|up_volume_confirm|volume_not_exhausted|mid_atr|trend_ma20_gt_ma60|price_recovered|volume_confirmed|rsi_entry_zone
cand_1baa10b65075d8dd,2026-03-19,601991,大唐发电,电力、热力、燃气及水生产和供应业,NORMAL,1,1,1,1,1,mapped,1,1,1,1,72.000000,0.601351,72.601351,35.000000,20.000000,5.000000,12.000000,80.022523,70.000000,1,3896,1,ok,intent_2a4f60223a561fec,pend_ca3872de27a31753,3100,3100,4.180000,4.057200,4.440000,2.117264,429.800000,4.057200,4.440000,2.117264,ok,MA20>MA60|MA60>MA120|close>MA20|rs20=15.14|rs60=16.40|pullback_volume_control|mid_atr|trend_ma20_gt_ma60|near_ma20|pullback_reclaimed_ma20|rsi_entry_zone
