run,trade_count,total_return_proxy,cagr_proxy,max_drawdown_proxy,sharpe_proxy,profit_factor,win_rate,cluster_expectancy
326,409,0.022579,0.284501,-0.376111,0.321637,1.298194,0.422983,0.022579
327,409,0.024336,0.306633,-0.420085,0.362965,1.334250,0.442543,0.024336
328,409,0.029005,0.365461,-0.376111,0.410437,1.393633,0.437653,0.029005
329,409,0.031677,0.399131,-0.420085,0.444020,1.434645,0.442543,0.031677
330,409,0.035897,0.452299,-0.420085,0.485417,1.497433,0.454768,0.035897
331,409,0.021838,0.275156,-0.420085,0.312590,1.283301,0.440098,0.021838
332,409,0.030599,0.385544,-0.420085,0.418475,1.407263,0.447433,0.030599
333,409,0.037016,0.466407,-0.386988,0.499857,1.516767,0.452323,0.037016
334,409,0.028303,0.356616,-0.420085,0.377475,1.366899,0.432763,0.028303
335,409,0.034752,0.437879,-0.386988,0.483221,1.486525,0.447433,0.034752
336,409,0.011317,0.142592,-0.420085,0.169609,1.145760,0.413203,0.011317
337,409,0.036934,0.465364,-0.420085,0.504695,1.515925,0.469438,0.036934
