run,trade_count,total_return_proxy,cagr_proxy,max_drawdown_proxy,sharpe_proxy,profit_factor,win_rate,cluster_expectancy
338,409,0.033956,0.427841,-0.420085,0.470943,1.483747,0.440098,0.033956
339,409,0.025644,0.323114,-0.355552,0.360027,1.338548,0.430318,0.025644
340,409,0.032929,0.414908,-0.376111,0.441114,1.442620,0.442543,0.032929
341,409,0.033009,0.415919,-0.386988,0.464928,1.449049,0.444988,0.033009
342,409,0.035906,0.452417,-0.420085,0.481275,1.486924,0.449878,0.035906
343,409,0.020519,0.258533,-0.420085,0.294152,1.265818,0.430318,0.020519
344,409,0.035037,0.441466,-0.420085,0.473149,1.480059,0.449878,0.035037
345,409,0.036598,0.461129,-0.420085,0.500952,1.519317,0.452323,0.036598
346,409,0.034851,0.439120,-0.420085,0.475035,1.486164,0.449878,0.034851
347,409,0.031507,0.396983,-0.376111,0.437143,1.424483,0.454768,0.031507
348,409,0.030519,0.384542,-0.386988,0.432294,1.419133,0.444988,0.030519
349,409,0.030265,0.381345,-0.376111,0.419996,1.407848,0.440098,0.030265
350,409,0.032659,0.411497,-0.355552,0.454481,1.459742,0.440098,0.032659
351,409,0.030117,0.379477,-0.376111,0.440004,1.427539,0.440098,0.030117
352,409,0.032164,0.405265,-0.386988,0.447636,1.443779,0.449878,0.032164
353,409,0.026084,0.328659,-0.420085,0.375269,1.350782,0.452323,0.026084
354,409,0.037062,0.466986,-0.420085,0.501984,1.506657,0.454768,0.037062
355,409,0.039005,0.491467,-0.355552,0.532706,1.565425,0.454768,0.039005
356,409,0.026112,0.329009,-0.376111,0.374996,1.354683,0.432763,0.026112
357,409,0.030368,0.382640,-0.386988,0.446901,1.428578,0.454768,0.030368
358,409,0.028916,0.364342,-0.386988,0.408151,1.394397,0.440098,0.028916
359,409,0.035360,0.445534,-0.386988,0.489313,1.494509,0.457213,0.035360
360,409,0.042754,0.538698,-0.376111,0.562756,1.592485,0.449878,0.042754
361,409,0.024766,0.312050,-0.355552,0.362997,1.339527,0.442543,0.024766
362,409,0.031088,0.391712,-0.355552,0.444866,1.438397,0.454768,0.031088
363,409,0.028333,0.356994,-0.386988,0.391612,1.382325,0.437653,0.028333
364,409,0.033506,0.422175,-0.376111,0.468722,1.463601,0.457213,0.033506
365,409,0.027523,0.346788,-0.376111,0.398226,1.379651,0.442543,0.027523
366,409,0.030703,0.386859,-0.355552,0.443408,1.437329,0.444988,0.030703
367,409,0.028564,0.359912,-0.420085,0.403888,1.386489,0.444988,0.028564
368,409,0.031661,0.398934,-0.376111,0.436771,1.426780,0.454768,0.031661
369,409,0.024506,0.308776,-0.355552,0.346728,1.327302,0.422983,0.024506
370,409,0.023464,0.295652,-0.420085,0.341315,1.314204,0.430318,0.023464
371,409,0.030302,0.381806,-0.355552,0.408594,1.398496,0.435208,0.030302
372,409,0.038582,0.486129,-0.386988,0.520966,1.532665,0.454768,0.038582
373,409,0.033670,0.424242,-0.386988,0.454024,1.449836,0.437653,0.033670
374,409,0.033201,0.418336,-0.355552,0.459476,1.458356,0.437653,0.033201
375,409,0.026710,0.336546,-0.376111,0.373310,1.357251,0.437653,0.026710
376,409,0.030366,0.382608,-0.376111,0.426641,1.415968,0.447433,0.030366
377,409,0.028362,0.357364,-0.386988,0.390391,1.375639,0.440098,0.028362
378,409,0.033981,0.428162,-0.355552,0.461079,1.454780,0.452323,0.033981
379,409,0.035802,0.451099,-0.420085,0.490477,1.496882,0.459658,0.035802
380,409,0.039216,0.494122,-0.420085,0.545367,1.566170,0.459658,0.039216
381,409,0.027480,0.346252,-0.420085,0.380357,1.356456,0.437653,0.027480
382,409,0.027213,0.342879,-0.420085,0.387019,1.364220,0.440098,0.027213
383,409,0.040255,0.507213,-0.420085,0.527981,1.565813,0.447433,0.040255
384,409,0.030038,0.378480,-0.355552,0.421486,1.414511,0.432763,0.030038
385,409,0.025815,0.325265,-0.420085,0.364445,1.342948,0.442543,0.025815
386,409,0.028695,0.361556,-0.420085,0.389318,1.383379,0.425428,0.028695
387,409,0.035721,0.450081,-0.420085,0.476143,1.479868,0.447433,0.035721
388,409,0.015645,0.197121,-0.376111,0.234212,1.203491,0.418093,0.015645
389,409,0.030236,0.380978,-0.420085,0.422291,1.413214,0.444988,0.030236
390,409,0.027723,0.349304,-0.376111,0.403985,1.387588,0.444988,0.027723
391,409,0.040447,0.509633,-0.376111,0.531161,1.563462,0.447433,0.040447
392,409,0.042648,0.537364,-0.355552,0.570316,1.610357,0.454768,0.042648
393,409,0.038125,0.480376,-0.355552,0.511428,1.529140,0.449878,0.038125
394,409,0.022475,0.283190,-0.355552,0.322925,1.300290,0.435208,0.022475
395,409,0.022614,0.284940,-0.420085,0.313298,1.294805,0.432763,0.022614
396,409,0.026106,0.328934,-0.420085,0.373529,1.353717,0.437653,0.026106
397,409,0.031915,0.402125,-0.420085,0.441144,1.422032,0.447433,0.031915
398,409,0.025744,0.324375,-0.376111,0.360167,1.345135,0.442543,0.025744
399,409,0.025487,0.321133,-0.420085,0.368152,1.344416,0.452323,0.025487
400,409,0.030570,0.385176,-0.376111,0.436112,1.412495,0.444988,0.030570
401,409,0.026068,0.328452,-0.355552,0.372526,1.356210,0.440098,0.026068
402,409,0.030670,0.386438,-0.420085,0.420215,1.408891,0.437653,0.030670
403,409,0.026229,0.330480,-0.386988,0.380049,1.353893,0.444988,0.026229
404,409,0.018036,0.227250,-0.376111,0.260239,1.237628,0.422983,0.018036
405,409,0.036024,0.453899,-0.376111,0.508174,1.520885,0.457213,0.036024
406,409,0.033389,0.420707,-0.376111,0.450068,1.457675,0.442543,0.033389
407,409,0.035325,0.445098,-0.376111,0.500589,1.492239,0.464548,0.035325
408,409,0.034006,0.428478,-0.376111,0.463790,1.462496,0.437653,0.034006
409,409,0.022553,0.284162,-0.420085,0.319280,1.298602,0.425428,0.022553
410,409,0.029657,0.373684,-0.420085,0.414900,1.402651,0.432763,0.029657
411,409,0.045565,0.574124,-0.386988,0.609819,1.664144,0.474328,0.045565
412,409,0.035079,0.441989,-0.376111,0.482863,1.487712,0.452323,0.035079
413,409,0.025176,0.317213,-0.420085,0.365002,1.344351,0.442543,0.025176
414,409,0.027742,0.349546,-0.420085,0.394750,1.376892,0.440098,0.027742
415,409,0.039187,0.493753,-0.420085,0.534352,1.557248,0.457213,0.039187
416,409,0.035018,0.441230,-0.355552,0.495364,1.506175,0.447433,0.035018
417,409,0.024320,0.306437,-0.386988,0.366455,1.336426,0.442543,0.024320
418,409,0.028494,0.359025,-0.386988,0.402957,1.387775,0.444988,0.028494
419,409,0.035193,0.443426,-0.420085,0.470412,1.479900,0.440098,0.035193
420,409,0.030079,0.378994,-0.420085,0.428931,1.414635,0.452323,0.030079
421,409,0.026240,0.330626,-0.386988,0.381244,1.348578,0.449878,0.026240
422,409,0.032260,0.406472,-0.420085,0.436095,1.429199,0.442543,0.032260
423,409,0.023459,0.295579,-0.420085,0.341781,1.315379,0.437653,0.023459
424,409,0.032215,0.405912,-0.355552,0.457969,1.450672,0.454768,0.032215
425,409,0.038873,0.489803,-0.420085,0.521081,1.547673,0.449878,0.038873
426,409,0.025502,0.321319,-0.386988,0.366622,1.345315,0.437653,0.025502
427,409,0.021915,0.276131,-0.420085,0.321796,1.291902,0.432763,0.021915
428,409,0.026197,0.330081,-0.355552,0.360768,1.343564,0.444988,0.026197
429,409,0.032776,0.412974,-0.355552,0.442631,1.439418,0.440098,0.032776
430,409,0.024485,0.308513,-0.420085,0.348519,1.318687,0.435208,0.024485
431,409,0.029315,0.369375,-0.386988,0.415237,1.400265,0.432763,0.029315
432,409,0.029962,0.377516,-0.355552,0.418738,1.410108,0.442543,0.029962
433,409,0.040342,0.508309,-0.420085,0.548634,1.570298,0.459658,0.040342
434,409,0.024546,0.309279,-0.420085,0.359596,1.331274,0.437653,0.024546
435,409,0.036086,0.454688,-0.420085,0.487705,1.499971,0.449878,0.036086
436,409,0.032494,0.409426,-0.355552,0.443314,1.430429,0.432763,0.032494
437,409,0.028818,0.363101,-0.420085,0.410875,1.399460,0.440098,0.028818
438,409,0.034265,0.431743,-0.355552,0.466991,1.470735,0.442543,0.034265
439,409,0.030394,0.382959,-0.386988,0.421512,1.409158,0.454768,0.030394
440,409,0.022863,0.288071,-0.420085,0.335849,1.302942,0.447433,0.022863
441,409,0.025940,0.326838,-0.376111,0.355224,1.342174,0.422983,0.025940
442,409,0.023756,0.299328,-0.386988,0.340761,1.313596,0.427873,0.023756
443,409,0.023219,0.292560,-0.420085,0.326290,1.301343,0.425428,0.023219
444,409,0.025805,0.325139,-0.355552,0.371126,1.352053,0.442543,0.025805
445,409,0.034149,0.430278,-0.420085,0.452127,1.463928,0.435208,0.034149
446,409,0.034690,0.437097,-0.420085,0.487067,1.487655,0.454768,0.034690
447,409,0.034331,0.432572,-0.420085,0.469773,1.471804,0.462103,0.034331
448,409,0.025359,0.319519,-0.376111,0.379199,1.355000,0.437653,0.025359
449,409,0.030781,0.387839,-0.376111,0.433811,1.428328,0.449878,0.030781
450,409,0.022681,0.285775,-0.386988,0.325789,1.296632,0.440098,0.022681
451,409,0.029322,0.369453,-0.386988,0.406592,1.397605,0.432763,0.029322
452,409,0.033938,0.427622,-0.376111,0.475921,1.469856,0.454768,0.033938
453,409,0.034869,0.439353,-0.355552,0.486316,1.493145,0.442543,0.034869
454,409,0.032366,0.407805,-0.376111,0.453629,1.451141,0.440098,0.032366
455,409,0.034995,0.440938,-0.376111,0.471668,1.470554,0.447433,0.034995
456,409,0.038150,0.480694,-0.376111,0.522232,1.543733,0.447433,0.038150
457,409,0.025185,0.317325,-0.386988,0.379270,1.355214,0.454768,0.025185
458,409,0.039580,0.498713,-0.386988,0.518568,1.544613,0.459658,0.039580
459,409,0.025721,0.324087,-0.420085,0.355477,1.340179,0.435208,0.025721
460,409,0.035291,0.444668,-0.420085,0.493413,1.501911,0.444988,0.035291
461,409,0.022003,0.277240,-0.355552,0.336382,1.300319,0.440098,0.022003
462,409,0.032878,0.414260,-0.376111,0.467872,1.458643,0.452323,0.032878
463,409,0.028134,0.354485,-0.386988,0.383103,1.371560,0.427873,0.028134
464,409,0.029102,0.366686,-0.376111,0.410514,1.392869,0.452323,0.029102
465,409,0.037654,0.474440,-0.420085,0.529409,1.551162,0.454768,0.037654
466,409,0.021626,0.272489,-0.376111,0.323439,1.295299,0.437653,0.021626
467,409,0.038092,0.479958,-0.355552,0.522180,1.534946,0.457213,0.038092
468,409,0.024397,0.307406,-0.355552,0.351992,1.324932,0.435208,0.024397
469,409,0.035558,0.448025,-0.386988,0.486334,1.494592,0.454768,0.035558
470,409,0.031201,0.393133,-0.355552,0.428943,1.421186,0.437653,0.031201
471,409,0.026684,0.336214,-0.386988,0.375311,1.352704,0.437653,0.026684
472,409,0.026345,0.331949,-0.386988,0.378567,1.355080,0.437653,0.026345
473,409,0.032001,0.403214,-0.386988,0.472600,1.457219,0.459658,0.032001
474,409,0.034923,0.440033,-0.376111,0.495570,1.491735,0.462103,0.034923
475,409,0.028331,0.356976,-0.420085,0.404585,1.386308,0.440098,0.028331
476,409,0.025684,0.323612,-0.355552,0.370855,1.344162,0.430318,0.025684
477,409,0.041801,0.526695,-0.355552,0.571083,1.596972,0.459658,0.041801
478,409,0.025372,0.319687,-0.376111,0.367031,1.339961,0.440098,0.025372
479,409,0.023401,0.294857,-0.355552,0.346108,1.327634,0.432763,0.023401
480,409,0.034928,0.440096,-0.420085,0.483018,1.487768,0.457213,0.034928
481,409,0.027799,0.350265,-0.355552,0.401314,1.383071,0.437653,0.027799
482,409,0.027874,0.351213,-0.376111,0.395073,1.382566,0.437653,0.027874
483,409,0.026266,0.330948,-0.420085,0.378917,1.348016,0.435208,0.026266
484,409,0.033715,0.424803,-0.420085,0.454181,1.454484,0.449878,0.033715
485,409,0.026447,0.333238,-0.355552,0.375871,1.348290,0.440098,0.026447
486,409,0.038186,0.481143,-0.420085,0.523047,1.544865,0.452323,0.038186
487,409,0.031067,0.391450,-0.420085,0.444216,1.427766,0.454768,0.031067
488,409,0.026729,0.336789,-0.355552,0.385678,1.365951,0.442543,0.026729
489,409,0.034665,0.436785,-0.376111,0.474193,1.469229,0.444988,0.034665
490,409,0.030419,0.383281,-0.376111,0.426564,1.419444,0.452323,0.030419
491,409,0.032456,0.408940,-0.355552,0.440807,1.434860,0.437653,0.032456
492,409,0.023103,0.291098,-0.355552,0.334628,1.307968,0.437653,0.023103
493,409,0.038001,0.478812,-0.355552,0.519623,1.528598,0.459658,0.038001
494,409,0.028961,0.364912,-0.420085,0.410128,1.393013,0.442543,0.028961
495,409,0.026569,0.334765,-0.355552,0.389299,1.367954,0.440098,0.026569
496,409,0.036058,0.454336,-0.420085,0.483315,1.484836,0.449878,0.036058
497,409,0.030226,0.380843,-0.376111,0.424233,1.410992,0.437653,0.030226
498,409,0.039875,0.502423,-0.420085,0.518759,1.546291,0.442543,0.039875
499,409,0.028022,0.353074,-0.355552,0.382056,1.376248,0.427873,0.028022
500,409,0.034319,0.432421,-0.355552,0.469671,1.468207,0.457213,0.034319
501,409,0.024431,0.307829,-0.376111,0.357736,1.328052,0.437653,0.024431
502,409,0.029370,0.370068,-0.420085,0.411417,1.395801,0.442543,0.029370
503,409,0.032398,0.408218,-0.376111,0.449684,1.442899,0.447433,0.032398
504,409,0.032559,0.410247,-0.355552,0.458882,1.450692,0.442543,0.032559
505,409,0.031061,0.391370,-0.355552,0.420628,1.410770,0.442543,0.031061
506,409,0.034292,0.432077,-0.376111,0.462236,1.472944,0.447433,0.034292
507,409,0.037174,0.468392,-0.420085,0.513055,1.523572,0.457213,0.037174
508,409,0.035825,0.451396,-0.386988,0.488488,1.498522,0.457213,0.035825
509,409,0.024409,0.307556,-0.386988,0.355624,1.329455,0.452323,0.024409
510,409,0.033226,0.418653,-0.420085,0.453838,1.456275,0.457213,0.033226
511,409,0.028669,0.361226,-0.420085,0.402783,1.390047,0.437653,0.028669
512,409,0.024887,0.313576,-0.420085,0.345878,1.326881,0.430318,0.024887
513,409,0.020531,0.258691,-0.420085,0.301646,1.269429,0.442543,0.020531
514,409,0.032153,0.405133,-0.376111,0.459539,1.449242,0.459658,0.032153
515,409,0.026470,0.333522,-0.355552,0.356298,1.343775,0.422983,0.026470
516,409,0.034795,0.438414,-0.420085,0.466822,1.460613,0.464548,0.034795
517,409,0.028663,0.361159,-0.376111,0.404257,1.387837,0.444988,0.028663
518,409,0.013332,0.167983,-0.420085,0.194618,1.170037,0.420538,0.013332
519,409,0.037855,0.476969,-0.420085,0.494967,1.513012,0.447433,0.037855
520,409,0.030544,0.384857,-0.376111,0.414551,1.397698,0.442543,0.030544
521,409,0.032039,0.403694,-0.355552,0.454736,1.451390,0.454768,0.032039
522,409,0.029938,0.377217,-0.355552,0.437290,1.420321,0.447433,0.029938
523,409,0.028314,0.356759,-0.386988,0.403219,1.384240,0.444988,0.028314
524,409,0.028059,0.353539,-0.420085,0.400862,1.385515,0.447433,0.028059
525,409,0.030686,0.386641,-0.420085,0.427588,1.415270,0.449878,0.030686
526,409,0.030252,0.381175,-0.420085,0.415240,1.402636,0.437653,0.030252
527,409,0.038891,0.490028,-0.420085,0.508899,1.518467,0.457213,0.038891
528,409,0.031665,0.398981,-0.420085,0.447396,1.434541,0.454768,0.031665
529,409,0.033230,0.418697,-0.420085,0.469811,1.457642,0.447433,0.033230
530,409,0.035015,0.441189,-0.420085,0.490645,1.493820,0.452323,0.035015
531,409,0.027189,0.342578,-0.420085,0.373998,1.349383,0.444988,0.027189
532,409,0.018999,0.239382,-0.420085,0.285456,1.254386,0.427873,0.018999
533,409,0.022194,0.279645,-0.355552,0.320310,1.289506,0.437653,0.022194
534,409,0.043645,0.549929,-0.355552,0.584953,1.625974,0.466993,0.043645
535,409,0.032932,0.414938,-0.355552,0.466115,1.460786,0.449878,0.032932
536,409,0.029731,0.374616,-0.355552,0.409093,1.396942,0.432763,0.029731
537,409,0.033422,0.421119,-0.355552,0.446430,1.453082,0.442543,0.033422
538,409,0.030420,0.383288,-0.420085,0.435713,1.425835,0.449878,0.030420
539,409,0.029174,0.367589,-0.376111,0.408045,1.392154,0.430318,0.029174
540,409,0.029748,0.374830,-0.355552,0.433136,1.417512,0.449878,0.029748
541,409,0.027450,0.345872,-0.376111,0.385429,1.367442,0.440098,0.027450
542,409,0.026886,0.338763,-0.376111,0.365253,1.353449,0.435208,0.026886
543,409,0.028868,0.363737,-0.355552,0.414047,1.399871,0.447433,0.028868
544,409,0.031214,0.393295,-0.420085,0.419094,1.415584,0.442543,0.031214
545,409,0.024395,0.307377,-0.376111,0.363995,1.338622,0.420538,0.024395
546,409,0.028172,0.354970,-0.420085,0.378404,1.368349,0.430318,0.028172
547,409,0.027007,0.340286,-0.376111,0.387568,1.374730,0.444988,0.027007
548,409,0.026058,0.328327,-0.420085,0.378067,1.353798,0.442543,0.026058
549,409,0.028583,0.360141,-0.386988,0.401105,1.379926,0.440098,0.028583
550,409,0.024866,0.313309,-0.355552,0.366983,1.337906,0.444988,0.024866
551,409,0.024718,0.311443,-0.376111,0.355781,1.328725,0.452323,0.024718
552,409,0.028545,0.359666,-0.376111,0.405382,1.393744,0.447433,0.028545
553,409,0.027399,0.345230,-0.420085,0.386034,1.367815,0.442543,0.027399
554,409,0.030414,0.383221,-0.355552,0.423348,1.415060,0.442543,0.030414
555,409,0.030185,0.380333,-0.376111,0.442482,1.428187,0.452323,0.030185
556,409,0.028178,0.355048,-0.376111,0.378365,1.365357,0.422983,0.028178
557,409,0.029496,0.371652,-0.376111,0.411862,1.403230,0.435208,0.029496
558,409,0.026041,0.328115,-0.420085,0.362562,1.351357,0.430318,0.026041
559,409,0.032116,0.404660,-0.386988,0.445716,1.439339,0.440098,0.032116
560,409,0.025455,0.320736,-0.420085,0.350210,1.332609,0.425428,0.025455
561,409,0.028564,0.359901,-0.376111,0.397182,1.384898,0.444988,0.028564
562,409,0.032154,0.405139,-0.376111,0.452802,1.444946,0.454768,0.032154
563,409,0.034651,0.436598,-0.420085,0.470572,1.483915,0.442543,0.034651
564,409,0.027028,0.340559,-0.355552,0.389315,1.371232,0.442543,0.027028
565,409,0.032184,0.405522,-0.420085,0.436446,1.440946,0.452323,0.032184
566,409,0.029798,0.375451,-0.386988,0.407388,1.412701,0.449878,0.029798
567,409,0.026635,0.335602,-0.376111,0.379575,1.355652,0.442543,0.026635
568,409,0.028515,0.359284,-0.420085,0.388887,1.379789,0.430318,0.028515
569,409,0.025786,0.324907,-0.420085,0.357362,1.343676,0.418093,0.025786
570,409,0.024003,0.302434,-0.355552,0.329216,1.317511,0.430318,0.024003
571,409,0.036668,0.462016,-0.420085,0.509974,1.513264,0.442543,0.036668
572,409,0.024498,0.308674,-0.376111,0.362411,1.337937,0.432763,0.024498
573,409,0.033130,0.417441,-0.355552,0.452297,1.454274,0.452323,0.033130
574,409,0.038477,0.484811,-0.355552,0.535015,1.541368,0.462103,0.038477
575,409,0.037291,0.469869,-0.386988,0.510989,1.522817,0.447433,0.037291
576,409,0.024619,0.310205,-0.420085,0.349936,1.334001,0.442543,0.024619
577,409,0.034100,0.429661,-0.376111,0.483197,1.473307,0.449878,0.034100
578,409,0.027268,0.343579,-0.376111,0.392366,1.374744,0.449878,0.027268
579,409,0.033949,0.427755,-0.420085,0.459253,1.462257,0.452323,0.033949
580,409,0.024939,0.314228,-0.420085,0.342449,1.321166,0.422983,0.024939
581,409,0.029746,0.374803,-0.420085,0.409186,1.408150,0.447433,0.029746
582,409,0.023442,0.295370,-0.420085,0.337161,1.311475,0.435208,0.023442
583,409,0.026648,0.335761,-0.420085,0.390199,1.372905,0.432763,0.026648
584,409,0.041663,0.524952,-0.420085,0.558249,1.590901,0.457213,0.041663
585,409,0.028439,0.358327,-0.386988,0.399810,1.386488,0.444988,0.028439
586,409,0.032854,0.413962,-0.420085,0.433749,1.431356,0.440098,0.032854
587,409,0.034694,0.437140,-0.355552,0.466639,1.474257,0.444988,0.034694
588,409,0.035599,0.448548,-0.376111,0.490425,1.502610,0.457213,0.035599
589,409,0.032641,0.411271,-0.386988,0.458448,1.444242,0.459658,0.032641
590,409,0.029062,0.366178,-0.420085,0.403436,1.383705,0.437653,0.029062
591,409,0.035772,0.450723,-0.355552,0.483669,1.477236,0.452323,0.035772
592,409,0.031316,0.394578,-0.376111,0.427959,1.415234,0.449878,0.031316
593,409,0.023812,0.300028,-0.355552,0.341162,1.319028,0.435208,0.023812
594,409,0.029386,0.370260,-0.355552,0.418052,1.401983,0.444988,0.029386
595,409,0.023516,0.296296,-0.355552,0.343519,1.312671,0.432763,0.023516
596,409,0.027940,0.352043,-0.376111,0.387637,1.378609,0.430318,0.027940
597,409,0.031060,0.391352,-0.376111,0.447161,1.432867,0.444988,0.031060
598,409,0.037849,0.476897,-0.386988,0.511491,1.534970,0.449878,0.037849
599,409,0.023475,0.295780,-0.386988,0.342315,1.318896,0.435208,0.023475
600,409,0.025164,0.317068,-0.355552,0.364441,1.340865,0.437653,0.025164
601,409,0.035581,0.448324,-0.376111,0.483358,1.486713,0.449878,0.035581
602,409,0.035291,0.444671,-0.386988,0.492673,1.500328,0.462103,0.035291
603,409,0.026315,0.331573,-0.376111,0.357864,1.346134,0.425428,0.026315
604,409,0.034559,0.435439,-0.355552,0.468499,1.475222,0.444988,0.034559
605,409,0.034752,0.437878,-0.355552,0.487824,1.489280,0.454768,0.034752
606,409,0.034282,0.431955,-0.376111,0.463447,1.468059,0.442543,0.034282
607,409,0.033979,0.428130,-0.355552,0.474248,1.481872,0.449878,0.033979
608,409,0.027077,0.341176,-0.386988,0.371299,1.357735,0.435208,0.027077
609,409,0.030304,0.381827,-0.386988,0.420804,1.415280,0.442543,0.030304
610,409,0.026239,0.330614,-0.355552,0.364375,1.350275,0.430318,0.026239
611,409,0.027346,0.344564,-0.420085,0.381888,1.361315,0.444988,0.027346
612,409,0.036495,0.459836,-0.386988,0.495261,1.498192,0.452323,0.036495
613,409,0.025079,0.315993,-0.420085,0.364151,1.344798,0.447433,0.025079
614,409,0.037994,0.478729,-0.386988,0.520172,1.540117,0.454768,0.037994
615,409,0.025720,0.324068,-0.386988,0.368266,1.342070,0.435208,0.025720
616,409,0.038407,0.483922,-0.386988,0.523693,1.546849,0.459658,0.038407
617,409,0.035977,0.453307,-0.420085,0.498923,1.512447,0.444988,0.035977
618,409,0.036226,0.456443,-0.420085,0.491124,1.504877,0.440098,0.036226
619,409,0.035410,0.446168,-0.355552,0.477946,1.486257,0.452323,0.035410
620,409,0.023842,0.300407,-0.355552,0.353869,1.325534,0.440098,0.023842
621,409,0.035329,0.445140,-0.376111,0.483468,1.494071,0.447433,0.035329
622,409,0.031839,0.401167,-0.420085,0.443300,1.436518,0.435208,0.031839
623,409,0.036277,0.457093,-0.420085,0.496851,1.503289,0.459658,0.036277
624,409,0.025767,0.324659,-0.420085,0.370004,1.350469,0.442543,0.025767
625,409,0.027403,0.345283,-0.376111,0.397823,1.376197,0.452323,0.027403
626,409,0.036772,0.463328,-0.376111,0.499256,1.505826,0.447433,0.036772
627,409,0.029956,0.377443,-0.420085,0.415069,1.401852,0.437653,0.029956
628,409,0.027665,0.348574,-0.420085,0.400185,1.382207,0.454768,0.027665
629,409,0.024216,0.305120,-0.376111,0.332267,1.311788,0.425428,0.024216
630,409,0.041027,0.516941,-0.355552,0.534509,1.558131,0.452323,0.041027
631,409,0.027911,0.351676,-0.376111,0.388087,1.373081,0.437653,0.027911
632,409,0.028035,0.353245,-0.355552,0.409712,1.396530,0.447433,0.028035
633,409,0.027388,0.345090,-0.355552,0.378518,1.359255,0.447433,0.027388
634,409,0.037871,0.477169,-0.355552,0.526497,1.535960,0.464548,0.037871
635,409,0.040982,0.516378,-0.420085,0.545398,1.570742,0.459658,0.040982
636,409,0.039297,0.495137,-0.420085,0.526677,1.555040,0.452323,0.039297
637,409,0.035621,0.448822,-0.355552,0.470721,1.474597,0.442543,0.035621
638,409,0.034225,0.431239,-0.355552,0.476345,1.480463,0.464548,0.034225
639,409,0.035707,0.449907,-0.355552,0.480532,1.490707,0.444988,0.035707
640,409,0.043803,0.551917,-0.420085,0.579446,1.619546,0.454768,0.043803
641,409,0.031547,0.397494,-0.386988,0.435557,1.423046,0.440098,0.031547
642,409,0.036672,0.462068,-0.355552,0.506512,1.524772,0.464548,0.036672
643,409,0.025686,0.323641,-0.376111,0.371947,1.350978,0.437653,0.025686
644,409,0.023331,0.293964,-0.355552,0.337540,1.312156,0.440098,0.023331
645,409,0.030514,0.384471,-0.420085,0.438554,1.420210,0.459658,0.030514
646,409,0.033063,0.416595,-0.386988,0.456714,1.456177,0.457213,0.033063
647,409,0.022312,0.281127,-0.420085,0.311070,1.286897,0.422983,0.022312
648,409,0.034984,0.440803,-0.376111,0.476891,1.480292,0.447433,0.034984
649,409,0.025342,0.319315,-0.355552,0.361874,1.344832,0.432763,0.025342
650,409,0.027579,0.347498,-0.420085,0.389114,1.370482,0.437653,0.027579
651,409,0.026789,0.337548,-0.376111,0.376334,1.358006,0.427873,0.026789
652,409,0.031927,0.402282,-0.355552,0.430757,1.434515,0.437653,0.031927
653,409,0.030041,0.378518,-0.376111,0.427124,1.413218,0.444988,0.030041
654,409,0.026417,0.332855,-0.420085,0.371145,1.359897,0.444988,0.026417
655,409,0.032377,0.407956,-0.386988,0.447572,1.446271,0.457213,0.032377
656,409,0.038803,0.488917,-0.355552,0.525720,1.552033,0.447433,0.038803
657,409,0.025080,0.316003,-0.386988,0.353962,1.331775,0.442543,0.025080
658,409,0.033873,0.426801,-0.376111,0.483699,1.478458,0.452323,0.033873
659,409,0.036508,0.460007,-0.420085,0.492341,1.503764,0.449878,0.036508
660,409,0.029316,0.369379,-0.376111,0.407146,1.397238,0.432763,0.029316
661,409,0.033241,0.418834,-0.355552,0.461362,1.466167,0.444988,0.033241
662,409,0.028494,0.359030,-0.355552,0.421629,1.406834,0.449878,0.028494
663,409,0.034349,0.432801,-0.386988,0.491335,1.482137,0.452323,0.034349
664,409,0.030416,0.383246,-0.355552,0.429878,1.417301,0.437653,0.030416
665,409,0.035889,0.452205,-0.420085,0.483176,1.495026,0.447433,0.035889
666,409,0.032738,0.412498,-0.420085,0.437877,1.426771,0.444988,0.032738
667,409,0.028962,0.364921,-0.386988,0.421570,1.404355,0.440098,0.028962
668,409,0.029776,0.375181,-0.355552,0.419951,1.405022,0.444988,0.029776
669,409,0.028387,0.357679,-0.376111,0.414277,1.396256,0.447433,0.028387
670,409,0.027591,0.347648,-0.355552,0.405218,1.387087,0.442543,0.027591
671,409,0.029884,0.376537,-0.386988,0.408359,1.400999,0.437653,0.029884
672,409,0.030483,0.384081,-0.355552,0.412590,1.406956,0.440098,0.030483
673,409,0.018633,0.234773,-0.420085,0.274066,1.245149,0.437653,0.018633
674,409,0.024910,0.313865,-0.355552,0.362269,1.332484,0.447433,0.024910
675,409,0.039024,0.491708,-0.420085,0.528757,1.542386,0.457213,0.039024
676,409,0.022271,0.280609,-0.420085,0.310469,1.281293,0.425428,0.022271
677,409,0.025316,0.318976,-0.355552,0.355265,1.335433,0.437653,0.025316
678,409,0.032658,0.411492,-0.376111,0.467387,1.453202,0.457213,0.032658
679,409,0.038859,0.489620,-0.376111,0.504229,1.523729,0.437653,0.038859
680,409,0.026225,0.330438,-0.420085,0.372560,1.352417,0.435208,0.026225
681,409,0.036791,0.463566,-0.386988,0.524358,1.539108,0.466993,0.036791
682,409,0.035379,0.445773,-0.355552,0.480380,1.494610,0.449878,0.035379
683,409,0.023494,0.296028,-0.386988,0.334788,1.313749,0.440098,0.023494
684,409,0.027386,0.345062,-0.420085,0.380534,1.370637,0.430318,0.027386
685,409,0.026417,0.332849,-0.386988,0.389042,1.359215,0.430318,0.026417
